userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (1,8.013154983520508)* (364,7.730564117431641) (34,6.300114631652832) (318,5.813816070556641) (2081,5.649236679077148) (1097,5.518245220184326)* (2687,5.281293869018555) (1028,5.252795219421387)* (1198,5.107440948486328) (593,5.093410491943359) (2096,5.067572593688965) (2761,4.830076217651367) (2571,4.782813549041748) (1704,4.717137336730957) (2087,4.672154903411865) (2078,4.619776725769043) (457,4.586587905883789) (2085,4.586252212524414) (3751,4.560482501983643) (480,4.520088195800781)
1039: (2858,4.237094879150391) (2762,4.0306925773620605) (2396,3.724663019180298) (2706,3.474350929260254) (913,3.3983800411224365) (3081,3.2819173336029053) (2336,3.2687177658081055) (2683,3.255678415298462) (3176,3.1734395027160645) (3005,2.9434590339660645) (3203,2.9366631507873535) (2997,2.9147825241088867) (2599,2.8176255226135254) (1093,2.802267551422119) (2707,2.787543296813965) (223,2.7860255241394043) (2333,2.766174793243408) (1959,2.7475404739379883) (2712,2.733895778656006) (2987,2.7076823711395264)
1040: (593,9.326312065124512) (2716,8.914003372192383) (1213,8.66812515258789)* (3210,8.65880012512207)* (1225,8.315059661865234) (2858,8.098512649536133)* (1079,7.930158615112305)* (2797,7.826264381408691)* (1097,7.801445007324219) (2194,7.569550037384033)* (1222,7.353889465332031)* (111,7.2927398681640625) (1291,7.260095119476318) (1246,6.875791549682617) (2028,6.831459045410156) (1704,6.725713729858398) (912,6.70510196685791)* (1089,6.621784687042236) (541,6.599489212036133) (2795,6.568875789642334)*
1041: (1230,7.307596206665039) (1252,7.159252166748047) (1617,6.050173759460449) (1193,5.863943576812744) (1221,5.787076473236084) (912,5.682709217071533) (111,5.664032459259033) (904,5.66002082824707) (923,5.443880558013916) (908,5.358526229858398) (2997,5.0117573738098145)* (1212,4.900578498840332) (922,4.877593040466309) (3730,4.857305526733398) (1219,4.7460527420043945) (3683,4.690978050231934) (1084,4.58172607421875) (1276,4.503355979919434) (1945,4.4879865646362305) (3362,4.4497175216674805)
1042: (1073,4.795953750610352) (1196,4.722097396850586) (1210,4.493671417236328) (2628,4.420419692993164) (2140,4.349113464355469) (2161,4.330934524536133) (2005,4.014676094055176) (2174,3.8867270946502686) (480,3.8859167098999023) (1270,3.858354330062866) (3489,3.802889347076416) (919,3.778034210205078) (2054,3.6419012546539307) (2797,3.5483124256134033) (2571,3.3557653427124023) (2968,3.3117380142211914) (2021,3.2941603660583496) (653,3.2814841270446777) (2046,3.271998167037964) (1198,3.215373992919922)
1043: (2858,5.016262531280518) (1259,4.796185493469238) (1617,4.6397705078125) (608,4.606884956359863) (1213,4.009790897369385)* (1284,3.9620964527130127) (908,3.938058853149414) (110,3.916999340057373) (589,3.490373134613037) (858,3.4643518924713135) (1089,3.454188108444214) (1673,3.4212894439697266)* (1252,3.419016122817993) (1179,3.2107105255126953) (480,3.136563301086426) (2291,3.1165027618408203) (3481,3.108490467071533) (1249,3.0652785301208496) (1221,3.055502414703369) (3435,3.0098557472229004)
1044: (1240,9.222870826721191)* (1079,8.50069522857666)* (1394,8.487203598022461) (1197,8.161527633666992)* (1288,8.129234313964844) (2918,7.690459251403809)* (2716,7.648821830749512) (2194,7.549063205718994) (1270,7.2840166091918945) (1242,6.923890590667725) (3210,6.807575225830078) (1097,6.721592426300049)* (1090,6.712733268737793) (2797,6.481119632720947) (1291,6.299752235412598) (2791,6.262355804443359)* (3104,6.174199104309082)* (3424,6.088886737823486) (3552,6.028069019317627)* (2872,5.926394462585449)
1045: (539,5.827060699462891) (356,5.7429704666137695) (1265,4.91818904876709) (1569,4.898305892944336) (2355,4.789196968078613) (339,4.7827534675598145) (2424,4.7800068855285645) (11,4.643452167510986) (3114,4.343273162841797) (1784,4.213448524475098) (2724,4.113250732421875) (1721,4.101382732391357) (1777,4.061506748199463) (440,3.99749493598938) (587,3.9822726249694824) (3408,3.8307976722717285) (2302,3.8204092979431152) (1923,3.6467881202697754) (1641,3.6142327785491943) (2706,3.5305607318878174)
1046: (1210,4.110461711883545) (480,4.019436836242676) (260,3.6676416397094727) (2571,3.474168062210083) (2396,3.4402174949645996) (1196,3.421745777130127) (899,3.3783822059631348) (1197,3.31510066986084) (1270,3.302523374557495) (914,3.183375835418701) (898,3.1701812744140625) (377,3.054716110229492) (969,3.04417085647583) (1356,3.006446123123169) (457,2.988269329071045) (915,2.9721322059631348)* (356,2.9335579872131348) (1291,2.916134834289551) (589,2.91439151763916) (1947,2.901531934738159)
1047: (1374,6.4515275955200195) (780,6.30836296081543) (32,5.791208267211914) (589,5.752542972564697) (1376,5.688750267028809) (318,5.670788764953613) (329,5.670597076416016) (1527,5.6309919357299805) (480,5.579721450805664) (3793,5.548066139221191)* (1372,5.384064674377441) (1200,5.360567092895508) (3175,5.276514053344727) (541,5.1217498779296875) (1127,5.108010292053223)* (2916,5.10740852355957) (3527,5.024330139160156) (1909,5.012600898742676) (527,4.943976402282715) (3471,4.883922100067139)
1048: (593,7.071528911590576) (2858,6.924760341644287) (527,6.602116584777832)* (50,6.587862014770508) (1617,6.491878032684326)* (2997,5.762427806854248)* (1704,5.419961929321289) (34,5.330018997192383) (1358,5.035430908203125) (2908,4.799440383911133) (1089,4.728885650634766) (36,4.671020984649658) (3006,4.581295967102051) (2395,4.329468727111816) (1094,4.3111066818237305) (3160,4.306319713592529) (2324,4.243736267089844) (1265,4.096438884735107)* (3114,4.070193767547607) (1,4.059941291809082)
1049: (2571,4.727241516113281)* (32,4.51885986328125) (318,4.237882137298584) (589,4.2367448806762695) (593,3.9962589740753174) (608,3.9199576377868652) (480,3.8513007164001465) (1653,3.8046836853027344) (1617,3.756370782852173) (1527,3.672091484069824) (1580,3.6126315593719482) (2916,3.4641618728637695) (1196,3.3326492309570312) (296,3.325836181640625) (912,3.313870429992676) (2628,3.2832181453704834) (541,3.2148637771606445) (329,3.1792545318603516) (2393,3.1720190048217773) (2762,3.1427063941955566)
1050: (1580,7.749664306640625) (3114,7.304166793823242) (2858,6.78905725479126)* (34,6.74008846282959) (2997,6.735007286071777) (1500,6.59231424331665) (21,6.468936920166016) (356,6.442456245422363)* (2700,6.394701957702637)* (1682,6.389855861663818)* (2395,6.387786865234375) (1704,6.376823425292969) (39,6.34478235244751) (588,6.168148994445801) (3481,6.128479480743408) (2355,5.98640251159668) (32,5.976234436035156) (2890,5.975671768188477) (3948,5.887444496154785)* (1617,5.883893966674805)*
1051: (480,8.300680160522461) (1580,8.065911293029785) (3751,7.859484672546387)* (2081,7.486911296844482) (2355,7.48567008972168)* (551,7.245695114135742)* (1259,7.1382951736450195)* (440,7.0478386878967285)* (1777,6.628314971923828) (3253,6.56071662902832)* (2918,6.503724098205566)* (1407,6.4581098556518555)* (1035,6.430235385894775)* (141,6.379369735717773)* (3499,6.328859329223633) (1485,6.134958744049072)* (1302,6.115790367126465) (708,6.099665641784668)* (3481,6.092838764190674) (2617,5.9389142990112305)
1052: (904,6.60322380065918) (920,6.392891883850098)* (951,5.593121528625488) (903,5.556543350219727) (1230,5.5504961013793945) (2186,5.548711776733398) (913,5.466673851013184) (922,5.181605339050293)* (608,5.170087814331055) (1284,5.141585826873779) (902,5.067126274108887) (1212,5.027184009552002) (926,4.837799072265625) (265,4.711062431335449) (1269,4.702230930328369) (28,4.656260013580322) (955,4.618434906005859) (942,4.597702980041504) (933,4.474111557006836) (905,4.427047252655029)
1053: (457,9.324556350708008)* (913,8.655037879943848)* (1200,8.323345184326172) (2916,8.201288223266602) (2000,8.144281387329102) (1210,7.960208415985107) (1374,7.909818172454834)* (480,7.19329833984375) (1953,7.099996089935303)* (3702,7.060914993286133)* (1284,6.680999755859375)* (6,6.658400535583496) (3527,6.628634452819824) (3256,6.624476432800293)* (2951,6.609441757202148)* (474,6.599518775939941)* (3435,6.594945907592773) (2763,6.300543785095215) (930,5.908817291259766)* (3334,5.793134689331055)*
1054: (1485,6.754429817199707) (317,6.538723945617676) (500,6.526885986328125) (2355,6.256796836853027) (3751,5.84284782409668)* (344,5.71895694732666) (588,5.437751770019531) (34,5.399048805236816)* (380,5.239511489868164) (1588,5.218896865844727) (1148,5.21412467956543)* (2724,5.101974964141846) (231,5.096304416656494) (1042,4.919754981994629) (2335,4.759817123413086) (1544,4.756509304046631)* (356,4.68000602722168) (1907,4.616503715515137) (1917,4.602001190185547) (3,4.562471389770508)
1055: (2355,8.854238510131836) (3114,8.626753807067871)* (3175,6.943503379821777) (2395,6.900437355041504) (223,6.5832414627075195) (2706,6.104361534118652) (1197,5.203421115875244) (2908,5.119826316833496) (3176,5.013401985168457) (2700,4.83151912689209) (2333,4.79122257232666) (34,4.762133598327637) (2763,4.747308254241943) (3203,4.72780179977417) (3578,4.693594455718994) (2433,4.691555976867676) (2692,4.655666351318359) (2959,4.6123809814453125)* (2502,4.578455448150635) (1127,4.577485084533691)
1056: (1407,5.636141777038574) (1215,5.5664381980896)* (1997,5.404398441314697) (1258,5.150198936462402) (2003,4.835352897644043) (70,4.8061842918396)* (2459,4.769837379455566) (3499,4.760430335998535) (1342,4.531980514526367) (3016,4.497330665588379) (1222,4.426260471343994) (2107,4.419272422790527) (2710,4.389307975769043) (366,4.376164436340332) (2288,4.315737724304199) (1345,4.225556373596191) (3081,4.195191383361816) (1717,4.165404796600342) (328,4.10758638381958) (891,4.064932346343994)
1057: (1148,7.2466230392456055) (1210,6.64188814163208) (2761,6.055149078369141) (3175,5.988914489746094) (745,5.801613807678223) (594,5.738713264465332)* (1240,5.73484992980957)* (1198,5.633026123046875) (3793,5.629940986633301) (541,5.571178913116455) (2300,5.486899375915527) (1223,5.436805725097656) (912,5.389211654663086) (899,5.221421241760254) (1580,5.0124053955078125)* (34,5.010359287261963) (1253,5.008904457092285) (1256,4.97920036315918) (1200,4.9367146492004395)* (2987,4.858935356140137)*
1058: (1200,8.997000694274902)* (1198,8.61307144165039)* (1240,8.56924057006836) (1197,8.451123237609863)* (2997,7.878849506378174)* (1127,7.481001377105713) (2692,6.831464767456055)* (1527,6.776942253112793) (1097,6.764836311340332) (750,6.633851528167725)* (527,6.550511360168457) (1199,6.392052173614502)* (3702,6.11920690536499) (2628,6.115091323852539)* (1653,5.987053871154785)* (3160,5.978793621063232)* (1356,5.8937859535217285) (2791,5.8919677734375)* (1584,5.781588077545166)* (2000,5.708388328552246)
1059: (527,7.109148979187012)* (1704,6.663836479187012)* (3897,6.517541885375977) (2804,6.395988464355469) (919,6.2965898513793945) (1961,6.238465309143066) (50,6.221491813659668) (858,6.075746536254883)* (1193,6.045446395874023) (2291,6.023717880249023) (2599,6.021297454833984) (1288,5.971331596374512) (2064,5.910861015319824) (1,5.9080705642700195)* (1089,5.755035400390625)* (1270,5.610459327697754) (150,5.607449531555176) (1097,5.519064903259277) (3424,5.489956855773926) (2028,5.488644599914551)
1060: (3623,7.592029094696045) (3793,7.242115020751953) (3555,6.857363224029541) (3785,5.951062202453613) (1573,5.840529918670654)* (3624,5.7987284660339355) (1917,5.749209403991699) (480,5.744708061218262) (3717,5.5689849853515625) (3510,5.428002834320068) (1580,5.352693557739258) (2028,5.351025581359863) (1370,5.277647018432617) (1527,5.193778038024902) (648,5.154642105102539)* (2353,5.0501017570495605) (3082,5.0393476486206055) (3300,4.974638938903809) (2916,4.909275531768799) (316,4.881618499755859)
1061: (2716,4.690135478973389) (2791,4.199036598205566)* (3751,4.108902931213379) (588,4.067893028259277) (1270,3.8306479454040527) (1073,3.7760658264160156) (595,3.731334686279297) (1148,3.7120397090911865) (919,3.6168859004974365) (913,3.558913230895996) (2761,3.5413060188293457) (1259,3.4893760681152344) (594,3.455218553543091) (1136,3.454562187194824) (364,3.442126989364624) (480,3.4319348335266113) (2078,3.4292502403259277) (2797,3.3635172843933105) (1278,3.3183774948120117) (260,3.31555438041687)
1062: (1304,8.399246215820312)* (1193,8.178630828857422)* (3671,7.593985080718994) (3543,7.157753944396973)* (912,7.09852933883667) (3421,6.929869651794434) (1278,6.894831657409668)* (2300,6.592848300933838) (3361,6.521543025970459) (1207,6.3480730056762695) (2791,6.3440046310424805) (1221,6.286320686340332) (1265,6.257429122924805)* (111,6.079793453216553)* (3072,6.016130447387695)* (1617,5.984218597412109)* (2804,5.792301177978516)* (1136,5.695252895355225) (1256,5.622539520263672) (1953,5.619024276733398)
1063: (260,10.706668853759766)* (593,8.151922225952148)* (1617,8.096786499023438) (1198,7.914699554443359) (480,7.849953651428223)* (1200,7.044919013977051) (858,6.586431503295898) (750,6.566534042358398)* (527,6.426657199859619) (296,6.351512432098389) (1197,6.274137496948242) (1610,6.253730773925781)* (1356,5.952088356018066)* (2396,5.868274688720703) (1527,5.845253944396973) (1036,5.7815141677856445) (1584,5.710042476654053)* (1206,5.4014787673950195)* (1,5.146279335021973)* (1291,5.105557441711426)
1064: (2028,8.41129207611084) (3578,7.982485771179199) (1704,7.887442111968994)* (527,7.422821521759033) (593,7.173828125) (589,6.377313613891602) (2571,6.300366401672363) (3510,6.299368858337402) (356,6.232842922210693) (1196,6.209742546081543)* (3147,6.1013689041137695) (2762,6.0815348625183105) (1210,6.054562568664551) (3481,6.0358171463012695) (50,5.8468804359436035)* (1721,5.426671028137207) (1213,5.387775897979736) (3148,5.360976219177246) (2329,5.241497993469238) (524,5.136110782623291)
1065: (1183,5.366389274597168) (539,5.161457538604736) (597,4.976179599761963) (509,4.897052764892578) (1188,4.840418815612793) (1265,4.820433139801025) (356,4.747828483581543) (1680,4.716189384460449) (1569,4.622634410858154)* (222,4.506715774536133) (1094,4.4421067237854)* (440,4.383788108825684) (1249,4.315492630004883) (1721,4.264309883117676) (28,4.19309139251709) (1683,4.08342170715332) (708,4.0680131912231445)* (2424,4.015433311462402) (2572,3.976935625076294) (342,3.920628547668457)
1066: (2396,7.310531139373779)* (356,6.722014427185059) (539,6.192306995391846) (1197,5.675868988037109) (920,5.649424076080322) (2858,5.321147441864014) (357,5.253140926361084) (1210,5.089808464050293) (914,5.032953262329102)* (11,4.9655656814575195)* (1088,4.905224800109863)* (2424,4.886727333068848) (1569,4.8478312492370605) (2671,4.759350299835205) (899,4.747005462646484) (3408,4.742402076721191) (1270,4.727391242980957) (1674,4.68425178527832) (902,4.652857780456543) (1183,4.6402716636657715)*
1067: (1193,6.74119758605957) (908,6.693500518798828) (593,6.470889568328857)* (589,6.271193981170654) (3897,6.032032012939453) (318,5.835349082946777) (858,5.667140960693359) (50,5.227364540100098) (111,5.216701984405518)* (1196,5.194238185882568) (527,5.128732681274414)* (1249,5.009512901306152) (1233,4.762946605682373) (912,4.70442008972168) (1965,4.562916278839111)* (1225,4.414929389953613) (2010,4.3687567710876465) (1580,4.362756729125977) (1221,4.343123435974121) (1200,4.322376728057861)
1068: (47,6.908731460571289) (2081,6.842988014221191) (597,6.829476833343506) (296,6.809147834777832)* (1777,6.800202369689941) (110,6.798363208770752) (1247,6.539434909820557) (1569,6.404240608215332) (2005,6.398448467254639)* (1721,6.360567092895508) (1197,6.273189544677734) (1059,6.267227649688721) (39,6.246443748474121) (260,6.041823387145996)* (1947,6.014020919799805)* (1022,5.89326286315918)* (1088,5.858255863189697) (1784,5.672726631164551) (2174,5.5698933601379395)* (920,5.546618461608887)*
1069: (1280,5.31928014755249) (32,5.307950973510742) (308,5.116458892822266)* (3083,5.053454875946045)* (307,5.028120994567871) (1354,4.95070743560791) (306,4.937388896942139) (1236,4.901906967163086)* (1176,4.86978816986084) (1095,4.482513904571533)* (2908,4.451028823852539) (2329,4.438641548156738) (293,4.326014041900635)* (994,4.313564300537109) (3160,4.286418437957764) (326,4.270697593688965) (1673,4.259982585906982) (866,4.107632160186768) (1584,4.050130844116211) (300,4.040947914123535)
1071: (2396,7.160061836242676) (2406,6.8859477043151855) (1197,6.782277584075928) (2006,6.420184135437012) (110,6.2593092918396) (920,6.037375450134277) (2872,5.7288498878479)* (2100,5.054099082946777) (2763,4.921653747558594) (1275,4.920278072357178) (3654,4.840967178344727) (912,4.735180854797363) (1959,4.727771759033203) (1210,4.638177871704102)* (1307,4.634669780731201) (940,4.567032814025879) (1277,4.530447959899902)* (377,4.4853739738464355) (265,4.459644317626953) (151,4.313798904418945)
1072: (2762,8.945383071899414)* (858,8.320863723754883) (2396,8.202593803405762) (1193,8.092181205749512) (608,7.859372138977051) (1221,7.022727012634277) (908,6.570032596588135)* (1225,6.141039848327637)* (1097,6.065188407897949) (913,5.98687219619751) (1270,5.9813337326049805) (1617,5.9797515869140625)* (969,5.7482476234436035) (2997,5.557920932769775) (34,5.390687942504883) (1961,5.330086708068848) (923,5.323935031890869) (2804,5.322643756866455) (1203,5.3083295822143555) (296,5.134035587310791)*
1073: (916,7.627627372741699) (913,6.380489826202393)* (497,6.329133033752441) (265,6.230216979980469) (1617,6.081479072570801)* (28,5.967495918273926)* (914,5.953697204589844) (2020,5.9413042068481445)* (933,5.84979248046875)* (915,5.809313774108887) (904,5.794900894165039) (1183,5.77454948425293) (1094,5.327971458435059) (969,5.31013298034668) (357,5.053684234619141)* (908,5.022188663482666) (951,4.979121208190918) (2692,4.929778099060059)* (923,4.871149063110352) (919,4.867047309875488)
1074: (260,7.0031938552856445) (1036,6.12095832824707) (1097,5.9089837074279785) (858,5.841407299041748) (3471,5.719429969787598) (1196,5.701262474060059) (377,5.6000566482543945) (318,5.5785369873046875) (1250,5.400503158569336)* (1954,5.3867621421813965) (593,5.314101219177246) (1193,5.2233452796936035) (920,5.198095321655273) (2797,5.086555480957031) (539,5.062137603759766) (1291,5.05472469329834) (1221,5.030313968658447) (11,5.025710582733154) (2396,4.896077632904053) (1240,4.882147789001465)*
1075: (1193,6.911575794219971) (3435,6.883353233337402) (1212,6.707306861877441) (111,6.560548782348633) (1207,6.539079189300537) (1617,6.3658294677734375) (1247,6.308502197265625) (919,6.13108491897583) (913,6.100343704223633) (608,6.004108428955078) (593,5.83816385269165) (3095,5.703986167907715) (1250,5.535763263702393) (1204,5.524589538574219) (924,5.5163397789001465) (260,5.431929588317871) (922,5.353684425354004) (1213,5.315256118774414) (50,5.252854347229004) (1254,5.091671943664551)
1076: (1265,6.357295036315918) (1784,6.069948196411133) (1923,6.06250524520874) (3114,5.8734893798828125) (1580,5.725257396697998) (2321,5.172152519226074) (1641,4.963104724884033) (2706,4.915366172790527) (2396,4.883386611938477) (3255,4.824006080627441) (1485,4.74140739440918) (539,4.699945449829102) (39,4.542816638946533) (440,4.499155521392822) (357,4.261684894561768) (2683,4.245083808898926)* (2858,4.233730792999268) (11,4.2337236404418945) (2997,4.193270206451416) (2671,4.100090980529785)
1077: (1252,9.624256134033203)* (50,8.190818786621094)* (1213,8.11189079284668)* (1214,7.643340110778809)* (750,7.614601135253906)* (1228,7.557391166687012)* (1212,7.4991021156311035) (1953,7.442646503448486) (593,7.365918159484863)* (2186,7.334893703460693)* (3435,7.149938583374023)* (3683,7.066767692565918)* (1952,6.977146148681641) (1263,6.658517837524414)* (3468,6.5644378662109375) (47,6.432486057281494) (1250,6.381855487823486) (1230,6.37387752532959)* (2947,6.288895130157471)* (1260,6.221778869628906)
1078: (265,7.480806350708008) (509,6.20517635345459)* (339,6.136928081512451) (539,6.100948333740234) (1183,6.069611072540283)* (222,5.816910743713379) (1569,5.528656005859375)* (1680,5.3917694091796875) (39,5.3775634765625) (58,5.209455490112305) (1683,5.185327529907227) (342,5.067573070526123) (534,4.989994525909424)* (1271,4.938568115234375) (1721,4.876827716827393) (708,4.858388900756836) (1296,4.784857749938965)* (3260,4.737344741821289) (1094,4.697421073913574) (1188,4.6918134689331055)
1079: (1617,8.810644149780273) (110,7.68314266204834) (318,7.663408279418945)* (296,7.5862836837768555)* (589,6.974555015563965)* (1610,6.046534538269043) (2599,6.042274475097656) (1704,5.973294734954834)* (47,5.888876914978027) (1,5.85906457901001) (356,5.853428840637207) (3176,5.825960636138916) (2692,5.8037872314453125) (3114,5.688703536987305) (34,5.588821887969971) (1089,5.509355545043945) (3481,5.484715461730957) (858,5.2804155349731445) (377,5.080156326293945) (474,5.074591159820557)
1080: (480,7.368580341339111)* (110,6.140360355377197) (2291,4.964964389801025)* (589,4.9270124435424805) (908,4.833124160766602) (3753,4.261902332305908) (1035,4.122623443603516) (1269,3.866250991821289) (1544,3.797391653060913) (3932,3.7707645893096924) (2455,3.6853482723236084) (3930,3.6179893016815186) (3481,3.5955777168273926) (1673,3.5622811317443848) (648,3.501051187515259) (1249,3.4634785652160645)* (3160,3.2913565635681152) (590,3.207624912261963) (3624,3.16805362701416) (524,3.10585355758667)
1081: (2858,7.09317684173584)* (593,5.869040489196777) (318,5.697774887084961) (1617,5.606901168823242) (2028,5.433300018310547) (2762,5.209737777709961)* (110,5.12469482421875) (527,5.065219879150391) (1265,5.021784782409668) (1704,4.83109188079834) (589,4.713695526123047) (1213,4.676074504852295)* (1580,4.221345901489258) (1089,4.08143424987793) (457,4.052384376525879) (2324,3.904641628265381) (47,3.8889319896698) (1,3.8850181102752686) (2959,3.859943151473999) (1784,3.818100929260254)
1082: (110,6.555602073669434)* (1196,6.112397193908691) (2571,5.9282636642456055)* (260,5.822522163391113) (1210,5.6333417892456055) (527,5.186005115509033) (457,5.119597911834717) (1610,4.855764865875244) (590,4.739720344543457) (593,4.462523937225342) (1270,4.319482803344727) (1036,4.24578857421875) (1704,4.174238681793213) (150,4.103544235229492) (356,4.075098514556885) (1200,4.040401935577393) (3418,4.001635551452637)* (1101,3.9392099380493164) (1580,3.9198665618896484) (377,3.8554294109344482)
1083: (110,3.8184924125671387) (260,3.701580047607422) (1210,3.6619904041290283) (969,3.4477083683013916) (1196,3.344010353088379) (908,3.2573390007019043) (356,3.189195156097412) (480,3.1542389392852783) (1035,3.0480103492736816) (1259,3.043379306793213) (1197,2.9051403999328613) (590,2.745779037475586) (1304,2.716709613800049) (912,2.6773681640625) (2080,2.647517681121826) (1580,2.645517110824585) (1,2.644130229949951) (919,2.606358766555786) (1269,2.5493459701538086) (1291,2.5175161361694336)
1084: (110,8.685802459716797)* (318,8.36955451965332) (2858,7.42189359664917) (1089,6.861433029174805) (1704,6.80228328704834) (1610,5.999768257141113) (3753,5.87532377243042)* (6,5.516815185546875) (1265,5.493527412414551) (2268,5.379914283752441) (480,5.282592296600342) (2890,5.232539176940918)* (260,5.213394641876221) (1,5.05907678604126) (1198,5.005486488342285) (150,4.9665961265563965) (733,4.937097549438477) (2959,4.850188255310059) (1784,4.79404354095459) (1222,4.714043140411377)*
1085: (318,5.812312602996826) (50,4.924881935119629) (2028,4.551105976104736) (2762,4.5263800621032715) (296,4.428545951843262) (1213,4.375608444213867) (1704,3.901991128921509) (1090,3.8605525493621826) (1036,3.7792842388153076) (1193,3.7537364959716797) (1674,3.6506409645080566) (1221,3.5695576667785645) (858,3.4784793853759766)* (1961,3.4360194206237793) (457,3.435687780380249) (1196,3.3245859146118164) (1307,3.1899876594543457) (541,3.168250799179077) (3101,3.1235716342926025) (2858,3.112774133682251)
1086: (457,8.262590408325195)* (3793,8.027650833129883) (3114,7.9507341384887695) (356,7.853672981262207)* (223,7.694263458251953) (1210,7.594904899597168)* (733,7.551799774169922)* (260,7.269086837768555)* (608,7.0927958488464355) (2355,6.987342834472656) (3481,6.925365924835205)* (2791,6.615184307098389)* (1784,6.570342063903809)* (1136,6.409908294677734) (1036,6.387151718139648)* (2890,6.104983329772949)* (1060,6.052380561828613) (380,6.03252649307251)* (2395,6.015362739562988) (1682,5.966048240661621)
1087: (919,8.76541519165039)* (3471,7.904359340667725)* (2396,7.876911163330078)* (2858,7.513145446777344)* (2716,7.4459614753723145)* (858,7.421275615692139)* (2762,7.268389701843262)* (2571,7.237901210784912) (2324,7.066129684448242)* (1193,6.985610485076904) (912,6.860646724700928)* (1282,6.667869567871094)* (1220,6.642163276672363) (1247,6.523226737976074) (2078,6.293643951416016) (1035,6.2778825759887695) (904,6.257915496826172) (953,6.126954078674316) (595,6.0884857177734375) (588,6.019266605377197)*
1088: (2396,7.481655120849609)* (1682,7.339808464050293)* (919,6.599501609802246)* (899,6.534731864929199)* (916,6.512116432189941)* (17,6.461423397064209)* (318,6.455166816711426)* (1242,6.056706428527832) (1287,6.0286030769348145)* (3481,5.896193981170654) (110,5.869932651519775)* (497,5.857857704162598)* (11,5.846270561218262)* (915,5.758258819580078)* (3255,5.737349510192871) (908,5.654417991638184)* (1247,5.58843994140625)* (1639,5.4417290687561035) (2890,5.429620742797852)* (1103,5.411203384399414)*
1089: (480,7.840330123901367) (2762,7.67404842376709)* (1214,7.535180568695068)* (3499,6.943948268890381) (1258,6.086031436920166) (1240,5.9556498527526855) (110,5.955613136291504) (1982,5.835033416748047) (1089,5.815452575683594)* (1358,5.813035011291504)* (1407,5.766073226928711) (3476,5.710579872131348) (1200,5.641453266143799) (2455,5.539807319641113) (296,5.415369987487793) (1036,5.374612808227539) (260,5.331806182861328) (1994,5.25032377243042) (1345,5.151016712188721) (32,5.105950832366943)
1090: (593,8.436734199523926) (527,6.973087787628174) (1213,6.382440090179443) (2571,6.371335983276367) (110,6.193037033081055) (858,5.885357856750488) (2858,5.7367377281188965) (1617,5.727869510650635) (457,5.670393466949463) (260,5.280540466308594) (1196,5.267412185668945) (1198,5.24725341796875) (1358,4.927745342254639) (1089,4.883718013763428) (150,4.6732611656188965) (3147,4.590500354766846) (1610,4.238131523132324) (1210,4.0718865394592285) (590,3.9602551460266113) (1240,3.9082694053649902)
1091: (110,3.519773006439209) (1580,2.7438063621520996) (356,2.539851665496826) (1721,2.442823886871338) (589,2.282176971435547) (2628,2.280094623565674) (780,2.248260736465454) (2028,2.1621408462524414) (648,2.1409294605255127) (3753,2.068112373352051) (2858,2.041800022125244) (1210,1.923061490058899) (266,1.8800346851348877) (590,1.8608449697494507) (1408,1.8277990818023682) (2571,1.8218690156936646) (587,1.74998140335083) (1917,1.731704592704773) (733,1.7131035327911377) (2291,1.7050130367279053)
1092: (588,7.414045333862305)* (2081,7.1041412353515625)* (1907,6.598692417144775) (2687,6.125078201293945) (2087,5.824728012084961)* (1282,5.805708885192871) (2080,5.641282081604004)* (1688,5.382641792297363) (3578,5.347426891326904)* (3114,5.336417198181152) (3753,5.320298671722412) (3159,5.235594272613525) (2078,5.231818199157715)* (3751,5.142784118652344) (914,5.044618606567383)* (3510,4.940066337585449) (596,4.934081077575684) (3408,4.911390781402588) (1032,4.856471061706543)* (2355,4.783720016479492)
1093: (1610,7.4889326095581055) (589,7.409463405609131) (2028,7.1121907234191895)* (1036,6.932845592498779) (480,6.8062520027160645) (1198,6.472732067108154) (2944,6.435629844665527) (2947,6.418161392211914) (2571,6.318424224853516)* (1387,6.163744926452637) (1240,6.098044395446777) (1304,6.0950469970703125) (1210,6.037771224975586) (2000,5.980201244354248)* (2948,5.95292854309082) (1196,5.528848648071289) (1233,5.491086483001709) (349,5.434514045715332) (1200,5.383103370666504) (2949,5.379610061645508)
1094: (2028,6.48250675201416) (593,6.171576976776123)* (920,5.81009578704834)* (2858,5.776069164276123) (1393,5.707622528076172) (260,5.634685516357422) (1259,5.631969451904297) (590,5.534998416900635) (1307,5.423247337341309) (1210,5.41948938369751) (1097,5.300127029418945) (1035,5.283210277557373) (3897,5.2730255126953125)* (1198,5.253596305847168) (2571,5.103206634521484) (480,5.080965042114258) (296,5.060196876525879) (3753,5.030220985412598) (1183,5.01003360748291) (912,4.975430011749268)*
1095: (17,5.661135673522949) (1183,4.824582099914551)* (1674,4.7500152587890625) (110,4.620138168334961) (2396,4.579470634460449) (2067,4.239046096801758) (1225,4.23612117767334) (590,4.186973571777344) (1721,4.025665760040283)* (3072,3.95255708694458) (1299,3.865757942199707) (1957,3.856311559677124) (1293,3.8411033153533936) (1296,3.8383402824401855) (1172,3.8238563537597656) (1242,3.7976980209350586) (58,3.792933464050293) (1094,3.7873311042785645) (509,3.7569198608398438) (356,3.753614902496338)
