userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (364,5.637739181518555) (1,5.2986531257629395)* (2081,4.205761909484863) (34,4.190133571624756) (2687,4.018453121185303) (2096,4.000216484069824) (1028,3.881499767303467)* (318,3.7455759048461914) (2087,3.630396842956543) (1097,3.630168914794922)* (2085,3.6042373180389404) (2078,3.4437508583068848) (2761,3.43930983543396) (1688,3.4245643615722656) (2018,3.3780999183654785)* (1029,3.362694501876831)* (3751,3.3592886924743652) (596,3.294987916946411) (1282,3.227409839630127) (1704,3.0956802368164062)
1407: (3160,6.575900077819824) (2599,5.910220623016357) (1704,5.887729644775391) (3751,5.726053237915039)* (17,5.541040420532227) (2291,5.482492446899414)* (2324,5.433651924133301)* (1041,5.10050106048584) (2336,5.023833274841309) (1673,4.995190620422363) (3952,4.946054458618164)* (3176,4.928484916687012) (50,4.759252071380615)* (778,4.4982218742370605) (39,4.367580413818359) (2966,4.213939666748047)* (3948,4.210210800170898) (2762,4.186493396759033)* (1784,4.114742279052734)* (2959,4.033055305480957)
1408: (1573,5.214824199676514)* (1610,4.48349142074585) (474,4.470775127410889) (1370,4.449472427368164) (380,4.2299418449401855)* (6,3.95296049118042) (2028,3.9309301376342773)* (1676,3.766232490539551) (165,3.724400043487549) (3256,3.716338634490967)* (648,3.6912953853607178) (2353,3.654402732849121) (349,3.627805233001709) (780,3.597247362136841) (1912,3.5310616493225098) (2058,3.447575569152832) (353,3.431932210922241) (1552,3.3650622367858887) (1036,3.332977056503296) (1387,3.3048489093780518)
1409: (2858,6.802406311035156)* (2997,6.150359153747559)* (260,5.7309675216674805) (593,4.740086555480957) (2762,4.7368011474609375) (223,4.71579122543335)* (541,4.64721155166626) (2959,4.545195579528809)* (1148,4.146847724914551) (1240,4.057270526885986) (1198,3.9920551776885986) (110,3.9775729179382324) (2396,3.9397084712982178) (1089,3.9320926666259766) (2395,3.8511743545532227) (1213,3.846444606781006)* (527,3.7795324325561523) (1,3.7650339603424072) (1200,3.677215814590454) (1214,3.624995708465576)
1410: (3927,3.5087368488311768)* (2454,3.070491075515747) (3930,3.024216651916504) (1284,2.875300168991089) (2792,2.8292593955993652) (2505,2.7055392265319824) (1301,2.4767932891845703) (1269,2.4260194301605225) (541,2.4037985801696777) (952,2.36944580078125) (908,2.360363245010376) (1253,2.34419584274292) (2948,2.270814895629883) (2455,2.2612662315368652) (1327,2.2417349815368652) (2160,2.135437488555908) (2791,2.094921350479126) (1337,2.0948245525360107) (3190,2.0542893409729004) (674,2.0322799682617188)
1411: (2997,8.346145629882812)* (2706,7.319701194763184) (223,7.2970871925354) (2959,6.422764301300049) (2716,6.401507377624512) (3176,6.101937770843506) (3174,6.0364837646484375) (2712,5.783573150634766)* (2762,5.514655113220215)* (1093,5.415672302246094) (2502,5.414515972137451) (3081,5.351818084716797) (785,5.265639305114746) (913,5.20021390914917)* (3175,5.143489837646484) (2433,4.994480133056641) (3114,4.977750778198242) (3203,4.9562764167785645) (2686,4.879828453063965) (2541,4.760053634643555)
1412: (2571,3.151653289794922) (589,3.0152406692504883) (480,2.7735745906829834) (260,2.6464383602142334) (2858,2.550710916519165) (2628,2.4312875270843506) (1210,2.428814172744751) (1196,2.4075281620025635) (2028,2.3785088062286377) (1580,2.3489246368408203) (1617,2.299729347229004) (593,2.2105236053466797) (3175,2.15468168258667) (1240,2.1487722396850586) (2997,2.077929973602295) (780,2.069140911102295) (1127,2.0621283054351807) (608,2.0444467067718506) (32,2.017408847808838) (1214,2.0145387649536133)
1413: (1252,5.0843963623046875) (3911,4.482418060302734) (908,4.432046890258789) (858,4.418494701385498) (1267,4.311598777770996) (1748,4.288183689117432) (589,4.113650321960449) (541,4.076845169067383) (1221,4.056940078735352) (1912,4.055256366729736)* (3683,3.797964572906494) (3751,3.7819950580596924) (2186,3.7645998001098633)* (912,3.7629170417785645) (3160,3.75346302986145)* (922,3.7194082736968994)* (2997,3.690455436706543) (1214,3.656113624572754) (1089,3.6447653770446777)* (3952,3.564897298812866)
1414: (733,6.427629470825195) (1580,6.414989471435547) (1573,6.13707160949707) (349,5.70376443862915) (377,5.519909858703613) (1610,5.495380401611328) (2353,5.404842376708984) (3256,5.320672988891602) (1917,5.267880439758301) (1608,5.08571720123291)* (474,4.7601728439331055) (1544,4.75364875793457) (2273,4.699605941772461)* (1676,4.603470325469971) (2058,4.588059902191162) (1918,4.523319721221924) (2393,4.432413101196289) (2167,4.158751010894775) (736,4.084183692932129) (2002,4.081562042236328)
1415: (318,4.8151044845581055) (908,4.551578998565674) (2028,4.522613048553467)* (1210,4.34763765335083)* (1,4.291197776794434)* (1225,4.1614580154418945) (1207,4.11941385269165) (110,4.080527305603027) (2396,4.075992107391357)* (1270,3.986386299133301) (1259,3.9826653003692627) (1304,3.940042018890381) (593,3.905766487121582) (1250,3.886183738708496) (2997,3.8030893802642822) (2324,3.794797658920288) (1291,3.731919527053833)* (923,3.72499942779541)* (1204,3.716503381729126) (2804,3.6925525665283203)
1416: (2683,4.097983360290527) (2908,3.885852813720703) (3176,3.7689478397369385) (2762,3.7561604976654053) (2396,3.670736789703369) (2599,3.654768943786621) (2959,3.629988193511963)* (3408,3.5329806804656982) (223,3.452096939086914) (3160,3.230987071990967) (2688,3.2060489654541016) (2355,3.199570417404175) (2707,3.1318230628967285) (3174,3.0716776847839355) (2770,3.056600570678711) (2716,3.006213903427124) (3578,3.0038609504699707) (3543,2.987762928009033) (2694,2.9863507747650146) (3005,2.9659247398376465)
1417: (3753,4.355072975158691)* (3510,4.313816070556641) (3948,3.9084298610687256) (3481,3.8672566413879395) (3555,3.8173651695251465) (3893,3.7504420280456543) (3751,3.4246726036071777) (3512,3.410111427307129) (3160,3.2546579837799072) (3624,3.120594024658203) (3755,2.9411678314208984)* (3317,2.9305224418640137) (3793,2.9191770553588867) (480,2.793694019317627) (3594,2.712371349334717) (3949,2.6756749153137207) (3915,2.6000547409057617) (2858,2.532982587814331) (3513,2.4006950855255127) (1035,2.360139846801758)
1418: (1291,6.076681137084961)* (3578,5.588207244873047) (2028,5.342001914978027)* (1374,5.186578750610352)* (2628,4.9929094314575195) (1200,4.950861930847168) (733,4.94904899597168) (1270,4.927521705627441) (1573,4.916086196899414) (110,4.717256546020508) (3623,4.635781288146973) (2353,4.546318054199219) (3753,4.3080339431762695) (474,4.29816198348999)* (349,4.212932586669922) (3555,4.166168212890625) (1376,4.0762481689453125) (1608,4.032912731170654)* (2115,4.0067338943481445) (2001,3.989262104034424)
1419: (3408,4.26211404800415) (3753,4.078662395477295) (3897,4.033497333526611) (3555,3.6972103118896484) (3578,3.4786465167999268) (1259,3.431201457977295)* (3409,3.1529040336608887) (480,3.139561176300049) (110,3.109971523284912) (2291,2.9866552352905273) (1035,2.9847893714904785) (3594,2.811649799346924) (3893,2.8029370307922363) (3916,2.8027069568634033) (3624,2.768385410308838) (3911,2.721930980682373) (3952,2.68222713470459) (3565,2.6556921005249023) (2160,2.6486217975616455) (1580,2.5827836990356445)
1420: (589,6.158868312835693)* (593,5.589874267578125)* (2028,5.263705253601074) (1617,5.023194313049316)* (296,4.806406021118164) (1266,4.554095268249512)* (47,4.2807536125183105)* (1222,4.257674217224121)* (1201,4.147892475128174) (1258,4.015087127685547)* (1580,3.9095325469970703) (6,3.8597660064697266)* (293,3.805607557296753)* (1358,3.794548988342285)* (2951,3.720008611679077) (3499,3.673750400543213) (858,3.640768051147461)* (1259,3.626591920852661) (356,3.619816780090332) (2194,3.578477382659912)*
1421: (2396,5.408320426940918) (3481,5.315474510192871)* (1288,4.74885368347168) (3911,4.731003761291504)* (745,4.7129316329956055) (1265,4.681846618652344) (3160,4.508213996887207)* (2959,4.317230224609375) (1394,4.229759216308594) (34,4.121308326721191) (2692,4.099914073944092) (1641,3.9876770973205566) (2804,3.896559715270996) (750,3.8931632041931152)* (1197,3.824683427810669) (2289,3.824239730834961) (1079,3.8178787231445312) (1060,3.768890857696533) (318,3.761054515838623) (2908,3.7149658203125)
1422: (750,5.30459451675415) (3421,5.200864315032959)* (1259,4.6794939041137695) (1214,4.529443740844727) (3363,4.511376857757568)* (318,4.496817588806152)* (908,4.482678413391113) (1234,4.435558795928955) (2716,4.306327819824219) (1080,4.270282745361328)* (1250,4.264538288116455) (150,4.226635456085205) (527,4.147893905639648)* (3114,4.098435401916504) (1387,4.087460994720459)* (919,4.0619893074035645) (858,4.056858062744141) (1207,3.97395658493042) (1198,3.9699482917785645)* (608,3.9347469806671143)*
1423: (3911,4.780963897705078) (2395,4.503594398498535) (1136,4.399878025054932)* (2791,4.195984840393066) (3421,4.057999610900879)* (1235,4.00467586517334) (1394,3.916130781173706)* (3317,3.9057374000549316)* (3671,3.886699676513672) (1148,3.821962833404541) (3948,3.7487480640411377) (2300,3.727151393890381) (223,3.5956239700317383) (3543,3.590405225753784) (2908,3.5253758430480957) (1292,3.512275218963623) (1079,3.498760938644409) (3174,3.4839353561401367) (3893,3.3920812606811523)* (2918,3.346837043762207)
1424: (1347,4.864564895629883) (1982,4.844753265380859) (1997,4.569337844848633) (2710,4.429263591766357)* (3081,4.425031661987305)* (1345,4.196717262268066) (1258,4.173981189727783) (1339,4.109327793121338) (1261,4.066214561462402) (3476,4.031420707702637) (2459,3.8865840435028076) (1994,3.870140552520752) (968,3.721327781677246) (2107,3.7019124031066895) (724,3.693873405456543) (2617,3.687776565551758) (3018,3.5505595207214355) (2513,3.5010299682617188) (1350,3.4731688499450684) (2455,3.456747055053711)
1425: (3911,6.761566638946533)* (3160,5.738846778869629)* (1219,5.3876566886901855) (903,5.302499771118164)* (3535,5.097740650177002)* (3317,5.027884483337402)* (3481,4.388753414154053) (922,4.340463638305664)* (1653,4.277442932128906)* (1449,4.241787910461426)* (595,4.172055244445801)* (3398,4.086488723754883)* (3159,4.018463134765625) (3510,3.974595069885254) (661,3.96252179145813) (594,3.9554665088653564)* (2692,3.893306255340576)* (532,3.754565715789795)* (2987,3.738859176635742)* (1391,3.7002358436584473)*
1426: (1196,5.868499279022217) (595,5.4625654220581055)* (593,5.174116134643555)* (588,5.148368835449219)* (1036,5.139568328857422) (858,4.748145580291748) (2571,4.689677715301514) (2080,4.590202331542969) (2762,4.49189567565918) (1968,4.298303604125977)* (1265,4.275719165802002) (608,4.219819068908691)* (2797,4.218363285064697) (2716,4.207455635070801) (1282,4.173763275146484) (2194,4.044480323791504)* (1242,4.022143363952637)* (1704,3.911743402481079)* (1947,3.9075541496276855) (592,3.787330389022827)
1427: (3578,6.532256126403809) (589,6.133237838745117)* (1259,5.3276801109313965)* (3114,4.937753200531006)* (2791,4.686733245849609)* (593,4.495168685913086) (3510,4.459680557250977) (3481,4.415147304534912) (3408,4.118790149688721) (595,3.9853858947753906)* (3897,3.96036696434021) (527,3.8709771633148193)* (588,3.7584660053253174)* (1197,3.7431325912475586) (2959,3.625092029571533) (1240,3.620046854019165) (1200,3.584645986557007) (3948,3.5569076538085938) (356,3.5266289710998535) (2628,3.5094778537750244)
1428: (2160,6.642641544342041)* (110,6.3376383781433105) (908,6.2959794998168945)* (1580,5.938659191131592)* (589,5.708731651306152) (1249,5.490621566772461)* (3753,5.167093753814697) (3160,5.063187599182129) (3481,4.802774429321289) (1269,4.660840034484863) (1284,4.343893051147461) (2657,4.240193843841553) (3450,4.208991050720215) (1965,4.134291648864746) (3555,4.071157455444336) (3897,4.068607330322266) (3409,3.999101161956787) (3928,3.973877429962158) (266,3.7911202907562256) (70,3.6272928714752197)
1429: (3897,3.3927290439605713) (908,2.9116761684417725) (3911,2.8310728073120117) (3753,2.7915594577789307) (480,2.7777066230773926) (3751,2.7516098022460938) (3408,2.7111148834228516) (3481,2.6727781295776367) (3555,2.566718339920044) (3916,2.5426645278930664) (3893,2.3868839740753174) (3160,2.336723804473877) (3624,2.312368154525757) (3578,2.2774672508239746) (3512,2.2619338035583496) (1259,2.20121693611145)* (3948,2.1863551139831543) (3755,2.0952043533325195) (919,2.0312857627868652) (2791,2.011845588684082)
1430: (2858,8.528939247131348)* (50,5.737802028656006)* (1060,4.965428352355957)* (3160,4.889379501342773) (2683,4.7017011642456055) (593,4.673302173614502) (3793,4.5655903816223145) (1136,4.489610195159912)* (2542,4.448032855987549) (3578,4.391753196716309) (1639,4.144786834716797) (785,4.140239238739014) (1265,4.124773979187012)* (260,4.10460901260376) (47,4.093780517578125) (3253,4.074692726135254) (2791,4.061325550079346)* (110,4.045411586761475) (1196,4.008358955383301)* (1148,4.0035858154296875)
1431: (480,3.8284149169921875) (110,3.621164560317993) (260,3.3179421424865723) (1580,3.238675594329834) (1196,3.0610556602478027) (1198,2.6383471488952637) (1214,2.5001842975616455) (2028,2.481419086456299) (1197,2.431631088256836) (1270,2.4270882606506348) (1240,2.4202024936676025) (1269,2.3653855323791504) (1221,2.3593292236328125) (2160,2.2726798057556152) (3753,2.195765495300293) (3481,2.163029670715332) (1035,2.148298740386963) (2571,2.141524314880371) (1304,2.033755302429199) (1193,2.028531074523926)
1432: (3578,3.631385564804077) (2858,3.598763942718506) (2762,3.5414986610412598)* (3793,3.4754433631896973) (2355,3.3212037086486816)* (2396,3.243157148361206)* (2571,3.2046289443969727) (589,3.1949572563171387) (260,3.160926580429077) (1196,3.1591720581054688) (2997,3.157926082611084)* (1210,3.1549758911132812) (3114,2.8541741371154785) (1240,2.8525571823120117) (913,2.709310531616211) (1197,2.676478385925293) (1200,2.609726905822754) (2683,2.5741610527038574) (2706,2.5706379413604736) (480,2.564800977706909)
1433: (780,4.815112113952637) (316,4.325132369995117) (1917,4.0382771492004395)* (733,3.8256025314331055) (1356,3.789548397064209)* (10,3.652902603149414) (3082,3.5774831771850586) (329,3.5631818771362305) (1552,3.5239667892456055) (1370,3.419755458831787)* (1573,3.378074884414673) (2006,3.3727519512176514) (165,3.331509828567505) (1544,3.28378963470459) (1876,3.144197463989258) (736,3.114859104156494) (1918,3.095296859741211) (2353,3.09110689163208) (2571,3.0746331214904785) (2617,3.0677103996276855)
1434: (2694,4.138753890991211) (2279,4.054346084594727) (2107,3.927060604095459) (1917,3.9177236557006836)* (2338,3.7604286670684814) (2719,3.759748697280884) (780,3.7312302589416504) (2315,3.4236960411071777) (2428,3.412898540496826) (2724,3.4055769443511963) (2053,3.397526741027832) (2881,3.3706741333007812)* (1831,3.3215861320495605) (2722,3.319654703140259) (1588,3.3158557415008545) (317,3.2074027061462402) (1993,3.2068374156951904)* (586,3.1168041229248047) (2953,3.0667917728424072) (1367,3.034458637237549)
1435: (3897,6.306291580200195) (3535,5.092617988586426) (3510,4.9621052742004395) (2160,4.519075393676758) (3624,4.433918476104736) (3893,4.267475128173828) (1673,4.099958896636963)* (3952,4.057243347167969)* (3555,4.042953968048096) (3578,3.967275619506836) (3949,3.9634711742401123)* (1259,3.9204163551330566) (2455,3.908569574356079) (3753,3.793222427368164) (908,3.7379584312438965) (3863,3.711667060852051) (2291,3.5641520023345947)* (3793,3.557427406311035) (3910,3.511209726333618) (3751,3.339124917984009)
1436: (2336,6.279809474945068)* (2762,6.243715763092041)* (2355,6.140860557556152) (3578,5.855604648590088) (2683,5.769813537597656) (2706,5.698522567749023) (3005,5.384766578674316)* (2605,5.179252624511719) (2763,5.167819023132324) (3175,5.1063690185546875) (2881,5.06098747253418)* (2333,4.9779744148254395)* (913,4.9432878494262695) (2599,4.890655517578125) (2694,4.756181716918945) (3203,4.712006092071533) (3185,4.572142124176025) (2598,4.5354814529418945)* (2712,4.45102596282959) (2959,4.344388484954834)
1437: (858,5.311151504516602) (593,5.2862443923950195)* (1299,5.166498184204102)* (1208,5.137653350830078)* (318,5.024075508117676) (1953,4.8078460693359375)* (1247,4.802703380584717) (1252,4.798031806945801) (1221,4.7270941734313965) (111,4.62650203704834) (1207,4.6207051277160645) (908,4.603066444396973) (1233,4.529247760772705) (1090,4.501227378845215)* (1231,4.41328239440918) (1957,4.370361328125)* (1272,4.323171615600586) (912,4.312232971191406)* (1213,4.25246000289917) (1219,4.198946952819824)
1438: (2762,5.018916606903076) (2355,4.561093330383301)* (2694,4.399785041809082)* (3578,4.29220724105835) (2716,4.242372035980225) (3174,4.067683219909668) (2599,3.972407817840576) (3081,3.865530014038086) (2770,3.723424196243286) (3005,3.664970636367798) (2700,3.629456043243408) (2712,3.623354434967041) (2908,3.6194019317626953) (2707,3.618368625640869) (3176,3.5893402099609375) (2502,3.544363021850586) (785,3.527247428894043) (2395,3.515974760055542) (3793,3.5125439167022705) (2580,3.4831292629241943)
1439: (1284,5.551517009735107) (1248,4.582554817199707)* (930,4.372494220733643) (1212,3.9976048469543457) (3334,3.889535903930664) (904,3.824233055114746) (903,3.7542777061462402) (2066,3.6578946113586426) (1260,3.2531752586364746) (3683,3.1846940517425537) (912,3.0461268424987793) (1069,3.036531448364258) (608,2.9878406524658203) (928,2.968189239501953) (1344,2.8955955505371094) (2940,2.8246734142303467) (950,2.6755478382110596) (923,2.6385059356689453) (1269,2.564908981323242) (951,2.5601654052734375)
1440: (1208,4.947362422943115)* (1193,4.6228461265563965)* (1213,4.524969100952148)* (858,4.48797607421875)* (2028,4.301301956176758)* (296,4.271821022033691) (608,4.077657699584961)* (111,4.061022758483887)* (1196,3.894249439239502) (2858,3.8672714233398438) (1214,3.837293863296509)* (1090,3.6685643196105957) (1200,3.6546897888183594) (1089,3.636944532394409) (541,3.6213834285736084)* (110,3.5009605884552) (1258,3.3157711029052734) (1198,3.287965774536133) (1288,3.1599316596984863) (50,3.1518352031707764)
1441: (3450,5.257376194000244) (597,5.205970764160156) (1784,5.01981258392334) (2671,4.833449840545654) (2302,4.787928581237793) (2858,4.755859851837158)* (1517,4.728937149047852) (440,4.725266933441162) (3255,4.645684719085693)* (2706,4.554349899291992) (1580,4.50929069519043) (1569,4.442646026611328) (141,4.337132453918457) (1485,4.33506965637207) (1641,4.331671714782715) (357,4.289262771606445) (2321,4.269545078277588) (2424,4.094105243682861) (11,4.068807601928711) (1265,4.007299423217773)
1442: (2858,4.560587406158447) (924,4.469260215759277) (1206,4.311506271362305)* (2959,3.937084674835205)* (32,3.9189343452453613) (1653,3.8942086696624756) (1196,3.7595016956329346)* (1199,3.734391212463379)* (2908,3.578833818435669) (29,3.497093677520752) (2140,3.43500018119812) (1214,3.3901214599609375)* (2692,3.3533225059509277) (2021,3.3462400436401367) (2997,3.3164939880371094) (741,3.2305948734283447) (1584,3.218709707260132) (2762,3.1225171089172363) (3949,3.0670127868652344) (3745,3.040703296661377)
1443: (2858,4.4279937744140625) (1193,4.3032732009887695) (1221,4.105265140533447) (608,3.9826738834381104) (1230,3.5356345176696777) (593,3.4084060192108154) (527,3.39208984375)* (2028,3.3099758625030518) (912,3.2990071773529053) (111,3.191671848297119) (750,3.1721396446228027)* (1198,3.1508679389953613)* (923,3.1335692405700684) (908,3.1067428588867188) (1196,3.1064181327819824) (296,3.101196765899658) (924,3.0513792037963867) (50,3.0010933876037598) (1136,2.9303231239318848) (919,2.8777236938476562)
1444: (3753,6.817718029022217) (3510,6.148680210113525) (3555,5.998753547668457) (3916,5.25919246673584) (3751,5.252542018890381) (3911,5.012436866760254) (3893,4.575447082519531) (2858,4.348396301269531) (3160,4.322140693664551) (3623,4.276487350463867) (3513,3.877727746963501) (3409,3.8340187072753906) (3536,3.813843250274658)* (3534,3.717512845993042) (3785,3.6467747688293457)* (480,3.625675678253174) (3798,3.46795392036438) (3535,3.321737766265869) (3565,3.2823281288146973) (3484,3.2124223709106445)
1445: (260,2.7787625789642334) (1214,2.440321922302246) (1240,2.2482659816741943) (2858,2.2009201049804688) (1196,2.198192834854126) (1206,2.1392788887023926) (3160,2.12127947807312) (2997,2.0927233695983887) (589,2.0857157707214355) (3578,2.049088716506958) (1200,2.0197701454162598) (3793,1.9549458026885986) (111,1.9526232481002808) (2908,1.9486347436904907) (541,1.9344664812088013) (2571,1.9207148551940918) (1193,1.909623146057129) (3897,1.8515043258666992) (1213,1.8281253576278687) (3949,1.8202937841415405)
1446: (908,6.972886085510254)* (858,5.833080768585205)* (913,5.752805709838867)* (1248,5.673776626586914)* (111,5.523044109344482) (2858,5.297820091247559)* (1247,4.818497657775879) (1244,4.729860782623291) (1952,4.639929294586182) (1207,4.5706329345703125) (951,4.555606842041016) (924,4.515536785125732) (1269,4.4256391525268555) (930,4.424586772918701) (1260,4.34615421295166) (3730,4.312835693359375) (969,4.2565598487854) (1304,4.227286338806152) (905,4.205740928649902) (942,4.051300048828125)
1447: (2959,5.642402172088623) (47,5.1497673988342285) (3160,4.944293022155762)* (923,4.8198466300964355)* (2692,4.817100524902344) (2291,4.6375274658203125)* (1407,4.629929542541504) (3578,4.500855922698975) (1921,4.456935882568359) (2329,4.416498184204102)* (1258,4.273437976837158) (2987,4.261847972869873) (3499,4.261577606201172) (1215,4.151589393615723)* (253,4.111712455749512) (1997,4.064755916595459) (1573,3.999147415161133) (474,3.98232364654541) (2580,3.9793057441711426) (903,3.972036838531494)
1448: (2908,6.527786731719971)* (1673,6.520058631896973)* (454,6.090112686157227) (1271,6.0692853927612305)* (1061,5.920046329498291)* (2739,5.752425193786621)* (1093,5.406754493713379) (1620,5.222657203674316) (253,5.2161359786987305)* (25,5.123071670532227)* (1302,5.098784923553467)* (2707,5.088316440582275) (36,5.007699489593506)* (3526,4.985323905944824) (1672,4.979122161865234)* (3686,4.968524932861328)* (22,4.964423656463623) (3499,4.928388595581055)* (805,4.849839687347412) (3107,4.818416118621826)*
1449: (1228,5.975696563720703)* (923,5.446462631225586) (1248,5.347640037536621) (908,4.956308364868164)* (922,4.918286323547363) (1267,4.8540239334106445) (1259,4.827822685241699) (2019,4.827030181884766)* (1219,4.803563594818115)* (1230,4.711903095245361)* (3160,4.6989288330078125)* (1260,4.658041477203369)* (1084,4.59215784072876) (2076,4.583100318908691)* (246,4.471807479858398)* (2804,4.432668209075928)* (2289,4.361560821533203)* (3089,4.327755928039551) (1250,4.315586566925049)* (1201,4.298530578613281)
1450: (3751,4.024970054626465) (3408,3.812440872192383) (1265,3.643559455871582) (2997,3.4945881366729736)* (3948,3.236030340194702) (3897,3.12852144241333) (2762,3.0977296829223633) (1721,3.0856616497039795) (2599,3.0014591217041016) (3175,2.9443962574005127) (1784,2.926335334777832) (588,2.843809127807617) (2683,2.826660394668579) (3481,2.824439525604248) (3555,2.8109636306762695) (110,2.809242010116577)* (3624,2.798892021179199) (589,2.7701005935668945) (1923,2.7484850883483887) (2028,2.734273910522461)
1451: (2455,4.573256492614746)* (3578,4.342681884765625) (2872,4.341718673706055) (590,4.222355365753174) (2968,4.21574068069458) (1299,4.183676719665527)* (1584,4.168618679046631) (3699,4.154178619384766) (1957,4.106870651245117)* (2716,4.0711669921875) (1242,4.049890518188477)* (1374,3.9876420497894287)* (920,3.933846950531006) (2333,3.85977840423584) (2020,3.8481500148773193) (1393,3.8354110717773438) (2355,3.7550041675567627) (2686,3.7449746131896973) (150,3.682204246520996)* (2662,3.677847385406494)*
1452: (3952,3.3209543228149414) (3481,3.1584863662719727) (3317,2.9257681369781494) (3948,2.8529505729675293) (3510,2.724527359008789) (3160,2.673579216003418) (3916,2.5957460403442383) (3535,2.479008674621582) (1259,2.426919460296631) (3910,2.266097068786621) (3863,2.1662209033966064) (3915,2.127157688140869) (3566,2.0898070335388184) (1673,2.07832670211792) (1748,2.034316062927246) (2791,1.977555513381958) (2966,1.8549623489379883) (3624,1.8238798379898071) (3515,1.8007984161376953) (2160,1.7902662754058838)
1453: (223,3.471609592437744)* (2770,3.2960410118103027) (2688,3.1961729526519775) (2762,3.1394095420837402) (2716,3.1132588386535645) (3114,3.1030428409576416) (2997,3.070371627807617) (3005,3.0227997303009033) (2707,2.969586133956909) (785,2.9328665733337402) (2541,2.9238295555114746) (2396,2.8799777030944824) (3408,2.8451969623565674) (2881,2.7654240131378174) (2605,2.722696304321289) (2599,2.704862594604492) (1093,2.6664388179779053) (2502,2.5994505882263184) (2724,2.5929503440856934) (2572,2.5398807525634766)
1454: (318,2.906829595565796) (356,2.854490041732788)* (3753,2.819767475128174) (2858,2.7895474433898926) (3578,2.7745752334594727) (590,2.698793888092041) (480,2.5074737071990967) (593,2.4772729873657227) (2571,2.391064405441284) (1704,2.386392116546631) (1213,2.3451039791107178) (1090,2.3293769359588623) (1242,2.3064794540405273) (589,2.296359062194824) (296,2.231178045272827) (1721,2.132094144821167) (608,2.122990846633911) (1233,2.110621929168701) (1610,2.0283539295196533) (3147,2.010164737701416)
1455: (2396,4.570889949798584)* (58,3.6953821182250977) (2028,3.5811450481414795) (920,3.548856019973755) (1197,3.5235652923583984) (357,3.4555256366729736) (912,3.4259228706359863) (1296,3.3402342796325684) (527,3.312657117843628)* (2858,3.2977752685546875)* (1210,3.277514934539795) (1393,3.206324577331543) (2571,3.196415901184082) (1680,3.183871030807495) (1188,3.1607611179351807) (2020,3.1388630867004395) (39,3.0928707122802734) (589,3.0399837493896484)* (377,3.0226082801818848) (3418,3.019646644592285)
1456: (3578,2.5996100902557373) (2028,2.5007431507110596) (3753,2.3637218475341797)* (3623,2.2301833629608154) (1213,2.140479564666748) (457,2.0187580585479736) (6,1.994531273841858) (3510,1.9913440942764282) (3755,1.980467677116394) (2858,1.9674053192138672) (3408,1.9537336826324463) (593,1.8919436931610107) (608,1.847095251083374) (296,1.830571174621582) (110,1.817984700202942) (474,1.7827636003494263) (3624,1.765526533126831) (3897,1.7524476051330566) (3785,1.733506441116333) (1089,1.7331030368804932)
1457: (1213,5.843051910400391) (2858,5.531376838684082)* (2918,5.291791915893555) (1961,5.21531867980957) (296,5.183907508850098)* (1090,4.766345024108887) (1079,4.745975017547607) (3421,4.72991418838501)* (36,4.716612815856934) (2324,4.639928817749023) (1198,4.612609386444092) (1302,4.549349784851074)* (2791,4.543347358703613) (1617,4.530012130737305)* (529,4.506784439086914) (34,4.504452705383301) (1270,4.4576735496521) (2248,4.396892547607422) (246,4.368197441101074) (1674,4.351604461669922)
1458: (593,4.786714553833008)* (608,4.660708427429199) (296,4.5555315017700195)* (3751,4.478360176086426)* (50,4.38023567199707) (2599,4.379010200500488) (2700,4.339790344238281)* (3160,4.279151916503906) (527,4.224216461181641) (2762,4.150289535522461) (3481,4.098769187927246) (1270,3.9692349433898926) (1193,3.895763397216797) (1206,3.881467342376709) (1213,3.8434629440307617) (3793,3.730128049850464) (1089,3.7173118591308594) (2571,3.6677908897399902) (3578,3.6149463653564453) (745,3.603327989578247)*
1459: (3114,3.8588030338287354) (223,3.838042736053467) (1,3.835191249847412) (2355,3.534982204437256) (1923,3.220092296600342) (39,3.140030860900879) (2321,3.01176118850708) (1148,2.979027271270752) (1784,2.97166109085083) (2706,2.906651020050049) (2324,2.870637893676758) (1500,2.8575522899627686) (608,2.8258934020996094) (2908,2.8224315643310547) (2700,2.769946336746216) (357,2.7247190475463867) (3175,2.7097506523132324) (3543,2.6987533569335938) (2762,2.6766791343688965) (1060,2.638181209564209)
1460: (3555,4.161651611328125) (589,4.05267333984375) (3578,3.9974350929260254) (110,3.928654909133911) (3510,3.675663709640503) (2858,3.5643343925476074) (3793,3.4626517295837402) (3481,3.0334441661834717) (3408,3.028343677520752) (3409,2.856074094772339) (3916,2.7234339714050293) (3897,2.6950907707214355) (2628,2.6946446895599365) (1259,2.6861648559570312) (3755,2.6827340126037598) (3751,2.6214513778686523) (3623,2.6034440994262695) (3948,2.5987212657928467) (260,2.442141056060791) (1196,2.4389734268188477)
