userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (167,9.609149932861328) (324,9.25804615020752) (674,8.09712028503418) (173,8.095165252685547) (211,8.042245864868164)* (131,7.729236602783203) (18,7.539275169372559) (17,7.483797073364258) (48,7.336407661437988) (440,7.318953514099121) (1202,7.304997444152832) (632,7.257976055145264) (67,7.225257873535156) (162,7.220296859741211) (371,7.121462821960449) (363,7.053854942321777) (169,6.948398590087891) (107,6.721583366394043) (665,6.695441246032715) (170,6.693068504333496)
497: (419,10.084136962890625)* (440,8.74880599975586)* (87,8.61085319519043) (363,8.573702812194824)* (632,8.47132682800293)* (162,8.185490608215332)* (764,7.788511276245117)* (686,7.643852710723877)* (2119,7.541736602783203) (692,7.515643119812012)* (173,7.3230133056640625)* (673,6.887996196746826) (823,6.878825664520264) (8,6.850458145141602) (385,6.802762985229492) (48,6.696444034576416) (1360,6.571179389953613)* (84,6.5376787185668945) (5,6.5283098220825195) (130,6.463066577911377)
499: (136,9.116527557373047)* (844,8.437065124511719) (941,8.164176940917969) (2779,8.085890769958496)* (419,7.880344390869141) (560,7.819105625152588)* (3266,7.6178178787231445) (20672,7.5103440284729) (67,7.487789154052734) (215,7.430605888366699) (107,7.358989238739014) (72,7.350161552429199) (3280,7.306279182434082) (167,7.282427787780762) (11,7.2135748863220215) (134,7.173571586608887) (2609,7.131146430969238) (3346,7.124087333679199) (572,7.1074538230896)* (697,7.042339324951172)
504: (1187,8.417587280273438)* (5,8.220488548278809) (129,8.11288833618164) (716,8.10273551940918)* (6,8.08995246887207) (134,8.062726974487305) (71,8.053516387939453) (136,7.986632347106934) (51,7.937065601348877) (385,7.929223537445068)* (131,7.869438648223877) (203,7.709921836853027)* (135,7.652080059051514) (388,7.620123386383057) (34,7.605568885803223)* (162,7.562368869781494) (185,7.463155746459961) (298,7.435478210449219)* (560,7.417445182800293) (94,7.407179355621338)
506: (913,8.368130683898926) (143,7.793923377990723) (1232,7.528048515319824) (865,7.390309810638428) (990,7.362895965576172)* (489,7.260072708129883) (1958,7.1366424560546875) (124,7.073382377624512) (108,7.036427021026611) (758,7.013075828552246)* (864,6.980199813842773) (70,6.919878005981445) (2044,6.919672966003418) (849,6.918575286865234) (122,6.9172868728637695) (872,6.909256458282471) (498,6.901124000549316) (779,6.844890594482422) (1172,6.8061299324035645) (164,6.771531581878662)*
508: (3709,9.83193302154541) (5823,9.558103561401367) (215,9.343402862548828) (964,9.278076171875)* (359,9.030303001403809) (123,8.515081405639648)* (3865,8.50638198852539) (2150,8.243131637573242) (266,8.148574829101562)* (17,8.010672569274902)* (247,7.631008625030518)* (6499,7.583060264587402) (334,7.523669242858887)* (4471,7.515002727508545) (2266,7.498852252960205)* (2423,7.433930397033691)* (364,7.383824348449707) (439,7.354645729064941)* (204,7.2956156730651855) (3747,7.164557456970215)
510: (721,8.665143966674805) (559,8.087056159973145) (139,7.958538055419922) (5139,7.913374423980713) (986,7.557392597198486) (35,7.2930707931518555)* (2821,7.280251502990723) (1187,7.1438374519348145) (1242,7.100322723388672)* (4744,7.034056186676025) (48,7.0335822105407715) (663,6.933777332305908) (147,6.916250228881836) (2114,6.8936309814453125) (164,6.822944164276123) (185,6.724200248718262)* (415,6.707344055175781) (560,6.6476030349731445) (67,6.504430770874023) (1063,6.341914176940918)
513: (167,9.19206428527832) (15,8.972152709960938)* (131,8.74930477142334) (48,8.73326301574707) (367,8.659782409667969) (162,8.155601501464844) (136,7.592407703399658) (2119,7.478218078613281)* (161,7.249042987823486) (1374,7.152257919311523) (717,7.122143745422363) (715,7.03602409362793) (371,7.012414455413818) (259,6.85026741027832) (211,6.8138508796691895) (374,6.769166946411133) (673,6.768545150756836)* (5,6.761844635009766) (6,6.684174537658691) (1813,6.595139503479004)
516: (2138,12.603153228759766)* (974,11.815579414367676)* (6846,11.339431762695312)* (4738,10.857867240905762)* (1072,10.37805461883545)* (205,10.143383026123047)* (20678,9.894157409667969) (675,9.739860534667969) (2814,9.733675003051758)* (1344,9.712491989135742) (110,9.69580364227295)* (4127,9.659309387207031)* (2134,9.572061538696289)* (617,9.55901050567627) (155,9.541842460632324)* (13921,9.289706230163574)* (4729,9.172518730163574)* (1182,9.125556945800781) (1158,9.110735893249512)* (20791,9.107450485229492)
520: (3865,9.826669692993164) (2207,9.66154956817627) (11,9.556300163269043)* (14,9.37353229522705) (3708,9.325279235839844)* (274,8.864564895629883)* (20678,8.65230941772461) (3555,8.401586532592773) (354,8.36275577545166)* (224,8.193161010742188) (1281,8.089395523071289) (254,8.031091690063477)* (439,8.006331443786621) (875,7.520541191101074)* (2287,7.5191802978515625) (3862,7.466957092285156)* (1273,7.443784713745117) (5071,7.43534517288208) (48,7.4033002853393555)* (791,7.383730888366699)
522: (265,11.488763809204102)* (1689,10.73720645904541) (189,10.230256080627441) (287,10.15683364868164)* (3708,9.609699249267578) (2790,9.445682525634766)* (298,9.29865550994873)* (188,9.139184951782227)* (100,9.105022430419922)* (90,9.037429809570312)* (276,8.985698699951172)* (1626,8.84964370727539) (628,8.555046081542969)* (282,8.448162078857422)* (73,8.41435432434082)* (35,8.22314453125) (2803,8.216257095336914) (640,8.159875869750977)* (670,8.152520179748535)* (2150,8.123855590820312)*
524: (312,9.266701698303223)* (274,8.791141510009766) (215,8.360888481140137)* (189,8.193622589111328) (368,8.010879516601562)* (764,7.881124019622803) (67,7.674493312835693)* (237,7.63075065612793)* (3347,7.582976341247559) (709,7.429162979125977) (1321,7.419045448303223)* (3346,7.4089202880859375) (107,7.402963638305664)* (240,7.248593807220459)* (692,7.238837718963623) (2147,7.2123188972473145) (3399,7.171504020690918) (210,7.092202186584473) (224,7.029194355010986)* (2956,7.0058674812316895)
528: (167,6.437136173248291) (15,6.104500770568848) (388,6.026198387145996) (421,5.988186836242676)* (215,5.563015937805176) (669,5.424535751342773) (199,5.199487209320068) (9,5.023365020751953) (1202,5.000075340270996) (17,4.994658470153809) (48,4.937497138977051) (2932,4.886857032775879)* (704,4.851363182067871) (420,4.742406845092773) (94,4.696977615356445) (301,4.679187774658203) (986,4.660802841186523) (4,4.658910751342773) (382,4.531077861785889) (139,4.511448860168457)
530: (500,9.135051727294922)* (913,9.131857872009277) (528,8.61154556274414)* (1014,8.535784721374512) (529,8.442398071289062)* (494,8.377457618713379) (557,8.078603744506836)* (1042,7.736336708068848) (502,7.657346725463867) (1101,7.635795593261719) (1619,7.616426467895508)* (1043,7.565054893493652) (505,7.402292251586914) (6081,7.3362274169921875) (620,7.298199653625488) (564,7.257361888885498) (1010,7.233109474182129) (17703,7.215185642242432)* (4051,7.1359734535217285) (2945,7.1264472007751465)
541: (440,9.652462005615234)* (173,9.247941017150879)* (481,8.996456146240234)* (9221,8.885978698730469) (130,8.684839248657227) (1027,8.635234832763672) (147,8.455631256103516)* (1390,8.159132957458496) (347,8.11982250213623) (15,8.06563663482666)* (456,8.059075355529785)* (632,7.958026885986328)* (369,7.733562469482422)* (560,7.728786468505859)* (3108,7.661552429199219) (6653,7.653144836425781) (181,7.651982307434082)* (164,7.60915470123291)* (26,7.542197227478027)* (161,7.520578861236572)*
542: (875,7.24628210067749)* (265,7.14444637298584)* (670,7.03725004196167) (1273,6.604348182678223)* (364,6.533785820007324) (1255,6.408477306365967) (94,6.06722354888916) (360,6.031521320343018)* (3280,6.013394832611084)* (802,6.011127948760986) (952,5.953920841217041) (821,5.937375068664551)* (240,5.8910231590271) (1207,5.880604267120361) (661,5.858920097351074)* (15,5.741725921630859)* (276,5.724621772766113)* (2150,5.705151557922363) (4096,5.672477722167969) (1197,5.64511251449585)
545: (210,8.930594444274902) (11,8.830436706542969) (4,8.164843559265137) (722,7.900840759277344)* (553,7.796957492828369) (382,7.764505386352539) (692,7.708309173583984)* (3862,7.621528625488281) (1180,7.585428237915039) (1374,7.561611652374268) (674,7.476548194885254) (2287,7.442807674407959)* (222,7.362940788269043) (14,7.347228527069092) (670,7.3244853019714355) (680,7.200601577758789) (169,7.11395263671875) (84,7.1090216636657715) (170,7.090090751647949) (764,7.029399871826172)
546: (15,5.877459526062012) (215,4.447663307189941) (324,4.304110527038574) (4,4.246107578277588) (162,4.037204265594482) (674,3.99666690826416) (312,3.9870753288269043) (35,3.794233798980713) (107,3.785548448562622) (210,3.7312729358673096) (367,3.684586763381958) (721,3.6259958744049072) (170,3.612586259841919) (173,3.567668914794922) (211,3.5228826999664307) (17,3.5081961154937744)* (434,3.4721992015838623) (18,3.4392855167388916) (922,3.4114174842834473) (276,3.3861536979675293)
548: (12365,9.061266899108887)* (3622,9.002289772033691)* (3228,8.708972930908203)* (1626,8.524005889892578)* (810,8.509909629821777) (9429,8.335588455200195)* (2105,8.229921340942383)* (2932,8.174317359924316) (2181,8.034198760986328) (719,8.028229713439941) (11563,7.993575096130371) (1288,7.954524993896484)* (3138,7.9251790046691895) (1008,7.922019004821777) (1816,7.870575904846191) (2119,7.803864479064941)* (507,7.793431758880615)* (1826,7.749367713928223)* (5207,7.716399192810059)* (9734,7.705605983734131)*
556: (404,9.348312377929688)* (324,9.091435432434082) (8,8.673233032226562) (143,8.401008605957031)* (87,8.283391952514648) (385,8.240303993225098) (167,8.19301986694336)* (818,8.09103775024414) (371,8.034612655639648) (560,8.033449172973633) (394,8.027955055236816) (73,7.955471992492676)* (95,7.898691177368164) (147,7.783102035522461)* (298,7.774888038635254)* (922,7.572166919708252)* (632,7.534904956817627) (1717,7.500751495361328) (442,7.494130611419678) (849,7.474518775939941)*
558: (15,11.737435340881348)* (559,9.202400207519531)* (674,8.685394287109375)* (169,8.606700897216797)* (215,8.47445297241211) (539,8.406776428222656)* (84,8.032806396484375) (129,7.664179801940918) (20672,7.5790252685546875) (4,7.27308464050293) (2149,7.255650043487549) (174,7.222143173217773) (385,7.217559814453125) (137,7.155206203460693) (79,7.116527557373047) (486,6.843601226806641)* (922,6.823465824127197)* (90,6.807612419128418) (632,6.80476713180542) (11,6.78558874130249)
565: (4540,12.709859848022461)* (3548,11.981552124023438) (3280,11.77008056640625)* (2677,10.983062744140625)* (2653,10.942341804504395) (3139,10.756231307983398)* (12070,10.660834312438965)* (752,10.588239669799805)* (4678,10.559303283691406)* (3522,10.462225914001465)* (2056,10.447420120239258)* (4415,10.440107345581055)* (4676,10.383495330810547)* (5217,10.063031196594238) (664,9.957073211669922) (3204,9.806805610656738) (3138,9.701549530029297)* (4895,9.677013397216797)* (12244,9.44920539855957)* (5310,9.411274909973145)*
573: (3228,10.07325553894043)* (5347,10.038442611694336) (8853,9.719926834106445)* (5229,9.496601104736328) (4540,9.233037948608398) (7548,9.228707313537598) (2667,8.958822250366211) (5350,8.92657470703125) (5288,8.887825965881348) (3527,8.855365753173828) (5254,8.695549011230469) (5362,8.637147903442383) (3078,8.62347412109375)* (20816,8.585533142089844) (11600,8.58513069152832) (3294,8.559389114379883) (12583,8.52151107788086) (5349,8.495142936706543) (3140,8.441322326660156)* (1863,8.421632766723633)*
574: (147,8.435525894165039)* (1144,8.420979499816895)* (72,8.103443145751953) (211,7.366300106048584)* (2220,7.347500324249268)* (48,7.335736274719238) (11,7.250214576721191) (3862,7.179126262664795) (3344,7.111066818237305)* (172,7.003811836242676) (2096,6.921173095703125)* (575,6.855907917022705)* (162,6.805342674255371) (312,6.803288459777832) (190,6.7528181076049805)* (131,6.561612129211426) (135,6.5517578125) (686,6.546082496643066) (520,6.505398750305176) (2899,6.499393463134766)
579: (823,7.431746006011963)* (670,7.3907904624938965) (15098,7.0060272216796875) (224,7.001899719238281) (157,6.973085403442383) (371,6.915332317352295) (764,6.7928595542907715) (158,6.731785297393799)* (367,6.714656829833984) (2220,6.5994062423706055)* (67,6.492884159088135)* (263,6.461150169372559) (129,6.448159217834473) (2266,6.4475860595703125) (1357,6.42645263671875) (10,6.420090675354004)* (686,6.364411354064941) (674,6.222411155700684) (321,6.083898544311523) (276,6.056824684143066)
582: (240,8.649798393249512)* (14,6.974234580993652)* (115,6.656737804412842) (717,6.6465911865234375)* (2101,6.546307563781738) (279,6.54610013961792) (354,6.539496898651123) (18,6.3753581047058105) (439,6.372127056121826) (3862,6.359768867492676)* (2220,6.140866279602051) (369,6.134893417358398)* (364,6.093218803405762) (269,6.086061954498291) (265,6.083532810211182) (669,6.036656856536865)* (1180,5.941667556762695) (156,5.841391563415527) (987,5.832033157348633)* (946,5.813525199890137)*
584: (15,10.30299186706543)* (4,8.131000518798828)* (170,8.102032661437988) (173,7.763279914855957) (312,7.5627055168151855) (669,7.450771331787109) (67,7.444204807281494) (211,7.395107269287109) (9,7.011199474334717)* (17,6.9985880851745605)* (364,6.936589241027832) (137,6.743636131286621)* (237,6.7213029861450195) (810,6.710934162139893) (72,6.642014026641846) (84,6.6381072998046875) (6,6.61723518371582)* (5,6.5399627685546875)* (360,6.423995494842529) (922,6.405071258544922)
599: (952,2.98722505569458) (312,2.769136905670166) (1180,2.7540688514709473) (2328,2.7053468227386475) (269,2.5009214878082275) (67,2.4823060035705566) (72,2.455174207687378) (360,2.440683364868164) (167,2.414189100265503) (3499,2.406820058822632) (4,2.379856586456299)* (87,2.3341896533966064) (553,2.3157758712768555) (237,2.3155651092529297) (670,2.3112025260925293) (298,2.307805061340332) (875,2.277890682220459) (18,2.2651515007019043) (1196,2.2581748962402344) (11,2.252558708190918)
602: (560,8.310483932495117)* (147,8.277732849121094) (136,7.989022731781006) (298,6.919840335845947) (1144,6.910706520080566) (51,6.881801128387451) (818,6.805070877075195) (1278,6.62799072265625) (67,6.507892608642578) (419,6.464397430419922) (1027,6.364689826965332) (162,6.315301895141602) (1100,6.292828559875488) (116,6.277009010314941)* (35,6.246858596801758) (539,6.2273850440979) (371,6.204897880554199) (129,6.201595783233643) (541,6.131072998046875)* (1187,6.091647148132324)
605: (11,9.475618362426758)* (167,8.62722396850586)* (14,8.317989349365234)* (276,7.904866695404053) (131,7.635949611663818)* (279,7.469225883483887) (1180,7.296994209289551) (107,7.240331649780273) (674,7.156410217285156) (219,6.991676330566406)* (1281,6.849810600280762)* (340,6.820363521575928)* (4,6.796401500701904)* (355,6.731779098510742)* (63,6.690090179443359)* (553,6.671051979064941) (964,6.655159950256348)* (238,6.515280723571777)* (50,6.497939586639404)* (823,6.485940933227539)
607: (964,12.296269416809082) (9,11.412253379821777) (4494,10.895605087280273)* (18,10.832914352416992) (72,10.73038387298584) (266,10.457572937011719)* (5313,9.866823196411133)* (1362,9.747434616088867) (254,9.308292388916016)* (341,9.27125072479248) (921,9.2457857131958)* (3234,8.814854621887207) (3770,8.68366813659668)* (351,8.558842658996582) (3445,8.497152328491211)* (1323,8.48067569732666) (1221,8.375354766845703)* (269,8.358793258666992) (372,8.200472831726074)* (306,8.12431526184082)
614: (276,8.09071159362793)* (2069,7.872917652130127)* (539,7.456059455871582)* (20672,7.405397891998291) (279,7.37149715423584)* (1187,7.1205854415893555) (10,7.079744338989258) (15,7.01654052734375)* (35,6.963109016418457)* (139,6.961771011352539)* (560,6.959008693695068)* (167,6.945559024810791)* (6,6.923460960388184)* (86,6.851831436157227)* (16,6.836481094360352)* (47,6.820004463195801)* (1062,6.763829231262207)* (559,6.732352256774902)* (670,6.702455520629883)* (415,6.679450988769531)*
618: (15,8.518573760986328)* (131,6.8342790603637695) (8,6.794267177581787)* (17,6.787135601043701) (215,6.650506973266602) (440,6.628668785095215) (67,6.419492721557617) (986,6.409485816955566) (364,6.38130521774292) (674,6.375018119812012) (716,6.240372657775879) (35,6.083111763000488) (388,6.028385162353516)* (173,5.982973098754883) (1243,5.948494911193848)* (130,5.920559883117676) (704,5.780542373657227) (139,5.753774642944336) (717,5.745906352996826) (161,5.733198165893555)*
619: (553,11.304441452026367) (6254,10.6201753616333) (35,9.408370018005371)* (282,9.32753849029541)* (121,9.223281860351562) (277,9.00058364868164)* (454,8.841662406921387) (7,8.735859870910645)* (2898,8.316680908203125)* (969,8.314202308654785)* (3736,8.20633316040039) (4318,8.18741226196289) (1225,8.160836219787598) (21126,8.154974937438965) (670,8.139323234558105)* (451,8.078713417053223) (3402,8.057659149169922)* (1385,8.040911674499512)* (298,8.02651596069336)* (331,7.978376388549805)
621: (4144,11.316235542297363) (4744,11.167572021484375)* (5139,10.530773162841797) (1940,9.601690292358398) (279,9.478012084960938) (170,9.433517456054688)* (6740,9.115983963012695) (1002,8.917499542236328)* (2846,8.803641319274902) (323,8.574541091918945)* (1001,8.535355567932129)* (4802,8.368067741394043) (15,8.336944580078125)* (451,8.302999496459961) (287,8.272246360778809)* (9755,8.124857902526855) (337,8.100139617919922)* (70,7.996860027313232) (2349,7.90202522277832) (9711,7.741034507751465)
625: (1790,9.227323532104492)* (2609,9.064988136291504) (721,8.852180480957031)* (419,8.527527809143066) (896,8.444494247436523) (1081,8.052221298217773)* (2137,7.839537620544434)* (130,7.8244171142578125)* (3892,7.768344402313232)* (910,7.637321472167969) (2956,7.53953218460083)* (364,7.367152214050293) (575,7.341238975524902)* (1260,7.319867134094238)* (1063,7.2005791664123535)* (240,7.155037879943848)* (95,7.140334129333496)* (2116,7.0459065437316895) (4181,6.913599967956543)* (642,6.908113479614258)
628: (1144,9.189233779907227)* (932,8.826678276062012)* (1063,8.719614028930664) (1224,8.296836853027344)* (1062,8.08327865600586)* (626,7.751055717468262) (1072,7.719169616699219)* (265,7.644172191619873)* (649,7.643362045288086)* (512,7.640672206878662)* (896,7.636656284332275) (628,7.46217679977417) (169,7.368890762329102) (172,7.358677387237549)* (941,7.186939239501953) (1294,7.134417533874512) (528,7.0379743576049805) (1297,6.937027931213379) (1103,6.925189971923828) (1242,6.903164863586426)
629: (3204,9.095281600952148)* (4074,8.423802375793457) (667,8.056601524353027) (2137,7.78061580657959)* (5071,7.664252758026123) (3437,7.623636245727539) (752,7.6149444580078125)* (541,7.545670986175537) (889,7.506999969482422) (115,7.490177154541016) (2484,7.426363945007324) (2718,7.2964959144592285)* (1988,7.284749984741211) (9,7.1941609382629395) (721,7.174513816833496)* (1288,7.118173599243164) (4092,7.118096828460693)* (177,7.113067626953125) (1196,7.107537269592285) (1202,7.064576148986816)
631: (136,9.682853698730469)* (941,8.347795486450195) (1100,8.256268501281738) (810,7.793408393859863) (434,7.6911091804504395)* (1072,7.484991550445557) (1297,7.333285331726074) (329,7.2421698570251465) (185,7.064874172210693)* (625,7.060815334320068) (4850,7.032107830047607)* (1095,6.990571975708008) (200,6.945905685424805) (210,6.890301704406738) (1027,6.872971534729004)* (1048,6.832120418548584)* (2138,6.780337333679199)* (2072,6.746872425079346)* (1063,6.700394153594971) (162,6.647911548614502)
633: (324,7.103399753570557) (173,6.089465141296387) (215,5.830353736877441) (440,5.802835464477539) (17,5.651925086975098) (123,5.643298149108887) (139,5.567577362060547) (48,5.536957740783691) (67,5.45380973815918) (722,5.3057708740234375) (632,5.243234157562256)* (1202,5.1414384841918945) (131,5.099011421203613) (1187,5.034590721130371) (371,5.013820648193359) (363,5.011251449584961) (18,4.9573845863342285) (419,4.9429121017456055) (135,4.915018558502197) (130,4.910168170928955)
641: (3499,8.549227714538574) (3437,8.293224334716797) (2147,8.26831340789795)* (2653,8.19445514678955) (4345,7.81179141998291) (415,7.743882656097412)* (6906,7.4991350173950195)* (2077,7.232423782348633)* (3741,7.207022666931152) (3865,7.194890975952148)* (1021,7.112051010131836) (259,7.108892917633057) (94,7.091520309448242) (3955,7.032529354095459) (5071,6.940854072570801)* (4721,6.937196731567383)* (201,6.9196882247924805)* (667,6.917123794555664) (2156,6.893756866455078) (115,6.882391452789307)*
642: (722,9.161174774169922)* (167,8.023482322692871) (1826,7.659486770629883)* (15,7.6341962814331055)* (1322,7.628650665283203) (388,7.599573612213135) (211,7.5684003829956055)* (11,7.545258045196533)* (632,7.353808879852295) (810,7.312375545501709) (2152,7.266177177429199) (359,7.165393352508545) (301,7.140453338623047) (94,6.777824401855469) (717,6.7509870529174805) (35,6.73076057434082) (420,6.605038642883301) (665,6.555447101593018) (137,6.544155120849609)* (1949,6.508459091186523)
651: (360,7.027987480163574) (670,6.691214561462402)* (276,6.5312275886535645) (167,6.373323440551758) (215,6.00385046005249) (219,5.941005706787109) (115,5.905636310577393) (364,5.898375511169434) (189,5.832029342651367) (3862,5.778041839599609) (35,5.755122661590576)* (665,5.739020347595215) (11,5.639841079711914) (952,5.512747764587402) (1281,5.491580486297607) (553,5.484521865844727)* (174,5.429604530334473) (15,5.3925018310546875) (922,5.280111789703369) (269,5.256211280822754)
652: (1144,10.44141960144043) (575,9.867097854614258) (539,9.635472297668457)* (1062,9.364765167236328) (618,9.170112609863281)* (35,8.804722785949707) (139,8.54605484008789) (486,8.533899307250977) (2114,8.379220962524414) (298,8.362202644348145)* (528,8.354509353637695)* (913,8.335535049438477) (5,8.20075511932373)* (512,8.154951095581055) (1072,8.143564224243164)* (520,8.140958786010742) (6,8.112123489379883) (3266,8.065935134887695) (576,8.00438404083252)* (1100,7.8540449142456055)
654: (130,7.883573532104492)* (153,7.381162643432617)* (520,7.353479385375977) (1063,7.2851128578186035) (618,7.264291763305664)* (628,7.171754837036133) (539,7.14138650894165)* (136,6.884657859802246) (1553,6.880763530731201)* (147,6.82503604888916)* (166,6.61862325668335) (512,6.5974836349487305)* (1087,6.573760986328125)* (486,6.570949554443359)* (200,6.495485782623291) (889,6.4027419090271) (1315,6.275445938110352) (642,6.08365535736084) (1276,5.98599910736084) (3346,5.979537010192871)
656: (1323,12.914022445678711) (12027,10.533466339111328) (247,10.407325744628906) (4311,9.995136260986328) (6067,9.943058013916016) (33071,9.836700439453125) (33069,9.836700439453125) (33070,9.836700439453125) (1750,9.750435829162598) (4521,9.748540878295898) (2483,9.605918884277344) (6090,9.55216121673584) (89,9.455689430236816)* (4507,9.435395240783691) (2322,9.411728858947754) (6996,9.298103332519531)* (1739,9.199244499206543) (6280,9.158186912536621) (4986,9.112228393554688)* (2755,9.056007385253906)*
663: (15,9.24697494506836) (185,9.198196411132812)* (147,8.554807662963867)* (167,8.318632125854492) (1278,7.545734405517578)* (419,7.525144577026367)* (1144,7.383379936218262) (166,7.088875770568848) (913,6.790411472320557) (143,6.762053966522217) (134,6.75007438659668) (324,6.534719944000244) (889,6.258945465087891) (4,6.245277404785156)* (2609,6.2029266357421875) (1062,6.162839889526367) (875,6.148679733276367) (48,6.026308059692383) (625,6.01357364654541)* (486,5.980975151062012)
665: (4744,10.371463775634766) (2814,9.809789657592773) (3655,9.47050952911377)* (1088,9.154672622680664)* (1095,9.085198402404785)* (11,9.054889678955078)* (420,9.01158332824707)* (153,8.988982200622559)* (4144,8.830617904663086) (1158,8.786041259765625)* (640,8.668912887573242)* (5425,8.646419525146484)* (4722,8.512616157531738)* (4696,8.370187759399414) (4750,8.179332733154297) (5259,8.170003890991211) (5484,8.149677276611328)* (773,8.089323997497559) (1866,8.05443286895752)* (2605,7.893488883972168)*
670: (721,6.8081183433532715) (167,6.117349624633789) (364,5.83610725402832) (722,5.661503791809082) (136,5.489335060119629) (1027,5.44563102722168) (810,5.430021286010742) (1063,5.3424458503723145) (1278,5.2398881912231445) (746,5.194981575012207) (1260,5.17800235748291) (404,5.172873497009277) (546,5.027843475341797) (85,4.938270568847656) (139,4.855452060699463) (990,4.83664608001709) (2932,4.816132545471191) (153,4.810812950134277) (17,4.809842586517334) (147,4.770506858825684)
673: (164,10.966732025146484)* (570,9.40574836730957) (4055,9.345800399780273)* (18,8.789011001586914) (2082,8.512794494628906)* (419,8.11068344116211) (9,8.052391052246094)* (4893,7.992794513702393) (566,7.8168110847473145)* (3806,7.8094940185546875) (512,7.800395488739014)* (252,7.689624786376953)* (2147,7.5574541091918945) (2756,7.325261116027832) (705,7.312559604644775) (1088,7.132411956787109) (546,7.125257968902588)* (130,7.105768203735352) (6463,7.020759582519531) (15,7.010960578918457)*
678: (1863,11.19100570678711)* (675,11.0805025100708)* (1875,10.798407554626465)* (4150,9.312726974487305)* (5384,8.835810661315918)* (1919,8.794201850891113)* (2114,8.644096374511719) (1260,8.52771282196045)* (731,7.850301742553711) (5451,7.8222270011901855) (2609,7.79879093170166)* (1988,7.728237152099609) (4738,7.6421217918396) (7884,7.55298376083374) (5319,7.457458972930908)* (3336,7.442264556884766)* (2152,7.326026916503906)* (6364,7.304836750030518)* (5207,7.288330078125)* (5247,7.246628284454346)
679: (677,8.303844451904297)* (2056,8.216075897216797)* (51,7.6925859451293945)* (4118,7.484167098999023)* (219,7.441607475280762) (1826,7.295474052429199)* (2150,7.125251293182373)* (201,7.093599319458008) (7198,7.066770553588867) (259,6.8993048667907715) (5079,6.887216567993164)* (161,6.80655574798584) (24777,6.7712788581848145) (7456,6.766723155975342) (2173,6.726781845092773) (7614,6.680894374847412) (209,6.646190643310547) (2123,6.637909889221191) (3246,6.57118034362793) (2570,6.562285900115967)
681: (167,9.539633750915527)* (11,9.018424987792969)* (173,8.698175430297852)* (48,8.248876571655273)* (265,7.736336708068848) (922,7.702241897583008) (67,7.583501815795898)* (84,7.488384246826172)* (18,7.428314685821533) (661,7.419429779052734) (211,7.36500883102417) (360,7.197944641113281)* (670,7.197510242462158) (665,7.106463432312012) (354,7.082291603088379)* (50,7.052759647369385) (174,6.9934539794921875) (131,6.934228897094727)* (686,6.910832405090332) (63,6.880481719970703)
683: (1278,8.829349517822266)* (153,8.676881790161133)* (164,8.190322875976562)* (1197,7.884232044219971) (913,7.523120403289795)* (1093,7.492386817932129) (889,7.4542646408081055)* (539,7.1817779541015625) (501,7.136375427246094) (1495,7.117769241333008) (404,7.016650676727295)* (94,6.980888366699219)* (1315,6.720515251159668) (139,6.714295387268066) (2609,6.68784236907959)* (3281,6.593861103057861)* (498,6.498343467712402)* (204,6.2014923095703125)* (540,6.1639838218688965) (1276,6.147212982177734)
687: (215,7.203866958618164) (123,6.847867488861084) (211,6.655356407165527) (1202,6.172198295593262) (1281,6.133443355560303) (219,6.036708354949951) (324,5.962274551391602) (360,5.831254005432129) (661,5.676369667053223) (162,5.584597110748291) (237,5.533072471618652) (115,5.4381513595581055) (2152,5.417466163635254)* (382,5.393882751464844) (1826,5.383219242095947)* (439,5.327077865600586)* (3865,5.278096675872803) (4181,5.202048301696777) (2804,5.172999858856201) (48,5.114391803741455)
693: (130,4.590051651000977) (1027,3.893881320953369) (167,3.8844337463378906) (434,3.8121297359466553) (4,3.7759249210357666) (15,3.733032703399658) (486,3.710231304168701) (560,3.6981234550476074) (164,3.6898698806762695) (185,3.627647876739502) (538,3.603405237197876) (203,3.563372850418091)* (1017,3.469790458679199) (388,3.461963653564453) (1940,3.3890891075134277) (810,3.3830204010009766) (85,3.3750433921813965) (136,3.3707709312438965) (372,3.3640689849853516) (669,3.357154130935669)
694: (237,9.355100631713867)* (14,8.517321586608887)* (201,8.491666793823242)* (421,8.397848129272461)* (364,8.32193374633789)* (680,7.791865825653076) (1894,7.465213298797607) (1204,7.423296928405762) (814,7.385485649108887)* (1196,7.3386125564575195)* (825,7.157341003417969) (2156,7.138710975646973)* (3511,6.991904258728027)* (969,6.951851844787598) (2038,6.878726959228516)* (3548,6.836948871612549) (24777,6.671642303466797) (2147,6.654088973999023)* (721,6.612874984741211) (162,6.534719467163086)*
696: (6670,10.758432388305664)* (8679,9.902275085449219) (4623,9.37728500366211)* (4530,8.896261215209961) (6718,8.731477737426758)* (6079,8.720356941223145) (5698,8.625272750854492) (3585,8.423593521118164) (9270,8.101632118225098)* (9274,8.036266326904297) (6996,7.934368133544922)* (2677,7.862442493438721) (3908,7.851485252380371) (4799,7.684560298919678)* (14614,7.5389862060546875) (3877,7.5288405418396) (3542,7.493830680847168) (1988,7.402413845062256) (71,7.332231521606445) (10976,7.319761276245117)
