userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
0: (15,10.05240249633789)* (48,9.41688060760498)* (136,9.346254348754883)* (265,9.137467384338379) (169,9.060604095458984)* (560,8.843793869018555) (324,8.73836612701416) (215,8.720965385437012) (592,8.693533897399902) (53,8.67590045928955)* (276,8.599560737609863) (823,8.541635513305664) (11,8.514471054077148)* (107,8.444454193115234)* (170,8.406631469726562)* (674,8.329887390136719) (298,8.24554443359375) (1187,8.242687225341797) (279,8.237787246704102) (262,8.168283462524414)
583: (159,5.418789386749268) (215,5.00619649887085) (210,5.003706455230713) (168,4.990983009338379) (366,4.961812973022461) (48,4.950484752655029) (17,4.739386081695557) (439,4.7353739738464355) (354,4.691211700439453) (142,4.640872001647949) (167,4.639445781707764) (238,4.638677597045898) (312,4.5992751121521) (199,4.575723648071289) (4,4.55314826965332) (54,4.547348499298096) (15,4.513003349304199) (50,4.507331848144531) (367,4.503518104553223) (11,4.48892068862915)
584: (185,10.80381965637207) (136,10.729972839355469) (81,10.707637786865234) (67,10.658393859863281) (142,10.548572540283203)* (113,10.514788627624512) (173,10.320993423461914) (560,10.26880168914795) (312,10.251753807067871) (168,10.189102172851562) (170,10.123363494873047) (592,10.114812850952148) (364,10.08378791809082) (139,10.071576118469238)* (53,10.05899715423584) (130,10.014386177062988) (17,9.960099220275879)* (106,9.932312965393066) (72,9.888916015625) (669,9.80722427368164)
585: (592,9.397320747375488) (1144,9.364831924438477) (185,9.24365234375) (560,9.01265811920166) (575,8.667057037353516) (2131,8.126482963562012) (190,8.006444931030273) (802,7.875113010406494) (941,7.764657974243164) (1062,7.758880615234375) (166,7.597155570983887) (512,7.58791446685791) (806,7.587047100067139) (2997,7.506667137145996) (2609,7.435060501098633) (2132,7.2774658203125) (1088,7.249195098876953) (2143,7.244874000549316) (539,7.241451263427734) (1273,7.213428497314453)
586: (147,9.800472259521484)* (560,9.650663375854492) (15,9.606380462646484) (592,9.577152252197266) (136,9.458005905151367) (159,9.410646438598633) (48,9.096569061279297) (512,8.937738418579102)* (1144,8.85305404663086) (167,8.80276870727539) (2069,8.649225234985352) (1273,8.513822555541992) (1063,8.437814712524414) (896,8.412653923034668) (2137,8.411280632019043) (2066,8.40974235534668) (862,8.403068542480469) (707,8.370628356933594) (172,8.333606719970703) (625,8.30709457397461)
587: (493,9.739580154418945) (130,9.637446403503418) (167,9.636131286621094) (707,9.52041244506836)* (952,9.430230140686035) (560,9.414688110351562) (2609,9.363344192504883)* (164,9.303285598754883)* (166,9.274761199951172) (185,9.22186279296875)* (520,9.126142501831055)* (2779,9.111393928527832) (159,9.031997680664062) (153,9.016281127929688)* (1061,8.89132308959961)* (1058,8.872934341430664) (3655,8.856040954589844) (820,8.776554107666016) (721,8.714756965637207) (18,8.705131530761719)
588: (15,3.81854248046875) (185,3.8135321140289307) (159,3.7770490646362305) (48,3.70399808883667) (592,3.6529815196990967) (560,3.6214826107025146) (167,3.6044058799743652) (136,3.5853381156921387) (72,3.5122575759887695) (265,3.444265365600586) (81,3.395395040512085) (67,3.381455421447754) (11,3.3813700675964355) (215,3.37552547454834) (1273,3.3312249183654785) (823,3.2919723987579346) (142,3.289215087890625) (169,3.2819042205810547) (168,3.2805769443511963) (276,3.275296449661255)
589: (159,7.218649387359619) (48,6.981115341186523) (237,6.814877033233643) (15,6.813632965087891) (167,6.599029064178467) (142,6.530191421508789) (312,6.498211860656738) (11,6.4768524169921875) (168,6.3800129890441895) (4,6.374105930328369) (135,6.303765296936035) (279,6.2845282554626465) (669,6.266480445861816) (823,6.232851505279541) (269,6.21639347076416) (54,6.168834209442139) (382,6.163182258605957) (35,6.145175933837891) (107,6.078798770904541) (1186,6.038510322570801)
591: (2779,10.157930374145508) (1780,10.138494491577148) (185,9.948832511901855) (625,9.834272384643555) (806,9.569355964660645) (459,9.525145530700684) (802,9.513619422912598) (1102,9.49740219116211) (1626,9.491957664489746) (592,9.481099128723145) (2790,9.427478790283203)* (190,8.924165725708008) (1062,8.85959243774414) (575,8.853214263916016) (1689,8.739709854125977) (6703,8.659900665283203)* (3280,8.623518943786621) (7312,8.578983306884766)* (2131,8.530996322631836) (2997,8.488029479980469)
592: (190,12.359219551086426)* (163,12.306238174438477)* (476,11.519018173217773) (182,11.480940818786621)* (555,11.43592357635498)* (932,11.328060150146484)* (907,11.141033172607422) (649,10.987455368041992) (519,10.974536895751953) (512,10.962105751037598)* (164,10.944786071777344) (1095,10.925028800964355) (20672,10.901881217956543) (1063,10.8829345703125) (560,10.860471725463867)* (200,10.843254089355469) (2757,10.773879051208496) (1144,10.751546859741211)* (522,10.674898147583008) (181,10.56430435180664)
593: (15,4.766858100891113) (159,4.647231578826904) (48,4.593611717224121) (167,4.395437240600586) (215,4.369783401489258) (4,4.215069770812988) (131,4.19586706161499) (67,4.195493221282959) (312,4.1931562423706055) (168,4.1865644454956055) (11,4.162801265716553) (81,4.151226043701172) (113,4.133707046508789) (17,4.124163627624512) (72,4.079648971557617) (16,4.076147556304932) (674,4.050581455230713) (823,4.007901191711426) (324,4.007048606872559) (142,4.00477409362793)
594: (592,6.601105690002441) (185,6.4444756507873535) (2779,6.085973739624023) (560,5.7176008224487305) (806,5.677025318145752) (941,5.6665449142456055) (575,5.572998523712158) (166,5.520586967468262) (625,5.513230323791504) (2131,5.458254337310791) (642,5.394056797027588) (2143,5.389913082122803) (1144,5.367861270904541) (3280,5.36370849609375)* (932,5.363133430480957) (512,5.359992027282715) (147,5.305915832519531) (2609,5.283921241760254) (3344,5.250884056091309) (1273,5.145995140075684)
595: (592,10.337385177612305) (136,9.941642761230469)* (215,9.463665008544922) (67,9.432897567749023) (512,9.347175598144531)* (147,9.254505157470703) (131,9.21093463897705) (81,9.202651023864746) (707,9.138132095336914) (1063,9.073450088500977) (169,9.058117866516113) (312,8.98006820678711) (11,8.949662208557129) (493,8.871992111206055) (298,8.809972763061523) (1273,8.789770126342773) (113,8.77611255645752) (265,8.734392166137695)* (107,8.717989921569824) (164,8.713778495788574)
597: (174,15.1866455078125) (869,13.864691734313965) (88,13.860650062561035) (54,13.712600708007812) (228,13.286561012268066) (4486,13.212207794189453) (87,12.846769332885742) (16,12.769965171813965) (661,12.558037757873535) (1177,12.501873016357422) (217,12.49318790435791) (4952,12.422449111938477)* (9,12.195579528808594) (269,12.02670955657959)* (58,12.01152515411377) (949,11.965131759643555) (921,11.951130867004395) (670,11.804899215698242) (1220,11.677949905395508) (799,11.547393798828125)
598: (1977,9.958175659179688) (1190,9.893889427185059) (159,9.522774696350098) (3511,9.391878128051758)* (697,9.224316596984863) (3662,9.219274520874023) (3612,9.138566970825195)* (3637,9.022900581359863) (1250,8.95523452758789) (167,8.953255653381348) (3669,8.913735389709473) (221,8.879576683044434) (312,8.836433410644531) (366,8.821300506591797) (95,8.798164367675781) (832,8.78266716003418) (382,8.675811767578125) (71,8.674102783203125) (4181,8.559978485107422)* (1626,8.52894401550293)
599: (952,4.636521339416504) (185,4.603168487548828) (159,4.572010040283203) (592,4.46469259262085) (167,4.376303672790527) (312,4.334029674530029) (2779,4.330530643463135) (560,4.317985534667969) (493,4.2790374755859375) (512,4.230228424072266) (72,4.223110198974609) (136,4.1882781982421875) (215,4.178180694580078) (2328,4.16474723815918) (2069,4.146454811096191) (707,4.129898548126221) (269,4.128633499145508) (1273,4.090117454528809) (130,4.0796098709106445)* (147,4.0670576095581055)
601: (952,9.667495727539062) (159,9.622184753417969) (592,9.50979232788086) (15,9.198980331420898) (1273,9.124547958374023)* (185,9.097529411315918) (560,9.072407722473145) (72,9.056719779968262) (167,8.979053497314453) (512,8.878959655761719) (18,8.849264144897461) (904,8.784921646118164) (142,8.603639602661133) (11,8.596662521362305)* (2066,8.592472076416016) (215,8.5740966796875) (67,8.530866622924805) (2779,8.499868392944336) (875,8.439132690429688) (4,8.438448905944824)
602: (185,12.788721084594727)* (592,12.217852592468262) (159,11.762014389038086) (136,11.689967155456543) (147,11.675329208374023) (167,11.557947158813477)* (48,11.180763244628906)* (1144,11.023414611816406) (166,10.663908004760742)* (95,10.268625259399414)* (932,10.240962982177734) (1273,10.21339225769043) (67,10.17200756072998) (519,10.11530876159668) (312,10.11236572265625)* (298,10.109964370727539) (806,10.099217414855957) (941,10.011713981628418) (575,9.990787506103516) (81,9.982381820678711)*
603: (185,3.999614715576172) (136,3.812527894973755) (592,3.8053054809570312) (560,3.730172634124756) (147,3.5813379287719727) (4,3.4510626792907715) (15,3.4263651371002197) (625,3.4023077487945557) (130,3.3930163383483887) (1063,3.350069999694824) (2069,3.346406936645508) (159,3.2040677070617676) (166,3.189518451690674) (539,3.187309741973877) (434,3.163874864578247) (312,3.1557979583740234) (345,3.1501104831695557) (512,3.1418638229370117) (561,3.1209986209869385) (172,3.105604410171509)
604: (136,10.792839050292969)* (2761,10.687759399414062) (476,10.680877685546875) (1958,10.495384216308594) (163,10.481672286987305)* (92,10.344202995300293) (122,10.251423835754395) (20672,10.088598251342773) (3216,10.073534965515137) (182,10.050846099853516) (404,9.844966888427734)* (875,9.84489631652832)* (842,9.843294143676758)* (46,9.79745101928711) (1172,9.750564575195312) (267,9.743539810180664) (1232,9.737381935119629)* (1951,9.719643592834473) (1553,9.673063278198242) (1435,9.67133903503418)
605: (167,11.174842834472656)* (72,11.005891799926758)* (18,10.612265586853027)* (312,10.54942512512207)* (174,10.338543891906738)* (823,10.326550483703613) (107,10.323919296264648) (366,10.28333854675293) (13,10.280244827270508)* (374,10.166107177734375)* (263,10.004260063171387) (9,9.98063850402832)* (88,9.963676452636719) (669,9.959157943725586)* (279,9.912278175354004) (276,9.910619735717773) (169,9.824548721313477) (2328,9.812302589416504)* (674,9.811300277709961) (952,9.774600982666016)
606: (185,4.103890419006348)* (592,3.980616331100464) (560,3.9312314987182617)* (15,3.8693015575408936) (136,3.8619489669799805) (147,3.7303028106689453) (159,3.699026107788086) (512,3.6721177101135254) (130,3.6684765815734863) (48,3.608978033065796) (167,3.564978837966919) (493,3.495516538619995) (707,3.450333595275879) (4,3.431936264038086) (1063,3.425045967102051) (625,3.3707103729248047) (2069,3.3543920516967773) (1144,3.3526153564453125) (166,3.3214449882507324) (1273,3.3140196800231934)
607: (4887,14.937861442565918)* (16,14.540571212768555)* (949,14.298734664916992)* (3234,14.244802474975586) (5011,13.98280143737793)* (9,13.84473991394043) (270,13.57620620727539) (72,13.166818618774414) (186,13.100809097290039) (964,13.047836303710938) (3865,13.004405975341797)* (2147,12.759187698364258)* (1255,12.751219749450684) (323,12.717632293701172)* (919,12.57795524597168)* (6406,12.553564071655273)* (6624,12.222893714904785)* (5823,12.195056915283203)* (6437,12.145729064941406)* (10361,12.12806510925293)*
608: (136,9.262301445007324)* (130,9.158283233642578) (185,8.895893096923828) (15,8.512250900268555) (159,8.334182739257812) (95,8.238170623779297) (592,8.232452392578125) (2069,8.214301109313965) (4,8.161264419555664) (106,8.141860008239746)* (952,8.140047073364258) (167,8.119314193725586) (147,8.091903686523438) (89,8.011557579040527) (512,7.921777725219727) (164,7.885312080383301) (519,7.852512359619141) (3310,7.83182954788208) (875,7.79049825668335) (707,7.751219749450684)
609: (185,6.812963485717773) (592,6.443596839904785)* (512,5.94047212600708) (147,5.916412353515625) (48,5.905338287353516) (159,5.785676956176758) (15,5.78136682510376) (2069,5.67356538772583) (575,5.616441249847412) (167,5.557555198669434) (625,5.546534061431885) (1273,5.5389485359191895) (519,5.533810615539551) (493,5.437567710876465) (806,5.397294044494629) (1144,5.390076637268066) (707,5.389076232910156) (130,5.387543201446533) (72,5.379977226257324) (1063,5.30490779876709)
610: (2790,11.113381385803223)* (2779,10.240062713623047) (166,10.166934967041016) (669,9.879502296447754) (704,9.869085311889648) (1629,9.813615798950195) (1017,9.807584762573242) (204,9.743743896484375)* (208,9.693191528320312) (625,9.670221328735352) (560,9.608956336975098) (170,9.437395095825195)* (3744,9.362245559692383) (382,9.306228637695312) (48,9.299720764160156)* (519,9.245688438415527) (571,9.227130889892578) (3346,9.211538314819336) (1905,9.181734085083008) (561,9.167084693908691)
611: (185,7.959697723388672) (560,7.300333023071289) (592,7.208821773529053) (147,6.892191410064697) (48,6.875274658203125) (625,6.853565216064453) (15,6.846813201904297) (159,6.808157444000244) (130,6.639521598815918) (512,6.606093406677246) (539,6.412029266357422) (4,6.405605316162109) (519,6.367294788360596) (1144,6.304793357849121) (575,6.295711040496826) (1063,6.215514659881592) (941,6.213616371154785) (523,6.1946282386779785)* (164,6.176665306091309) (862,6.167110443115234)
612: (48,13.185420036315918)* (167,12.907443046569824) (592,12.773648262023926) (131,12.065642356872559)* (560,12.038202285766602) (707,11.859672546386719) (4,11.699873924255371) (366,11.646430969238281)* (512,11.61875057220459) (298,11.585746765136719)* (72,11.488615989685059) (493,11.456191062927246)* (158,11.312263488769531) (107,11.23171329498291) (17,11.034927368164062)* (360,11.022185325622559)* (2069,11.013927459716797)* (166,11.008649826049805)* (915,10.927444458007812) (136,10.878805160522461)
614: (265,12.09329891204834)* (185,11.994887351989746)* (159,11.910051345825195)* (169,10.912572860717773) (276,10.847063064575195)* (116,10.802338600158691) (173,10.606649398803711)* (1210,10.58634090423584)* (74,10.43852424621582)* (122,10.426411628723145)* (342,10.38134765625)* (555,10.346720695495605) (215,10.118322372436523) (559,10.096074104309082)* (523,10.071043014526367) (3543,10.061189651489258)* (1717,10.026309967041016) (1187,9.970918655395508) (774,9.935494422912598) (20672,9.860084533691406)
615: (185,6.074238300323486) (48,5.894736289978027) (72,5.892788887023926) (1192,5.785539150238037) (575,5.670082092285156) (1273,5.66425895690918) (842,5.641666412353516) (670,5.612449645996094) (159,5.554387092590332) (862,5.4857072830200195) (512,5.481293201446533) (827,5.464428901672363) (560,5.4567646980285645) (823,5.444250583648682) (2220,5.438976287841797) (519,5.383138656616211) (15,5.373889923095703) (189,5.354211807250977) (174,5.3453898429870605) (263,5.303463459014893)
616: (168,6.619047164916992) (592,6.585308074951172) (354,6.566533088684082) (15,6.503579616546631) (159,6.479071617126465) (48,6.357853889465332) (167,6.275399208068848) (11,6.229780197143555) (142,6.190427780151367) (18,6.137889862060547) (113,6.1255292892456055) (82,6.122256278991699) (952,6.0531158447265625) (13,6.010169982910156) (131,5.9465131759643555) (185,5.935437202453613) (215,5.933107376098633) (669,5.914931297302246) (263,5.8859148025512695) (560,5.814558982849121)
617: (15,1.151112675666809) (185,1.1320757865905762) (159,1.1243844032287598) (592,1.1056163311004639) (560,1.1007156372070312) (167,1.083150863647461) (48,1.068671703338623) (136,1.0516148805618286) (512,1.0459702014923096) (130,1.0323143005371094) (707,1.0199625492095947) (81,0.9978823661804199) (215,0.9969870448112488) (1273,0.9927176237106323) (147,0.9820036888122559) (493,0.980597734451294) (67,0.9694619178771973) (4,0.9573556184768677) (2066,0.9536789059638977) (166,0.9530094265937805)
618: (130,10.051986694335938) (215,9.707723617553711) (67,9.650962829589844) (136,9.60759162902832) (324,9.600955963134766)* (131,9.498711585998535) (17,9.32003402709961) (107,9.288599967956543) (169,9.283751487731934) (674,9.268614768981934) (11,9.252798080444336)* (342,9.24573040008545) (312,9.148850440979004) (721,9.139021873474121)* (364,9.119112014770508) (1281,9.101602554321289) (818,9.100305557250977) (1336,9.05202865600586) (986,9.015671730041504) (717,8.796334266662598)
619: (553,13.893739700317383) (90,13.858160018920898)* (454,13.736990928649902) (4224,13.252077102661133) (695,13.2333984375) (1242,12.929866790771484)* (1546,12.544378280639648)* (117,12.424406051635742)* (227,12.252031326293945)* (2717,12.230834007263184) (4696,12.180983543395996)* (2266,12.155838012695312)* (4494,12.152377128601074)* (121,12.146915435791016) (57,12.104572296142578) (354,12.091470718383789)* (115,12.083587646484375)* (0,12.06169319152832)* (1717,12.019365310668945)* (72,12.013729095458984)*
620: (2828,10.29477310180664) (1357,10.270853042602539) (224,10.147772789001465)* (823,10.07129955291748)* (68,9.922971725463867) (167,9.876721382141113)* (696,9.634153366088867) (374,9.543243408203125) (67,9.526277542114258) (715,9.465455055236816) (134,9.460865020751953) (1273,9.452339172363281) (158,9.443403244018555) (222,9.415236473083496)* (3060,9.409668922424316)* (147,9.402647018432617)* (2732,9.396753311157227) (827,9.391395568847656) (1236,9.358415603637695)* (2849,9.344436645507812)
621: (5139,13.951759338378906) (2846,13.769954681396484) (265,13.633111953735352)* (4144,13.443416595458984) (1830,12.925823211669922)* (451,12.899513244628906) (2349,12.877134323120117) (230,12.789709091186523)* (286,12.756937026977539) (6740,12.711088180541992) (5254,12.61712646484375)* (1001,12.584734916687012)* (2790,12.398877143859863) (2156,12.334574699401855) (279,12.315727233886719) (1210,12.266736030578613) (2803,12.233512878417969) (387,12.12272834777832) (421,12.105672836303711)* (2150,11.989559173583984)*
623: (952,8.145263671875) (1273,8.012977600097656) (185,7.700219631195068) (263,7.692655086517334) (2069,7.437469005584717) (2328,7.434676170349121) (553,7.424088478088379) (862,7.419063091278076)* (48,7.40081787109375) (159,7.397754192352295) (2779,7.3793230056762695) (269,7.340359210968018) (493,7.3395819664001465) (2096,7.267312049865723) (1305,7.233552932739258) (844,7.213747024536133) (1192,7.209901809692383) (189,7.207262992858887) (932,7.176536560058594) (89,7.150736331939697)
625: (2609,12.714176177978516) (2066,12.554117202758789)* (1267,12.313379287719727) (419,11.901321411132812) (2779,11.777616500854492)* (806,11.770594596862793)* (896,11.612455368041992) (207,11.261518478393555)* (1116,11.212350845336914)* (721,11.103141784667969)* (364,11.083016395568848) (162,10.787355422973633)* (1802,10.782112121582031)* (553,10.737948417663574)* (642,10.608630180358887) (3655,10.607060432434082)* (686,10.596673011779785)* (916,10.584814071655273) (818,10.58381462097168)* (670,10.562172889709473)*
626: (2779,7.640873908996582)* (806,7.334534645080566) (2790,7.2386298179626465) (592,7.030300140380859) (941,6.903356552124023) (802,6.826905250549316) (932,6.653486251831055) (190,6.607903480529785) (2096,6.545444965362549) (3280,6.53480339050293) (2997,6.471893787384033) (575,6.417169570922852) (560,6.4024224281311035) (1091,6.400808334350586) (1062,6.312228202819824) (147,6.300957679748535) (3344,6.176450729370117) (1100,6.169818878173828) (2069,6.142155647277832) (649,6.116962432861328)
627: (1626,13.756545066833496) (1935,12.425819396972656) (3622,12.178424835205078) (1689,12.045351028442383)* (2790,11.536046981811523)* (8373,11.33504581451416)* (190,11.077627182006836) (2868,11.001826286315918) (1116,10.941988945007324) (3214,10.790360450744629) (4321,10.648944854736328) (1294,10.442510604858398) (3511,10.422035217285156) (189,10.306219100952148) (4589,10.140743255615234) (575,10.101521492004395)* (1645,10.086007118225098) (3993,10.056798934936523) (1103,10.049531936645508) (1164,10.046972274780273)
628: (560,12.625936508178711)* (1063,11.89029598236084) (15,11.682888984680176)* (2997,11.11279296875) (519,11.039589881896973)* (941,10.87734603881836) (628,10.858091354370117) (802,10.616872787475586) (806,10.417598724365234) (200,10.417449951171875) (169,10.406392097473145) (2137,10.362895011901855) (106,10.299158096313477)* (1626,10.27806568145752) (896,10.213030815124512) (523,10.210973739624023) (707,10.20272445678711) (2609,10.086158752441406)* (1278,10.08542251586914)* (862,10.046734809875488)
629: (3206,11.66094970703125)* (1353,11.318010330200195) (4,10.950927734375)* (1900,10.718963623046875) (4074,10.700511932373047) (689,10.541574478149414) (2137,10.473968505859375)* (3619,10.389448165893555) (900,10.340408325195312) (1934,10.206653594970703)* (838,10.03253173828125) (673,10.03146743774414) (844,10.010494232177734)* (1288,9.975446701049805) (2077,9.934942245483398)* (1336,9.93201732635498)* (2956,9.925609588623047)* (4778,9.923938751220703) (731,9.906269073486328) (8641,9.901692390441895)
630: (560,10.995950698852539) (130,10.16168212890625) (47,9.60903549194336) (48,9.560640335083008) (4,9.483165740966797) (106,9.20152473449707)* (345,9.168315887451172) (1279,9.148941040039062) (561,9.095186233520508) (649,9.05440616607666) (167,9.053489685058594) (329,9.0296049118042) (92,9.028021812438965) (342,9.002283096313477)* (164,8.977108001708984)* (520,8.838007926940918) (163,8.79049301147461)* (169,8.759510040283203) (744,8.756179809570312)* (3543,8.702556610107422)*
631: (130,11.555858612060547)* (625,10.900453567504883) (172,10.656211853027344)* (15,10.445463180541992) (159,10.11612319946289) (1063,10.026322364807129) (735,9.963401794433594)* (1144,9.8680419921875) (1814,9.644552230834961) (1072,9.6181058883667) (2077,9.60893440246582) (675,9.578731536865234)* (329,9.564994812011719) (974,9.537298202514648)* (48,9.478075981140137) (1863,9.448267936706543) (1034,9.446504592895508)* (2085,9.407085418701172) (50,9.37123966217041) (199,9.33247184753418)
633: (159,9.288203239440918) (48,8.604512214660645) (136,8.601810455322266) (185,8.56925106048584) (560,8.443161964416504) (130,8.339964866638184) (592,8.323521614074707) (324,8.259008407592773) (215,8.183642387390137) (67,8.163508415222168) (106,8.113035202026367) (169,8.059423446655273) (364,7.95997428894043)* (4,7.929923057556152) (173,7.870896816253662) (512,7.867856502532959) (707,7.820843696594238) (265,7.723825454711914) (1063,7.680961608886719)* (107,7.626206398010254)
635: (237,9.922330856323242) (5810,9.763008117675781)* (208,9.655923843383789) (709,9.334131240844727) (420,9.256418228149414) (1059,9.253751754760742) (1207,9.16986083984375) (211,8.890127182006836) (685,8.884366989135742) (240,8.857397079467773) (269,8.849557876586914) (4121,8.790433883666992)* (4119,8.732527732849121) (2328,8.661657333374023) (3058,8.581218719482422)* (279,8.565190315246582) (221,8.465768814086914) (174,8.44144058227539) (1186,8.436956405639648) (2173,8.370753288269043)
636: (1910,2.5931811332702637) (1838,2.3570873737335205) (172,2.3119306564331055) (185,2.2580204010009766) (136,2.255861759185791) (147,2.2487893104553223) (61,2.2151618003845215) (20791,2.1991326808929443) (1774,2.1885156631469727) (560,2.163036346435547) (5683,2.1128716468811035) (6018,2.112514019012451) (48,2.1021008491516113) (6425,2.086426258087158) (844,2.0540876388549805) (6050,2.051095485687256) (159,2.0493252277374268) (130,2.0438284873962402) (592,2.041482448577881) (1034,2.037639617919922)
637: (185,8.108036994934082) (560,7.987261772155762) (15,7.906475067138672) (159,7.730764389038086) (147,7.406633377075195) (512,7.281427383422852) (48,7.209756851196289) (2779,7.205875396728516) (1273,7.152345180511475) (707,7.11819314956665) (2137,7.022426605224609) (806,6.987727642059326) (2066,6.967331886291504) (952,6.927799224853516) (136,6.914702415466309) (896,6.909836769104004) (130,6.858633041381836) (1790,6.853184700012207) (215,6.767292022705078) (493,6.753629684448242)
638: (159,4.753318786621094) (15,4.719672203063965) (167,4.719637870788574) (48,4.643685340881348) (312,4.33049201965332) (215,4.322262287139893) (11,4.290688514709473) (142,4.281618118286133) (4,4.280450344085693) (298,4.175693511962891) (67,4.160804748535156) (952,4.149816513061523) (81,4.124066352844238) (131,4.115385055541992) (168,4.104230880737305) (592,4.090096950531006) (560,4.080569267272949) (72,4.046047210693359) (364,4.012662887573242) (366,3.9973068237304688)
639: (15,2.977391242980957) (167,2.9298880100250244) (130,2.9102492332458496) (159,2.7695231437683105) (106,2.713061571121216) (364,2.698908805847168) (136,2.6975739002227783) (2066,2.676490545272827) (520,2.6333534717559814) (592,2.6280088424682617) (164,2.6233887672424316) (0,2.6173501014709473) (810,2.60339617729187) (560,2.6010329723358154) (707,2.575026512145996) (185,2.5686917304992676) (1061,2.5666050910949707) (48,2.5575151443481445) (215,2.5320425033569336) (721,2.530534267425537)
640: (2779,8.455617904663086) (660,8.020071029663086) (2096,7.901195526123047)* (941,7.835883617401123) (806,7.7536773681640625) (932,7.718676567077637)* (628,7.636670112609863) (1091,7.624385833740234) (3280,7.522049903869629) (1780,7.472814559936523) (2137,7.472781181335449) (1103,7.438869953155518) (415,7.421763896942139) (200,7.403306007385254) (802,7.368149757385254) (1095,7.3615522384643555)* (572,7.287996768951416) (1063,7.251099586486816)* (1684,7.187390327453613) (2803,7.167169094085693)
641: (844,11.531188011169434)* (1891,11.286430358886719) (2066,11.066211700439453) (4181,10.843609809875488)* (4345,10.811376571655273) (1051,10.684453964233398)* (3499,10.584939956665039) (715,10.516219139099121)* (3744,10.453937530517578) (2653,10.354593276977539) (2156,10.276278495788574) (2328,10.23311710357666)* (2149,10.230643272399902)* (259,10.219175338745117) (1021,10.16366958618164) (48,10.12021255493164)* (269,10.080921173095703)* (855,9.961921691894531)* (2208,9.900253295898438) (2627,9.888124465942383)*
642: (167,10.72536849975586) (810,10.062490463256836) (11,9.972434997558594)* (388,9.700956344604492) (668,9.56068229675293) (1826,9.4677734375)* (685,9.452714920043945) (226,9.446124076843262) (722,9.427314758300781)* (420,9.233509063720703) (669,9.124500274658203) (204,9.067680358886719) (704,9.059015274047852) (382,9.028616905212402) (360,8.960616111755371) (2148,8.959623336791992) (169,8.950501441955566) (632,8.948171615600586) (1322,8.882491111755371) (818,8.845956802368164)
643: (9812,11.512044906616211) (4738,10.997580528259277) (5428,10.95144271850586)* (5425,10.793776512145996) (3236,10.759004592895508) (5484,10.694560050964355) (3139,10.675159454345703) (5207,10.42501449584961)* (15659,10.414895057678223) (4150,10.318349838256836) (4787,10.159019470214844) (3100,10.075952529907227) (3523,10.050068855285645) (5321,9.945125579833984)* (740,9.921116828918457) (10156,9.700942993164062) (2605,9.570686340332031) (5347,9.545265197753906)* (5441,9.421980857849121) (4139,9.326701164245605)
644: (185,9.07667350769043) (48,8.819009780883789) (15,8.759245872497559) (159,8.65833854675293) (592,8.504945755004883) (2069,8.314249038696289)* (136,8.102378845214844) (1273,8.07773208618164) (560,7.984431743621826) (81,7.924572467803955) (88,7.907341957092285) (862,7.8935933113098145) (493,7.89199161529541) (2131,7.85481071472168)* (107,7.813568592071533) (172,7.765964984893799) (4,7.681212425231934) (2026,7.665378570556641) (512,7.658788681030273) (875,7.610276222229004)
645: (185,10.152875900268555) (560,8.818496704101562) (136,8.691549301147461) (512,8.514359474182129) (159,8.486967086791992) (1144,8.40493392944336) (932,8.358052253723145)* (1063,8.247452735900879) (519,8.225381851196289) (575,8.224994659423828) (147,8.171350479125977) (539,8.134708404541016) (166,8.132959365844727) (48,8.100858688354492) (167,8.05671501159668)* (169,7.96864652633667) (130,7.707863807678223) (2779,7.706899642944336) (806,7.671853065490723) (1062,7.6374406814575195)
646: (159,9.093355178833008) (15,8.877522468566895) (312,8.846792221069336)* (4,8.51066780090332)* (952,8.247503280639648) (215,8.212677955627441) (185,8.182899475097656) (142,8.117439270019531) (81,8.05136489868164) (67,7.88383674621582) (670,7.846790313720703) (2328,7.823525428771973) (95,7.822062015533447) (136,7.801032543182373) (1180,7.7726030349731445) (169,7.735050678253174)* (129,7.720767974853516) (131,7.720497131347656) (11,7.715032577514648) (560,7.6993021965026855)
647: (697,11.248485565185547)* (1273,11.00760269165039)* (215,10.783798217773438)* (560,10.725030899047852) (185,10.642196655273438)* (2779,10.617975234985352) (832,10.59358024597168)* (1977,10.49284553527832)* (707,10.387649536132812) (2066,10.308935165405273) (592,10.308769226074219)* (875,10.264991760253906) (1626,10.226543426513672)* (166,10.198404312133789) (3145,10.176386833190918) (1250,10.151926040649414)* (8373,10.146936416625977) (669,9.983306884765625) (15,9.982428550720215)* (154,9.920404434204102)*
648: (592,9.813910484313965)* (48,9.37403678894043) (215,8.731136322021484)* (11,8.727803230285645)* (136,8.718914031982422) (67,8.646116256713867) (512,8.643182754516602) (168,8.605493545532227) (72,8.564477920532227) (113,8.522928237915039) (142,8.464131355285645) (18,8.458148956298828) (707,8.440288543701172) (130,8.292723655700684) (1273,8.244215965270996) (166,8.204465866088867) (9,8.165635108947754) (107,8.153907775878906) (1144,8.103872299194336) (17,8.096441268920898)*
