userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
0: (265,9.847599983215332) (67,9.49925422668457)* (215,9.421445846557617) (48,9.268279075622559)* (823,9.26030445098877) (560,9.235068321228027) (674,9.155762672424316) (279,9.085166931152344) (115,9.078450202941895)* (173,9.049666404724121)* (324,9.003421783447266) (107,9.000052452087402)* (276,8.917013168334961) (69,8.874384880065918)* (371,8.805909156799316) (592,8.80559253692627) (670,8.79345703125) (130,8.768367767333984)* (512,8.711374282836914) (686,8.635701179504395)
930: (11,1.3206493854522705) (15,1.2153115272521973) (215,1.1573317050933838) (167,1.1443016529083252) (18,1.0649642944335938)* (159,1.0637263059616089)* (67,1.0632091760635376) (81,1.056096076965332)* (168,1.0533148050308228) (115,1.0408124923706055) (72,1.0316565036773682)* (185,1.0159889459609985) (142,1.0125083923339844) (131,1.008359432220459)* (113,0.985997200012207) (265,0.9836522340774536)* (661,0.9833666086196899)* (17,0.9822015166282654)* (875,0.9763357043266296) (237,0.9748711585998535)
931: (560,6.820075988769531) (185,6.740894794464111) (147,6.458035469055176)* (625,6.40908670425415) (592,6.396759510040283) (2137,6.260483264923096) (896,6.256685256958008) (1063,6.200798034667969) (2779,6.117414474487305) (2609,6.02288818359375) (512,6.010068893432617) (1144,5.975894927978516) (493,5.959904670715332) (166,5.818554878234863) (707,5.796123504638672) (1100,5.780975341796875) (1091,5.766193866729736) (130,5.755102157592773) (555,5.738020896911621) (136,5.705401420593262)
932: (764,16.930397033691406)* (978,16.777833938598633)* (3381,16.16164779663086) (3555,15.968290328979492)* (802,15.364941596984863)* (2888,15.036275863647461)* (176,14.925376892089844)* (3827,14.852428436279297) (1879,14.737632751464844)* (828,14.661489486694336)* (3823,14.57368278503418) (900,14.408832550048828)* (2968,14.371992111206055)* (106,14.329971313476562)* (8739,14.178869247436523)* (459,14.100741386413574)* (4787,14.053959846496582)* (4823,13.983850479125977) (1153,13.882715225219727)* (1004,13.82996940612793)
933: (312,10.011451721191406) (1813,9.65772819519043) (493,9.446085929870605) (185,9.367843627929688) (147,9.314632415771484) (560,9.234474182128906) (89,9.134431838989258) (4,9.049234390258789) (764,9.039044380187988) (1273,9.03680419921875) (553,9.035663604736328) (130,8.980234146118164) (1294,8.944704055786133) (1116,8.923492431640625) (862,8.906990051269531) (2732,8.75642204284668) (215,8.748846054077148) (2956,8.672073364257812) (366,8.640127182006836) (844,8.583113670349121)
934: (560,7.713199615478516) (167,7.471357822418213) (136,7.441865921020508) (185,7.386585235595703) (592,7.376409530639648) (11,7.3540873527526855) (159,7.2062578201293945) (215,7.18520450592041) (2,7.093900203704834) (345,7.041943550109863) (48,6.9002180099487305) (130,6.895524978637695) (312,6.894162178039551) (2594,6.747468948364258) (762,6.7262091636657715) (674,6.714865207672119) (147,6.7130584716796875) (131,6.699411392211914) (1207,6.692922592163086) (15,6.612504005432129)
935: (185,9.538246154785156) (512,9.436125755310059) (81,9.029278755187988)* (71,8.8880615234375) (147,8.755867004394531) (592,8.72946548461914) (136,8.718441009521484) (697,8.704366683959961) (89,8.563936233520508) (764,8.561643600463867) (1813,8.546774864196777) (896,8.528244018554688)* (493,8.505594253540039) (459,8.438567161560059) (1273,8.355583190917969) (519,8.278164863586426) (818,8.2061767578125) (129,8.139297485351562) (207,8.04936408996582) (823,8.009439468383789)
936: (15,10.773136138916016) (185,9.728792190551758) (625,8.819563865661621) (592,8.753313064575195) (170,8.439176559448242) (0,8.34706974029541) (130,8.330062866210938) (1100,8.32930850982666)* (520,8.327237129211426) (1063,8.24012279510498)* (35,8.190061569213867) (1144,8.114269256591797) (153,8.047286987304688) (215,8.041387557983398) (11,8.033622741699219) (512,7.9829421043396) (707,7.83057165145874) (67,7.783106803894043) (159,7.779879570007324) (932,7.778785705566406)
937: (11,10.327537536621094) (4,9.165778160095215) (9,8.676273345947266) (802,8.653297424316406) (1099,8.417032241821289) (1091,8.34140396118164)* (625,8.272254943847656) (560,8.179412841796875)* (806,8.08475112915039) (512,7.99124813079834) (48,7.960742473602295) (2779,7.952028751373291) (123,7.939216613769531) (486,7.913236618041992) (82,7.906342029571533) (823,7.879660606384277) (670,7.864039421081543)* (159,7.86386775970459)* (215,7.863686561584473) (200,7.857912540435791)
938: (185,10.177506446838379) (560,9.499919891357422) (164,9.45185661315918) (512,9.212549209594727) (592,9.111026763916016) (1063,8.920083999633789) (11,8.862136840820312) (2609,8.84626579284668) (810,8.728209495544434)* (9,8.553194046020508) (625,8.542423248291016) (419,8.54029655456543) (106,8.47519302368164) (3655,8.451519966125488) (324,8.407344818115234) (404,8.386655807495117) (686,8.32977294921875) (265,8.319957733154297) (806,8.31782054901123) (67,8.259085655212402)
939: (159,4.011857032775879) (2779,3.8739852905273438) (185,3.8446428775787354) (862,3.8034346103668213) (167,3.7817623615264893) (592,3.7396116256713867) (512,3.733485698699951) (131,3.6997129917144775) (15,3.696842670440674) (1192,3.6911563873291016) (1116,3.689412832260132) (48,3.6794700622558594) (1273,3.667638063430786) (560,3.65950608253479) (806,3.6517224311828613) (844,3.6227996349334717) (215,3.61991286277771) (168,3.6103615760803223) (2328,3.605494976043701) (827,3.60435152053833)
940: (4561,9.905403137207031) (4540,9.846874237060547)* (3141,9.835138320922852)* (4504,9.681573867797852) (7312,9.592790603637695) (4557,9.565885543823242) (1761,9.03831672668457) (806,8.921659469604492) (941,8.877243041992188) (2830,8.859537124633789) (4489,8.831815719604492) (1626,8.76786994934082) (628,8.728890419006348) (625,8.701475143432617) (4482,8.70019817352295) (12652,8.676250457763672) (3188,8.661043167114258) (896,8.636298179626465)* (4519,8.606341361999512) (3674,8.496682167053223)
941: (0,7.060518264770508) (31,4.551357746124268) (53,4.211012840270996) (15,4.186817646026611) (120,3.9484238624572754) (2881,3.8900415897369385) (2775,3.7291369438171387) (90,3.678767204284668) (2,3.6396007537841797) (188,3.6204168796539307) (451,3.6055071353912354) (86,3.598184108734131) (227,3.585986614227295) (899,3.577848434448242) (191,3.5734286308288574) (865,3.5376970767974854) (39,3.5340323448181152) (496,3.5220887660980225) (69,3.469801664352417) (318,3.4567549228668213)
942: (185,15.20069408416748)* (130,13.697216987609863)* (625,13.501124382019043)* (707,13.433387756347656)* (164,13.256185531616211)* (67,13.188508033752441)* (11,12.883792877197266)* (131,12.816118240356445)* (2066,12.391693115234375) (575,12.325201034545898)* (106,12.206873893737793)* (18,12.170848846435547)* (1224,12.101709365844727)* (87,12.040730476379395)* (312,12.020234107971191)* (324,12.001893043518066)* (932,11.951446533203125) (539,11.890267372131348)* (669,11.841745376586914) (1100,11.815959930419922)*
943: (4,0.9067584276199341) (0,0.6971343755722046) (2,0.6566901206970215) (159,0.6371117830276489) (5,0.6349620819091797) (701,0.6325677633285522)* (95,0.6189662218093872) (167,0.6027981042861938) (59,0.6008825302124023)* (112,0.6005446314811707)* (6,0.5838832855224609) (298,0.5795341730117798) (222,0.5784665942192078) (15,0.5776315927505493) (685,0.5767996907234192) (1813,0.5740970969200134)* (51,0.5738723278045654) (129,0.5734670162200928) (226,0.569943904876709)* (1183,0.568271279335022)
944: (4,1.0686216354370117)* (2,0.5846825838088989) (388,0.3830955922603607)* (420,0.3421228528022766) (421,0.3385058045387268) (685,0.3377109467983246) (3468,0.3309600353240967) (1289,0.3308606743812561)* (1281,0.3298704922199249)* (15,0.326248437166214)* (4122,0.32597553730010986) (1232,0.32432109117507935)* (413,0.3218846917152405) (2605,0.32172298431396484) (1377,0.3186875283718109) (2165,0.31799495220184326) (3864,0.317501038312912) (398,0.3169795274734497) (423,0.31303563714027405) (397,0.31235599517822266)
945: (131,14.199057579040527)* (704,13.263731002807617)* (4150,12.800945281982422) (740,12.638668060302734) (137,12.602185249328613)* (3548,12.451396942138672) (3723,12.35280990600586) (2167,11.924540519714355) (3100,11.91170883178711)* (947,11.908543586730957)* (1232,11.892026901245117) (668,11.87454891204834)* (5090,11.874223709106445) (18366,11.853229522705078)* (1185,11.851104736328125)* (1336,11.843409538269043)* (1252,11.755233764648438)* (449,11.71068286895752) (20678,11.70475959777832)* (555,11.690881729125977)
946: (806,9.522870063781738) (185,9.179142951965332) (560,8.585464477539062) (3344,8.545553207397461) (625,8.157997131347656) (512,8.12938404083252) (147,8.042781829833984) (1144,8.039043426513672) (932,7.986754417419434) (707,7.901083469390869) (4096,7.893641471862793)* (1063,7.863101005554199) (3280,7.801815032958984) (642,7.704476356506348) (1100,7.660884380340576) (2997,7.656260013580322) (952,7.604416847229004) (640,7.584344863891602) (1058,7.56771183013916)* (1273,7.543795585632324)
947: (89,2.440521717071533) (823,2.4028100967407227) (862,2.380242347717285) (686,2.366300582885742) (1813,2.338031768798828) (167,2.312680244445801) (131,2.3080837726593018) (159,2.3070919513702393) (136,2.306166887283325) (1192,2.271549701690674) (670,2.2668099403381348) (185,2.2663145065307617) (592,2.2612462043762207) (168,2.260331153869629) (265,2.2588043212890625) (2220,2.2484121322631836) (312,2.2470247745513916) (48,2.246434450149536) (371,2.245529890060425) (67,2.2453343868255615)*
948: (1626,11.384466171264648)* (6703,10.45832633972168) (15,9.999505996704102) (1102,9.896100997924805) (1250,9.88438892364502) (9309,9.819500923156738) (3646,9.537314414978027) (1190,9.324972152709961) (625,9.314722061157227) (3612,9.284076690673828) (1689,9.15565299987793) (1977,9.139881134033203) (8776,8.945223808288574) (2997,8.869869232177734) (3358,8.833112716674805) (764,8.717278480529785) (592,8.630515098571777) (459,8.551376342773438) (2790,8.48644733428955) (1144,8.373291969299316)
950: (312,9.492414474487305)* (3721,8.40696907043457)* (3499,8.20311164855957) (360,7.967380523681641) (752,7.871932506561279) (388,7.854947090148926) (3864,7.757323265075684) (342,7.74674129486084) (1891,7.69904088973999) (219,7.597992897033691) (72,7.57750129699707) (2864,7.560802936553955) (709,7.531379699707031) (237,7.477184295654297) (142,7.42266321182251) (1894,7.413907527923584) (2862,7.366903305053711) (553,7.366876602172852) (2779,7.355672836303711) (2653,7.345245361328125)
951: (661,9.109848976135254) (1,8.959609985351562) (88,8.812345504760742) (265,8.781218528747559) (560,8.629215240478516) (575,8.620513916015625) (932,8.548048973083496) (163,8.369773864746094) (87,8.340556144714355) (2779,8.290522575378418) (1210,8.218351364135742) (512,8.214144706726074) (802,8.193216323852539) (1100,8.034722328186035) (167,8.010982513427734) (2790,7.947276592254639) (258,7.933904647827148) (519,7.908853530883789)* (2609,7.897106170654297) (263,7.78160285949707)
952: (560,2.656496047973633) (185,2.6144118309020996) (15,2.600985050201416) (592,2.5030264854431152) (147,2.4564216136932373) (512,2.4384779930114746) (130,2.4231443405151367) (1063,2.3863000869750977) (136,2.376293420791626) (520,2.3760645389556885) (493,2.3583669662475586) (707,2.3441219329833984) (159,2.3363890647888184) (167,2.3252573013305664) (81,2.31706166267395) (625,2.3166818618774414) (1144,2.3121843338012695) (164,2.3018674850463867) (0,2.2860617637634277) (2137,2.2555956840515137)
953: (167,9.567473411560059) (159,9.44691276550293) (130,8.835639953613281) (185,8.65764045715332) (131,8.558317184448242) (707,8.550273895263672) (512,8.524401664733887) (324,8.444156646728516) (366,8.374011039733887) (48,8.33901309967041) (592,8.254129409790039) (1063,8.14635181427002) (95,8.114486694335938)* (312,8.113737106323242) (2066,8.065021514892578) (1336,8.058151245117188) (222,8.029374122619629) (162,8.000935554504395) (298,7.9506120681762695)* (818,7.920467376708984)
954: (0,16.432933807373047) (1831,13.502443313598633)* (263,13.171993255615234)* (3445,12.643617630004883)* (1180,12.129108428955078)* (4952,12.043755531311035)* (4583,11.988219261169434)* (270,11.868202209472656) (1177,11.730548858642578)* (670,11.660659790039062)* (3744,11.590604782104492) (862,11.5725736618042) (3939,11.445034980773926) (1116,11.134984970092773) (932,11.027019500732422) (290,11.012535095214844) (2862,10.93116283416748)* (3374,10.918229103088379)* (794,10.900251388549805)* (1022,10.896286964416504)
955: (625,9.540428161621094) (802,9.409455299377441)* (185,9.40806770324707)* (1099,9.100281715393066) (806,9.08586311340332) (618,9.062822341918945) (1103,9.016507148742676) (617,9.007182121276855)* (660,8.643867492675781) (619,8.476395606994629) (592,8.429506301879883)* (2188,8.367044448852539) (1224,8.34172534942627) (633,8.302449226379395) (650,8.270304679870605) (2839,8.259367942810059) (588,8.240785598754883) (1106,8.201108932495117) (643,8.180521011352539) (2141,8.178740501403809)
956: (11,5.158805847167969) (159,4.832932472229004)* (15,4.799003601074219) (215,4.794061660766602) (167,4.7570414543151855) (142,4.565825462341309) (72,4.536778926849365)* (4,4.47081184387207) (168,4.464154243469238) (265,4.429793834686279) (312,4.422733306884766) (48,4.394927978515625) (67,4.379129886627197) (81,4.330306053161621) (237,4.265402793884277) (669,4.258345603942871) (131,4.251803874969482) (54,4.237303733825684) (279,4.223690509796143) (169,4.190159797668457)
957: (0,13.696037292480469) (17,12.336318969726562) (11,12.16122817993164) (6406,11.694211959838867)* (560,11.053828239440918)* (669,10.992450714111328)* (10,10.911491394042969) (137,10.893037796020508) (2676,10.883476257324219) (932,10.845026016235352) (53,10.840771675109863) (3,10.813081741333008) (16,10.812658309936523)* (3255,10.65851879119873) (640,10.459866523742676)* (323,10.394552230834961) (4181,10.313469886779785)* (625,10.304216384887695)* (227,10.252351760864258)* (322,10.201908111572266)
958: (4,1.068610429763794) (2,0.5846690535545349)* (388,0.38311371207237244)* (420,0.3421352803707123)* (421,0.3385325074195862)* (685,0.33773699402809143)* (3468,0.3309834897518158)* (1289,0.33088988065719604)* (1281,0.3298957943916321)* (15,0.3262661099433899)* (4122,0.32600027322769165)* (1232,0.32433634996414185) (413,0.32191064953804016)* (2605,0.32173898816108704)* (1377,0.3187103569507599) (2165,0.31801193952560425) (3864,0.31753796339035034)* (398,0.31699231266975403) (423,0.3130539655685425)* (397,0.3123769760131836)*
959: (89,10.243958473205566) (130,10.064065933227539)* (1221,9.926527976989746) (1207,9.893712997436523) (889,9.33255386352539)* (1,9.195297241210938) (94,9.115045547485352) (2056,8.661087036132812) (952,8.652304649353027)* (88,8.620061874389648) (1017,8.617779731750488) (360,8.615110397338867)* (15,8.599989891052246) (820,8.561701774597168) (707,8.496875762939453) (753,8.445106506347656) (4902,8.381619453430176) (164,8.362642288208008) (72,8.300971984863281) (957,8.289877891540527)
960: (4,1.0686308145523071)* (2,0.5846590399742126) (388,0.3830174505710602)* (420,0.34206369519233704)* (421,0.3384249806404114) (685,0.3376249372959137) (3468,0.33089137077331543) (1289,0.33077526092529297) (1281,0.32978907227516174) (15,0.3261492848396301)* (4122,0.3259062170982361) (1232,0.3242514133453369)* (413,0.3217902183532715) (2605,0.3216748535633087) (1377,0.3186139762401581) (2165,0.3179484009742737) (3864,0.3174162805080414) (398,0.31690335273742676) (423,0.31297391653060913) (397,0.3122863471508026)
961: (2069,9.628273010253906)* (3744,9.243691444396973) (2790,9.1571626663208) (1767,9.119150161743164) (802,8.745505332946777) (4232,8.74494457244873) (3379,8.682632446289062) (3374,8.653291702270508)* (1177,8.560331344604492) (4359,8.545158386230469) (2779,8.445219039916992) (560,8.428065299987793) (2899,8.403250694274902) (1780,8.335410118103027) (2656,8.284114837646484) (163,8.27618408203125) (89,8.204183578491211) (1022,8.165460586547852) (4358,8.153335571289062) (3767,8.117830276489258)
962: (15,12.24771499633789)* (130,11.581220626831055) (4144,11.459842681884766) (660,10.910181045532227) (1257,10.896777153015137)* (913,10.847267150878906)* (628,10.831154823303223)* (4750,10.811279296875) (1061,10.616146087646484)* (1021,10.590913772583008) (1677,10.478439331054688) (164,10.440688133239746) (896,10.440052032470703) (1906,10.306694984436035)* (2719,10.304895401000977)* (1010,10.279675483703613) (153,10.270904541015625)* (512,10.190437316894531) (1717,10.125738143920898)* (889,10.063823699951172)*
963: (167,1.325201153755188)* (159,1.3161776065826416) (185,1.306793212890625) (560,1.2880643606185913) (48,1.2500237226486206) (592,1.2267060279846191) (215,1.2133469581604004) (130,1.2060937881469727) (674,1.2058649063110352) (131,1.1917179822921753)* (67,1.1809359788894653) (136,1.1791622638702393) (169,1.1745822429656982) (170,1.174504280090332)* (147,1.1738654375076294) (81,1.167975902557373) (312,1.1410925388336182) (324,1.1393935680389404) (625,1.1389288902282715) (371,1.1321961879730225)
964: (2101,12.149900436401367) (68,12.121845245361328)* (8829,12.034198760986328) (818,12.020517349243164) (26,11.892004013061523) (1977,11.874887466430664)* (203,11.441192626953125)* (1392,11.324675559997559)* (23,11.231734275817871) (832,11.172433853149414) (92,11.031323432922363) (2732,11.018014907836914) (744,10.91549015045166) (1373,10.90393352508545)* (1813,10.819561958312988) (6670,10.80909538269043)* (126,10.780593872070312) (2622,10.72574234008789) (1510,10.68328857421875)* (1359,10.649106979370117)*
965: (0,1.552687168121338) (2,0.8268945217132568) (342,0.7329306602478027) (345,0.7251453399658203)* (1279,0.7239395976066589) (434,0.7052817344665527)* (329,0.6522128582000732) (2077,0.6496192812919617) (15,0.6101473569869995)* (51,0.6066793203353882)* (1814,0.5855051875114441) (81,0.576191782951355) (1,0.5697833895683289) (11,0.5688738822937012) (8,0.5670661926269531) (161,0.5643322467803955)* (130,0.5636826753616333)* (226,0.5616297125816345)* (167,0.5609113574028015) (222,0.5583393573760986)
966: (0,1.5526976585388184) (2,0.8268919587135315) (342,0.73293137550354) (345,0.725143551826477) (1279,0.7239393591880798)* (434,0.7052813768386841)* (329,0.6522117257118225)* (2077,0.6496204137802124)* (15,0.6101480722427368) (51,0.6066811084747314)* (1814,0.5855053067207336)* (81,0.5761902332305908)* (1,0.5697799921035767) (11,0.5688750743865967) (8,0.5670664310455322) (161,0.5643333196640015) (130,0.5636831521987915) (226,0.561630129814148) (167,0.5609104633331299)* (222,0.5583407282829285)
967: (72,1.0928819179534912)* (11,1.0704971551895142) (54,1.0098398923873901) (215,1.0069085359573364) (661,1.0008013248443604) (168,0.9897408485412598) (18,0.9753046035766602) (159,0.9708983898162842) (174,0.9686258435249329) (115,0.9604511260986328) (88,0.9592651128768921) (269,0.9508012533187866) (354,0.9422714114189148) (279,0.9415698647499084) (312,0.9367601871490479) (237,0.9343135356903076) (82,0.9303168654441833) (142,0.9233561158180237) (189,0.9228679537773132) (167,0.9181128740310669)
968: (0,10.209842681884766)* (18,10.187250137329102)* (9,9.987079620361328)* (142,9.645425796508789) (167,9.571707725524902) (15,9.131301879882812) (722,9.071097373962402)* (115,8.94456958770752)* (1336,8.888433456420898) (131,8.846136093139648) (382,8.765302658081055)* (689,8.760505676269531)* (3436,8.62257194519043) (72,8.608210563659668) (364,8.576663970947266) (113,8.546940803527832) (674,8.527093887329102) (366,8.51310920715332) (685,8.500553131103516) (2816,8.49406909942627)*
969: (15,3.8530917167663574) (185,3.6255879402160645) (560,3.62321138381958) (159,3.6225528717041016) (592,3.5589237213134766) (215,3.4556350708007812) (11,3.4390017986297607) (9,3.4101223945617676) (67,3.4009499549865723) (81,3.3536713123321533) (72,3.3371400833129883) (130,3.3312828540802) (164,3.323084831237793) (136,3.3109936714172363) (265,3.3085899353027344) (131,3.3067173957824707) (520,3.220792770385742) (135,3.213578701019287) (123,3.212860584259033) (17,3.2050368785858154)
970: (512,13.908639907836914)* (153,12.562381744384766)* (870,12.212045669555664)* (523,11.852331161499023)* (79,11.701150894165039)* (88,11.370555877685547)* (823,11.37021255493164)* (519,11.347391128540039)* (669,11.274147033691406)* (69,11.160476684570312)* (486,11.056187629699707)* (106,10.956625938415527)* (1553,10.923303604125977)* (2609,10.91988754272461) (810,10.820571899414062)* (455,10.747653007507324)* (3655,10.687227249145508)* (2485,10.666154861450195)* (1267,10.457664489746094)* (1273,10.443024635314941)*
971: (2328,10.323965072631836) (185,10.032150268554688) (0,10.028660774230957) (4,9.979170799255371) (2779,9.813830375671387) (269,9.808809280395508) (312,9.74655532836914) (560,9.609624862670898) (1180,9.357333183288574) (2790,9.214029312133789) (932,9.050737380981445) (592,9.04661750793457) (3445,9.022542953491211) (434,9.01644515991211) (862,8.989519119262695) (3744,8.816722869873047)* (1891,8.759740829467773) (941,8.759052276611328) (72,8.602073669433594) (827,8.572211265563965)
973: (9,1.3469600677490234) (167,1.256211757659912) (159,1.2428910732269287) (215,1.2305927276611328) (18,1.2184879779815674) (15,1.17508065700531) (17,1.1660480499267578) (168,1.1606305837631226) (72,1.1425888538360596) (142,1.1383123397827148)* (185,1.1353566646575928) (48,1.133776307106018) (115,1.122643232345581) (560,1.1186587810516357) (4,1.1118144989013672) (592,1.1035791635513306)* (131,1.1035088300704956) (661,1.1012071371078491) (669,1.1010578870773315) (81,1.0986437797546387)
974: (0,1.4810991287231445) (4,1.3594398498535156) (5,0.8101447820663452)* (8,0.797514796257019) (6,0.79053795337677) (15,0.7892179489135742) (147,0.7730677127838135)* (434,0.7642837166786194) (161,0.7589820623397827) (167,0.7480471134185791) (342,0.7467621564865112) (159,0.7423790693283081) (1279,0.7413803339004517) (560,0.7386143207550049) (81,0.7196755409240723) (1336,0.7192160487174988) (398,0.7182865738868713) (986,0.7169830203056335) (345,0.7165656089782715) (364,0.7163512706756592)
976: (3585,13.202439308166504) (0,13.1074857711792) (757,12.926641464233398)* (2939,12.581560134887695) (2622,12.524630546569824)* (1250,12.058523178100586)* (3231,11.978261947631836) (832,11.554790496826172)* (4778,11.516120910644531)* (447,11.436283111572266) (677,11.434062957763672) (1322,11.419905662536621) (2884,11.376236915588379) (3081,11.362885475158691) (5704,11.354955673217773) (4168,11.299101829528809)* (833,11.217823028564453) (1900,11.207303047180176) (709,11.195595741271973) (71,11.161627769470215)
977: (136,1.1690326929092407) (560,1.1552199125289917) (512,1.147663950920105) (1116,1.0986945629119873) (519,1.0957835912704468) (592,1.0935134887695312) (862,1.0931382179260254) (186,1.080856442451477) (185,1.0749403238296509) (493,1.070163607597351) (875,1.0689592361450195) (159,1.0599114894866943) (164,1.0564398765563965) (131,1.0528900623321533) (67,1.0527242422103882) (89,1.0433964729309082) (130,1.0415877103805542) (72,1.0382529497146606) (1717,1.0379595756530762) (2069,1.0296375751495361)
978: (15,14.785116195678711)* (164,11.400678634643555)* (159,11.382779121398926) (493,10.79599380493164)* (870,10.68110466003418)* (130,10.628902435302734)* (661,10.607826232910156) (262,10.543237686157227) (67,10.537747383117676) (632,10.492973327636719) (17,10.481443405151367) (374,10.379199981689453) (371,10.322383880615234) (18,10.320626258850098) (170,10.306150436401367) (414,10.289198875427246) (674,10.271127700805664) (20672,10.184528350830078) (1553,10.156815528869629) (73,10.143784523010254)
979: (0,34.14739227294922) (2,16.49604606628418) (3310,15.41438102722168)* (2997,15.390668869018555)* (3350,14.178407669067383)* (865,14.10114860534668) (4,13.884725570678711)* (2137,13.857141494750977) (2909,13.535074234008789)* (2704,13.513677597045898) (4489,13.384428977966309) (3960,13.370378494262695) (2156,13.33264446258545)* (3347,13.212100982666016)* (4692,13.162434577941895) (100,13.114248275756836) (6716,13.085498809814453)* (2188,12.954974174499512) (5792,12.915136337280273) (395,12.901632308959961)*
980: (707,14.408681869506836) (130,14.205179214477539)* (2066,14.14118480682373)* (625,13.798768043518066)* (147,13.425178527832031)* (806,13.219871520996094)* (3655,12.630291938781738) (628,12.49058723449707)* (167,12.394710540771484)* (1144,12.311192512512207) (364,12.27000617980957) (2779,12.176813125610352)* (916,12.155101776123047)* (194,12.097818374633789)* (1093,12.004585266113281)* (159,11.968954086303711) (721,11.700557708740234) (904,11.677400588989258)* (1235,11.522226333618164) (810,11.462708473205566)
981: (0,2.219348669052124) (15,1.2880218029022217) (385,1.001717209815979) (981,0.9786968231201172) (105,0.9750328063964844) (395,0.9695621728897095) (479,0.9647437334060669) (632,0.9508090019226074) (1024,0.9498238563537598) (203,0.932405948638916) (417,0.9223904609680176) (481,0.9161458015441895) (102,0.9155464172363281) (1390,0.9139508008956909) (1395,0.9133443832397461) (49,0.9116295576095581) (1069,0.9065946340560913) (501,0.904159426689148) (1392,0.9005025625228882) (538,0.8872310519218445)
982: (4,14.82151985168457) (11261,13.172184944152832) (8679,12.882463455200195)* (4504,12.498003959655762)* (3808,12.471199989318848) (2779,12.056314468383789)* (8675,11.873512268066406)* (9301,11.867390632629395)* (8678,11.833023071289062) (6718,11.79627799987793)* (6079,11.69344711303711) (8854,11.684040069580078) (9510,11.521744728088379)* (2677,11.468402862548828)* (932,11.189030647277832) (4536,11.173666000366211) (2823,11.166289329528809) (4489,11.120081901550293) (3347,11.086904525756836)* (9371,11.017417907714844)
983: (185,11.730527877807617) (625,11.215300559997559) (592,10.984996795654297) (1100,10.722795486450195) (106,10.26022720336914)* (707,10.164887428283691) (130,10.142295837402344) (512,10.092304229736328) (164,10.032282829284668) (539,9.884671211242676) (1027,9.716865539550781) (2609,9.712942123413086) (15,9.595084190368652) (1260,9.478528022766113) (1091,9.408185005187988) (528,9.3991117477417) (649,9.35305404663086) (806,9.341185569763184) (3655,9.320850372314453) (81,9.206415176391602)
984: (15,9.749773979187012) (159,9.233512878417969)* (215,8.642597198486328) (113,8.249750137329102) (9,8.242008209228516) (185,8.178107261657715) (674,8.109856605529785)* (115,8.079572677612305) (265,8.044914245605469)* (170,7.952529430389404) (592,7.939908504486084) (312,7.884836196899414) (81,7.875299453735352) (823,7.874423027038574) (142,7.840288162231445) (18,7.838928699493408) (17,7.782926559448242) (130,7.779623985290527) (512,7.7562947273254395) (129,7.7499566078186035)
985: (560,7.623443603515625) (185,7.2281928062438965) (0,7.204319953918457)* (130,7.151439189910889)* (592,6.870440483093262) (1063,6.862430095672607) (707,6.825655937194824) (164,6.694216728210449) (15,6.622835159301758) (493,6.590966701507568) (625,6.479568958282471) (159,6.436053276062012) (1278,6.40225887298584) (1144,6.362135887145996) (519,6.177738666534424) (896,6.143560886383057) (913,6.1343278884887695) (806,6.12502384185791) (419,6.047079086303711) (539,5.9956955909729)
987: (4,1.0686131715774536)* (2,0.5846835374832153)* (388,0.38312461972236633)* (420,0.3421459197998047) (421,0.33853888511657715) (685,0.33774280548095703)* (3468,0.3309914171695709) (1289,0.3308960497379303) (1281,0.32990625500679016)* (15,0.3262837529182434)* (4122,0.32600706815719604)* (1232,0.3243509531021118) (413,0.3219219446182251) (2605,0.32174211740493774) (1377,0.31871843338012695) (2165,0.31801876425743103) (3864,0.31753894686698914)* (398,0.3170050084590912) (423,0.3130597174167633) (397,0.31238695979118347)*
988: (719,23.35171890258789)* (84,22.95400619506836)* (117,22.559812545776367) (1113,22.216764450073242) (906,22.090883255004883)* (4318,22.089805603027344) (5853,21.961788177490234) (2865,21.531030654907227)* (1773,21.126211166381836)* (897,21.00106430053711)* (1989,20.67011070251465)* (2072,20.65587615966797) (907,20.538747787475586)* (222,20.49124526977539) (1294,20.427610397338867) (2077,20.262222290039062) (1224,20.188034057617188)* (99,20.045812606811523) (286,19.89741325378418) (13891,19.89716911315918)*
990: (0,17.300708770751953) (2790,13.167932510375977) (1,12.767240524291992) (70,12.661172866821289) (4,12.13110637664795) (3622,11.921133995056152)* (4428,11.908327102661133) (523,11.777366638183594) (3611,11.44865894317627) (844,11.441360473632812) (2014,11.369110107421875) (896,11.256535530090332)* (1378,11.06595230102539) (1051,10.910078048706055)* (4262,10.883399963378906) (1144,10.862594604492188)* (555,10.727153778076172)* (3619,10.702449798583984) (3723,10.644437789916992) (131,10.610967636108398)
991: (592,12.302738189697266)* (0,12.241109848022461) (15,11.778850555419922)* (1063,11.397506713867188) (11,11.361297607421875) (167,11.333282470703125)* (2609,11.169214248657227) (806,11.134000778198242)* (1100,10.97624683380127)* (166,10.806632995605469) (2066,10.666250228881836) (1144,10.556215286254883) (810,10.362235069274902) (889,10.27186393737793) (1260,10.225528717041016) (48,10.16926097869873) (875,10.133136749267578) (94,10.076583862304688) (1091,9.977495193481445) (67,9.972904205322266)
