userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (1,6.044183731079102)* (2987,4.210235595703125) (593,3.6570963859558105) (364,3.3513450622558594) (318,3.189434289932251) (2059,3.165386438369751) (2081,2.8770604133605957) (1022,2.7475197315216064)* (34,2.6643688678741455) (2085,2.60127329826355) (2096,2.5593197345733643) (1196,2.5411930084228516) (1259,2.4939651489257812) (3751,2.468172073364258) (2687,2.4407339096069336) (2078,2.43009090423584) (2087,2.4062600135803223) (1282,2.3828318119049072) (2080,2.3545684814453125) (1704,2.338297128677368)
1219: (648,4.7887187004089355) (2571,4.755504608154297)* (1573,4.22202730178833) (2353,4.208437442779541) (6,4.1160712242126465) (1608,3.9487252235412598) (1036,3.9107789993286133) (3555,3.694779396057129) (1552,3.6704652309417725) (2000,3.5502920150756836) (380,3.481252670288086) (2763,3.4707140922546387)* (3623,3.4679946899414062) (2628,3.3573732376098633) (10,3.231940269470215) (1210,3.172178268432617) (2006,3.1551027297973633) (47,3.002864360809326) (1356,2.951260566711426) (3510,2.918018341064453)
1220: (586,5.083073616027832)* (1,3.8291373252868652) (2059,3.7374401092529297) (2052,3.0307445526123047) (648,2.939537525177002)* (3753,2.924374580383301)* (2431,2.899925947189331) (2058,2.887108325958252) (2335,2.8657217025756836) (2683,2.819283962249756) (500,2.750328540802002) (1485,2.7305545806884766) (231,2.5934832096099854) (344,2.587958574295044) (2002,2.56044602394104) (5,2.538156509399414) (2706,2.4811437129974365) (1917,2.4696855545043945) (2424,2.456845998764038) (165,2.4562292098999023)
1221: (2987,1.4643393754959106) (586,0.8679787516593933) (2052,0.849967360496521) (2,0.8394937515258789) (1097,0.8128523230552673)* (1019,0.8004641532897949)* (317,0.7948089838027954) (2011,0.7828505039215088)* (2161,0.7702288627624512) (2053,0.7694722414016724) (1253,0.7502269148826599) (2407,0.7456991672515869) (2059,0.73193359375) (2021,0.7154386639595032) (2046,0.7120746374130249)* (2005,0.7056363821029663) (2012,0.6860238313674927)* (3489,0.6835259199142456) (1270,0.6744123101234436)* (2105,0.6671643257141113)*
1222: (2858,2.2668673992156982)* (2987,1.8277888298034668) (2599,1.4862033128738403) (223,1.4699597358703613)* (2396,1.4100433588027954) (2762,1.2755976915359497)* (2959,1.1547390222549438)* (2395,1.142684817314148) (2706,1.126206636428833) (2683,1.1204981803894043) (2908,1.0981694459915161) (3176,1.0556260347366333) (3174,1.0490971803665161) (3160,1.040840983390808) (2355,1.0318553447723389) (2700,0.9885610342025757) (2692,0.9687309861183167) (3052,0.9121114015579224) (3114,0.9021387100219727) (1,0.8776177167892456)
1223: (1252,1.7146283388137817)* (3435,1.351752519607544) (1284,1.3505728244781494)* (2987,1.206131100654602) (2186,1.1583669185638428)* (922,1.1295483112335205) (2066,1.0785284042358398) (1260,1.0671448707580566) (2203,0.9437726736068726) (1212,0.9425105452537537) (908,0.9297629594802856)* (913,0.9125230312347412)* (930,0.8706018328666687) (1249,0.8454925417900085)* (1267,0.8372992277145386)* (1069,0.8319693207740784) (3932,0.7916926741600037) (3334,0.7891882658004761)* (942,0.7874226570129395) (2726,0.7671359777450562)
1224: (1252,6.862360000610352) (908,5.138996124267578)* (1250,4.954288959503174) (913,4.636754989624023) (3435,4.237579345703125)* (2070,4.193233489990234)* (1284,4.155299186706543) (969,4.100536823272705)* (1251,3.9548110961914062) (910,3.847592353820801) (2067,3.8378591537475586) (2997,3.814187526702881) (1256,3.782313108444214) (1204,3.7740654945373535)* (3022,3.739431858062744) (2988,3.6746087074279785) (1172,3.672089099884033) (3543,3.6634888648986816) (1952,3.655061721801758) (926,3.6056385040283203)
1225: (593,2.745171308517456) (1252,2.4026107788085938) (296,2.346073865890503)* (50,2.1062026023864746) (1250,2.097015380859375) (2858,2.065741777420044)* (1259,1.9979701042175293) (318,1.9943346977233887) (527,1.9684687852859497)* (1089,1.8652973175048828) (1221,1.8240342140197754) (2028,1.803423285484314) (1193,1.65500009059906)* (110,1.6301432847976685) (3006,1.6095936298370361) (1249,1.578179121017456) (2997,1.5380282402038574) (1704,1.5296354293823242) (6,1.4833381175994873) (1358,1.4809054136276245)
1227: (2997,4.366083145141602) (17,3.784653663635254) (2333,3.6762468814849854) (1183,3.6734042167663574) (1635,3.6107656955718994) (1719,3.5728416442871094) (36,3.506683349609375) (1188,3.4973738193511963) (574,3.487807512283325) (3794,3.4431471824645996) (581,3.3734800815582275) (2357,3.372323989868164) (232,3.3602890968322754) (2442,3.327460289001465) (1176,3.3201329708099365) (3160,3.308285713195801) (1446,3.3064541816711426)* (3789,3.2385222911834717) (2686,3.2300119400024414) (2289,3.1992034912109375)
1228: (589,6.91642427444458) (2997,5.6772685050964355)* (1249,4.288379669189453) (2571,4.286035537719727)* (2028,4.233251571655273) (110,3.5784873962402344) (1617,3.4565160274505615)* (1196,3.29498291015625)* (1233,3.084376573562622)* (3751,2.775376319885254) (1704,2.768728017807007)* (1221,2.768399953842163) (2396,2.7578277587890625) (3481,2.7510297298431396) (6,2.7506279945373535) (1210,2.7223010063171387) (3418,2.712634563446045) (1240,2.673234701156616) (1250,2.6571385860443115) (720,2.6107516288757324)*
1229: (2997,3.2323968410491943) (593,3.1231558322906494)* (3789,2.7531049251556396) (2858,2.549699544906616) (2908,2.161968469619751) (3006,1.9887120723724365) (318,1.9835931062698364) (1041,1.927435278892517) (3176,1.8726325035095215) (2336,1.8528592586517334) (3408,1.6747636795043945) (2686,1.6740628480911255) (1249,1.6663269996643066) (2762,1.6520864963531494) (2028,1.633314847946167) (2333,1.615215539932251) (1193,1.6016061305999756) (1280,1.5332821607589722)* (3083,1.4734845161437988) (36,1.472269058227539)
1230: (3793,10.565410614013672) (588,4.75627326965332) (1127,4.612922191619873)* (260,4.606389045715332)* (3175,4.569954872131348)* (2683,4.350979328155518) (1527,4.302457809448242)* (2355,4.211000919342041)* (3114,4.161620140075684) (2706,4.096071243286133) (2700,3.9141852855682373)* (2762,3.848473310470581)* (1200,3.8397278785705566) (1215,3.803203582763672)* (2054,3.4995157718658447) (648,3.496516466140747) (1214,3.4693524837493896)* (2916,3.450322151184082)* (2710,3.397458076477051)* (1198,3.3720645904541016)*
1231: (2762,4.293954849243164) (2028,4.025615692138672) (50,3.9934580326080322) (608,3.949091911315918)* (3793,3.9446091651916504) (1213,3.5278475284576416) (858,3.4729833602905273)* (260,3.464794635772705)* (1196,3.359675884246826)* (1704,2.969963312149048) (223,2.8592746257781982) (2599,2.817981719970703)* (2692,2.8117995262145996) (2396,2.7753593921661377) (3114,2.7682344913482666) (32,2.710057258605957) (1249,2.6722846031188965) (3160,2.6692447662353516) (1240,2.647397994995117)* (3176,2.631242513656616)
1232: (1,3.8711178302764893) (2599,3.7884202003479004)* (296,3.743777275085449) (2324,3.735337018966675)* (593,3.669711112976074)* (223,3.578338623046875) (1213,3.4309186935424805) (527,3.3748207092285156) (2791,3.1170923709869385)* (1923,3.057403564453125) (1060,3.0057363510131836)* (2289,2.9981324672698975) (1148,2.9400699138641357) (2028,2.91115665435791)* (3114,2.8599133491516113) (2918,2.8487372398376465)* (1641,2.8102331161499023) (1358,2.806093215942383) (50,2.738349676132202) (1193,2.7167999744415283)
1233: (924,3.2904391288757324)* (1206,2.4586966037750244) (750,2.442943572998047) (1210,2.259047031402588)* (3793,2.1987273693084717) (2571,2.085156202316284)* (1270,2.0689258575439453) (480,2.0251879692077637) (2288,2.0149266719818115) (3702,1.9956939220428467) (2455,1.9916586875915527) (2529,1.9629151821136475) (1252,1.8394954204559326) (1301,1.8321770429611206) (2664,1.7777951955795288) (110,1.7738845348358154) (1374,1.7695024013519287) (3703,1.7632941007614136) (2662,1.7530845403671265) (2968,1.7310078144073486)
1234: (589,3.865170478820801)* (1248,3.3306570053100586) (2987,3.1723947525024414) (2997,2.8649821281433105) (3793,2.654021739959717) (908,2.336024761199951) (858,2.3245015144348145) (1617,2.203533887863159) (912,2.0258662700653076) (1259,2.024482011795044) (3897,2.009553909301758)* (541,2.0054101943969727) (593,1.9183175563812256) (1214,1.9043025970458984) (480,1.872575044631958) (1240,1.8587218523025513) (1284,1.857197642326355) (1221,1.8419852256774902) (110,1.7529749870300293) (3578,1.7241228818893433)
1235: (593,3.828578233718872) (3006,2.7912650108337402) (587,2.5799431800842285) (150,2.5129952430725098) (2268,2.4931864738464355) (3147,2.3144569396972656) (2762,2.2809348106384277) (356,2.2375879287719727) (597,2.2251434326171875) (1183,2.22160005569458)* (3100,2.2075674533843994) (36,2.1918177604675293) (2028,2.1851677894592285) (62,2.1527745723724365) (3105,2.1300883293151855) (1358,2.1226532459259033) (1784,2.108776092529297) (539,2.0880231857299805) (265,2.0812339782714844) (3252,2.071666717529297)
1236: (1249,1.9147669076919556) (2571,1.7094471454620361) (480,1.6631853580474854) (3793,1.6062469482421875) (1240,1.3646048307418823) (1580,1.3339788913726807) (110,1.3172359466552734) (2916,1.285893440246582) (1,1.146796464920044) (457,1.134408950805664) (1214,1.128823161125183) (1200,1.0369758605957031) (260,1.0349903106689453) (1610,0.9820807576179504) (593,0.9718942642211914) (1210,0.9653277397155762) (2058,0.953407883644104) (2028,0.9256201982498169) (1259,0.9248420596122742) (1196,0.9164571762084961)
1237: (593,2.539940357208252) (1258,2.493960380554199) (589,2.0335264205932617) (2058,1.9962612390518188) (1259,1.843689203262329) (587,1.8165827989578247) (47,1.7947077751159668) (1982,1.7903251647949219) (6,1.676189661026001) (1213,1.6759532690048218) (2268,1.6716896295547485) (1994,1.6645774841308594) (1036,1.63539719581604) (1625,1.6228076219558716) (1968,1.6107443571090698) (1343,1.600772500038147) (1387,1.6006807088851929) (3101,1.5936590433120728) (16,1.590829610824585) (1997,1.5648516416549683)
1238: (2987,11.91988754272461) (2858,4.216506004333496) (2396,3.9036593437194824) (2683,3.7353150844573975) (3176,3.6772055625915527) (2355,3.629371166229248) (2762,3.572036027908325) (223,3.2640814781188965) (2710,3.127007007598877) (2395,3.0520408153533936) (2433,3.045936107635498) (2959,3.032517433166504) (2706,2.978764533996582) (3081,2.9605214595794678) (1959,2.957289457321167) (2707,2.954279899597168) (2686,2.9100465774536133) (2688,2.81239652633667) (2580,2.8101601600646973) (2770,2.7274112701416016)
1239: (318,4.520730972290039)* (3006,3.844783306121826) (1704,3.7774593830108643)* (2396,3.681086540222168) (50,3.5688605308532715) (588,3.5673274993896484) (1617,3.536496639251709)* (589,3.335205554962158) (2599,3.117907762527466) (1923,2.8894991874694824) (36,2.8634095191955566)* (150,2.8354108333587646) (1089,2.6383213996887207) (457,2.625481128692627)* (110,2.592787742614746) (2289,2.590390920639038) (1721,2.588473081588745) (2355,2.554295063018799)* (1393,2.484907388687134) (1148,2.4816536903381348)
1240: (3793,6.947666168212891) (3408,2.8489789962768555) (3555,2.66928768157959) (3948,2.6281588077545166) (3510,2.6015889644622803) (3624,2.45762038230896) (3897,2.423771381378174)* (3623,2.1486310958862305)* (3751,2.0356719493865967) (3916,1.9905142784118652) (3785,1.9762636423110962) (2858,1.9647935628890991) (3755,1.9525964260101318) (3484,1.8590679168701172) (1249,1.8196313381195068) (3409,1.8132212162017822) (3617,1.75736665725708) (3717,1.7468668222427368) (3534,1.6843318939208984) (3512,1.6824530363082886)
1241: (1,6.23579740524292) (3798,5.2470293045043945) (3753,5.158629894256592)* (3510,5.030082702636719)* (3555,4.668891906738281) (223,4.29053258895874) (2355,4.170117378234863) (2706,4.014023780822754) (1923,3.9797115325927734) (589,3.972984552383423) (3006,3.9026856422424316) (3409,3.8286280632019043) (3052,3.7945432662963867)* (1259,3.6373074054718018) (2700,3.6204943656921387)* (2395,3.549334764480591)* (3298,3.4426894187927246) (1265,3.396740674972534) (3755,3.3893485069274902)* (2762,3.333688974380493)*
1242: (1249,8.80368423461914) (581,4.880578994750977) (3083,4.5826945304870605)* (1248,4.403364181518555) (1041,4.047247409820557) (1176,4.025341987609863) (247,3.8569860458374023) (2289,3.78464937210083)* (1172,3.7562568187713623) (1734,3.681063175201416) (728,3.634840250015259)* (1719,3.613668918609619) (2997,3.613440752029419) (509,3.5764150619506836) (3007,3.4829111099243164) (838,3.4036874771118164) (1449,3.3860435485839844) (922,3.3599629402160645) (1354,3.352518081665039) (3019,3.3209261894226074)
1243: (3789,1.8131542205810547) (1248,1.5315003395080566) (2731,0.9800518751144409) (923,0.9080486297607422) (3089,0.8316313028335571) (1237,0.8058451414108276) (2988,0.8051263093948364) (1252,0.7913435101509094)* (2351,0.7812017798423767) (1945,0.7268811464309692) (1952,0.7221866846084595) (3462,0.6835544109344482) (3134,0.6721234917640686) (1104,0.6699042320251465) (2732,0.6587469577789307) (1260,0.6424492597579956) (1178,0.6413586735725403) (922,0.6261866688728333) (111,0.6146957874298096) (3022,0.6135411262512207)
1244: (3578,4.361654281616211)* (3006,4.283864498138428) (3160,3.933093309402466)* (2571,3.731294631958008)* (2028,3.712766647338867) (1259,3.3502604961395264) (6,3.345766067504883)* (2959,3.332597255706787) (457,3.322810173034668)* (3948,3.2672457695007324) (223,3.2325382232666016)* (1196,3.183518886566162)* (2396,3.1820807456970215)* (296,3.1205830574035645) (1617,3.1098084449768066) (2291,3.102108955383301) (1580,3.094740152359009) (2908,3.070544719696045) (608,3.059117078781128) (1210,3.0226786136627197)
1245: (3793,4.990514755249023) (1210,4.412570476531982)* (1253,3.977170467376709)* (1270,3.6896300315856934) (1127,3.683821201324463) (480,3.2466988563537598) (1580,3.1238715648651123) (1198,3.0608723163604736) (1301,3.0460290908813477) (2021,2.953540325164795) (1376,2.9136977195739746) (1527,2.88576602935791) (1356,2.7856526374816895) (1748,2.748565673828125) (2985,2.7370846271514893) (1036,2.7363851070404053) (1653,2.7050516605377197) (2455,2.702880859375) (2628,2.6698827743530273) (2105,2.6340553760528564)
1246: (3793,9.362469673156738)* (110,4.9239301681518555)* (1210,4.775202751159668)* (480,4.754289150238037) (1259,4.71632194519043) (3578,4.513247489929199) (1198,4.25910758972168)* (223,4.090883731842041) (780,4.011114120483398) (2355,3.959507465362549) (2028,3.9227986335754395)* (648,3.897374391555786) (1676,3.850050687789917)* (1136,3.817671298980713)* (1748,3.798487901687622)* (2161,3.7755045890808105)* (1372,3.747633457183838) (2968,3.6987524032592773) (745,3.683931350708008) (1376,3.646941661834717)
1247: (1249,1.779188632965088) (2987,1.7575225830078125) (589,1.133275032043457) (3624,1.129507064819336)* (3578,0.9976736307144165)* (3798,0.9323710799217224) (3745,0.9260529279708862) (3555,0.889940619468689)* (3753,0.8881239891052246)* (3300,0.8776946067810059) (3751,0.8495429158210754)* (3623,0.8134292960166931) (3717,0.8038517236709595) (3785,0.7635353803634644) (3175,0.7303391098976135) (3510,0.7098004221916199) (3452,0.6750670671463013) (3081,0.6655043363571167) (2571,0.6470291018486023) (3484,0.6424241662025452)
1248: (2997,5.475280284881592) (1252,4.1837615966796875) (1248,3.8168692588806152) (2858,3.7188684940338135) (1249,3.68265700340271) (3006,3.0363144874572754) (3897,2.965261936187744) (2599,2.8858275413513184) (3481,2.874417781829834) (589,2.845158576965332) (3160,2.608125925064087) (1230,2.5028693675994873) (2064,2.483515739440918) (2692,2.4761295318603516) (1,2.4573450088500977) (318,2.433891773223877) (527,2.395939350128174) (858,2.3815183639526367) (903,2.3196706771850586) (2395,2.290294885635376)
1249: (1249,1.9147669076919556) (2571,1.7094471454620361) (480,1.6631853580474854) (3793,1.6062469482421875) (1240,1.3646048307418823)* (1580,1.3339788913726807) (110,1.3172359466552734) (2916,1.285893440246582) (1,1.146796464920044) (457,1.134408950805664) (1214,1.128823161125183) (1200,1.0369758605957031)* (260,1.0349903106689453) (1610,0.9820807576179504) (593,0.9718942642211914) (1210,0.9653277397155762)* (2058,0.953407883644104) (2028,0.9256201982498169) (1259,0.9248420596122742) (1196,0.9164571762084961)*
1250: (1249,3.7202086448669434) (3481,3.0740723609924316) (3948,2.7011237144470215) (3408,2.4970579147338867) (3952,2.4776484966278076) (3949,2.322502613067627) (2908,2.300997257232666) (3793,2.220857858657837) (3317,2.20497727394104) (3535,2.14579701423645) (3176,2.1457080841064453) (589,2.114997148513794) (3578,2.1060423851013184) (1248,2.0961527824401855) (1617,2.0134434700012207) (3510,1.9942063093185425) (3798,1.971411943435669) (1673,1.9554072618484497) (3751,1.8960351943969727) (2599,1.8628140687942505)
1251: (2987,9.08551025390625)* (2997,8.644220352172852)* (3793,4.541327476501465) (2580,3.499569892883301) (2355,3.4580445289611816) (2908,3.4136040210723877) (2694,3.35249662399292) (2710,3.3448448181152344) (2502,3.2987074851989746) (3578,3.155101776123047) (3081,3.149221897125244) (2396,3.106198787689209) (2770,2.9581995010375977) (3005,2.9291296005249023) (1093,2.8874402046203613) (3408,2.725837230682373) (3298,2.710200786590576) (2541,2.7082455158233643) (2433,2.6979503631591797) (3114,2.644895076751709)
1252: (3793,2.6545519828796387) (581,1.2280768156051636) (3949,1.1621966361999512)* (574,1.1014268398284912) (3910,1.0849237442016602) (3911,1.0132535696029663) (3535,1.0002212524414062) (3007,0.9772706627845764) (2908,0.9303123950958252)* (3317,0.9006251096725464)* (3897,0.8966319561004639)* (3556,0.8805983066558838) (2318,0.8442001342773438) (3747,0.8356190919876099) (3863,0.7934327721595764) (3280,0.7769584655761719) (3795,0.7703977823257446) (3481,0.7677127122879028)* (3160,0.7615265846252441)* (1248,0.7551231980323792)
1253: (2858,2.2668676376342773)* (2987,1.827789068222046) (2599,1.486203670501709)* (223,1.4699599742889404) (2396,1.410043716430664) (2762,1.2755978107452393) (2959,1.1547391414642334) (2395,1.1426849365234375)* (2706,1.126206874847412) (2683,1.1204984188079834) (2908,1.0981695652008057) (3176,1.0556262731552124) (3174,1.0490972995758057) (3160,1.0408411026000977) (2355,1.031855583190918) (2700,0.9885611534118652) (2692,0.968731164932251) (3052,0.9121115207672119) (3114,0.9021387696266174)* (1,0.8776177763938904)*
1254: (1249,1.918447494506836) (578,1.3773775100708008) (1683,1.1903128623962402)* (3280,1.1466392278671265) (838,1.1427569389343262)* (17,1.1323511600494385) (1183,1.1118236780166626)* (509,1.0821208953857422)* (265,1.0347260236740112)* (222,1.0152130126953125) (58,0.9776213765144348)* (339,0.9753718972206116) (1643,0.9701453447341919) (2171,0.91465163230896) (2671,0.884524941444397)* (534,0.8707090616226196) (2801,0.8613615036010742) (3125,0.8586571216583252) (597,0.8288760781288147) (539,0.8268064260482788)*
1255: (2987,4.952418327331543) (265,3.609990358352661) (2396,3.4856069087982178) (3897,3.3093621730804443) (1041,3.2656495571136475) (581,3.2584352493286133) (3481,3.110535144805908) (2291,3.106583595275879) (318,3.01023530960083)* (1885,2.9613404273986816) (1678,2.933164358139038) (3260,2.8915834426879883) (1094,2.8401052951812744) (3794,2.800288438796997) (3148,2.782561779022217) (2686,2.772343873977661) (345,2.728355646133423) (3911,2.694683074951172)* (574,2.6748344898223877) (58,2.6142330169677734)
1256: (1252,4.69047212600708)* (903,3.1092543601989746) (589,2.9836812019348145) (1259,2.842216968536377) (912,2.773611068725586) (1284,2.630429744720459) (3435,2.576104164123535) (913,2.5671398639678955) (1219,2.560026168823242) (1212,2.4733870029449463) (2997,2.428913116455078) (1193,2.3930482864379883) (1250,2.36256742477417) (930,2.2811801433563232) (2858,2.2145731449127197) (923,2.1579840183258057) (922,2.14098858833313) (1221,2.1362946033477783) (910,2.079962730407715) (296,2.0267221927642822)
1257: (2987,4.504876136779785)* (589,2.714564085006714) (1291,2.3081631660461426) (2054,2.224996328353882) (3793,2.123044967651367) (480,2.0893378257751465) (733,2.0188863277435303) (1196,1.9387211799621582) (260,1.934596061706543) (648,1.9299325942993164) (1210,1.9095219373703003) (2193,1.8167407512664795) (2628,1.7664501667022705) (592,1.7500673532485962)* (1580,1.6657946109771729) (2,1.6611754894256592) (1356,1.6601173877716064) (2161,1.6399067640304565) (1197,1.6355658769607544) (316,1.6091110706329346)
1258: (1248,10.174773216247559) (1252,5.890040397644043) (2186,3.684051275253296) (922,3.6058454513549805) (908,3.054676055908203) (1260,2.9278759956359863) (913,2.9242684841156006)* (1249,2.9144551753997803) (1267,2.853534698486328) (1212,2.754101514816284) (3789,2.708381175994873) (3683,2.628085136413574) (3930,2.448129177093506)* (3797,2.368678569793701) (3936,2.2112369537353516) (2726,2.211146354675293) (951,2.1953177452087402) (2208,2.158015489578247) (3934,2.125152587890625)* (2987,2.1212682723999023)
1259: (3793,4.497110366821289) (1580,3.488236904144287)* (2455,3.2952687740325928)* (2858,3.044725179672241) (2160,2.981654644012451) (1250,2.964484691619873) (3555,2.906083583831787)* (2791,2.648545742034912) (2571,2.628870964050293) (1240,2.6212172508239746) (3930,2.593670129776001)* (3578,2.524014711380005) (3932,2.475151777267456) (1200,2.4235305786132812) (1248,2.3718085289001465) (3510,2.3444886207580566) (1253,2.314087152481079) (3624,2.3093061447143555) (2529,2.198678493499756) (524,2.195143699645996)
1260: (589,6.0550055503845215) (1250,5.306518077850342) (1259,5.095950603485107) (3006,4.545733451843262) (1200,4.440227508544922)* (2194,4.419504642486572)* (608,4.327810287475586)* (590,4.195893287658691)* (1036,4.129604816436768)* (1704,3.992483615875244)* (2058,3.939667224884033) (318,3.887747287750244)* (1408,3.716695785522461)* (1953,3.6781983375549316)* (1225,3.6454339027404785) (1196,3.6366567611694336)* (1343,3.613239049911499) (3101,3.6112842559814453)* (1673,3.5757970809936523)* (457,3.561631679534912)
1261: (2987,9.110162734985352) (2997,5.415738582611084) (2858,5.2141499519348145)* (1249,4.799705505371094) (2706,4.4262566566467285) (3510,3.971625804901123) (2694,3.6574692726135254) (110,3.6041903495788574)* (3623,3.588261127471924) (223,3.5422821044921875)* (3175,3.446453094482422) (2710,3.4261908531188965) (3751,3.3299851417541504) (3785,3.242180109024048) (3005,3.182861804962158) (1580,3.1449711322784424) (2716,3.044772148132324)* (3408,2.8861873149871826) (2707,2.8318893909454346)* (3159,2.8218531608581543)
1262: (589,1.483484148979187) (2791,1.3050007820129395)* (2858,1.2918987274169922)* (1249,1.2252728939056396) (908,1.1392593383789062) (480,1.0679259300231934) (110,0.9950293898582458)* (1968,0.9557274580001831)* (2804,0.9455998539924622)* (1197,0.9298878908157349)* (2918,0.9220080375671387)* (1961,0.9107488393783569) (593,0.866397500038147) (1307,0.8166060447692871) (1394,0.808158278465271)* (1270,0.8020670413970947)* (1198,0.7908601760864258) (2160,0.7883671522140503) (608,0.7882473468780518) (1196,0.7722334861755371)*
1263: (2997,8.186506271362305) (2987,8.152200698852539)* (3793,5.760339260101318) (2683,5.383050918579102) (1259,4.472803115844727) (2355,4.076223373413086) (2395,4.066617965698242)* (1136,4.040173053741455) (785,3.973191022872925)* (588,3.9523096084594727) (2599,3.934793472290039)* (1517,3.8248376846313477)* (1257,3.6751441955566406) (3052,3.6001205444335938)* (2694,3.527763843536377) (2959,3.5264554023742676)* (3948,3.391064167022705) (1265,3.328639507293701)* (2770,3.2391958236694336) (2396,3.097139358520508)
1264: (2997,5.469879150390625)* (541,5.1819353103637695)* (1089,4.123199939727783)* (1213,4.011394023895264)* (1,3.94675350189209)* (1248,3.886591911315918) (2968,3.881265163421631) (608,3.8774924278259277)* (1197,3.8747153282165527)* (1617,3.7805933952331543)* (2692,3.748755931854248) (3703,3.61785626411438)* (260,3.6117775440216064)* (293,3.5941948890686035) (1653,3.5450282096862793) (2700,3.529949188232422)* (2194,3.5284790992736816)* (318,3.490361213684082)* (778,3.4470934867858887)* (1210,3.4399898052215576)*
1265: (3793,2.6545510292053223) (581,1.228076457977295) (3949,1.162196159362793)* (574,1.101426362991333) (3910,1.0849233865737915)* (3911,1.0132529735565186)* (3535,1.000220775604248)* (3007,0.9772703647613525) (2908,0.9303120970726013) (3317,0.9006247520446777)* (3897,0.8966315388679504)* (3556,0.8805979490280151)* (2318,0.8441997766494751)* (3747,0.835618793964386) (3863,0.793432354927063)* (3280,0.7769579887390137) (3795,0.7703976035118103) (3481,0.7677122354507446)* (3160,0.7615261077880859)* (1248,0.7551229596138)
1266: (1259,4.026134967803955)* (595,3.7916016578674316)* (3911,3.655466079711914) (3948,3.6373772621154785)* (3160,3.483015537261963) (2908,3.380164623260498)* (34,3.280418872833252)* (36,3.0944342613220215)* (3952,3.083559989929199) (3006,3.0787296295166016) (3176,2.973208427429199) (2987,2.9149153232574463) (1704,2.892930030822754)* (2096,2.843872547149658) (2966,2.8166563510894775) (2355,2.78971004486084) (3893,2.7885398864746094) (1673,2.7871313095092773) (1784,2.767871141433716) (1682,2.7634634971618652)
1267: (1249,1.9147669076919556) (2571,1.7094471454620361) (480,1.6631853580474854) (3793,1.6062469482421875) (1240,1.3646048307418823)* (1580,1.3339788913726807) (110,1.3172359466552734) (2916,1.285893440246582)* (1,1.146796464920044) (457,1.134408950805664) (1214,1.128823161125183)* (1200,1.0369758605957031)* (260,1.0349903106689453)* (1610,0.9820807576179504) (593,0.9718942642211914)* (1210,0.9653277397155762) (2058,0.953407883644104) (2028,0.9256201982498169)* (1259,0.9248420596122742) (1196,0.9164571762084961)
1268: (1248,5.618777275085449) (1250,5.128791809082031) (3789,4.972566604614258) (750,4.160880088806152) (1304,3.8765807151794434) (1253,3.8409624099731445)* (908,3.661910057067871) (1077,3.5734505653381348) (1193,3.479210615158081) (1214,3.3967010974884033)* (2988,3.3584892749786377) (2160,3.349398136138916) (1259,3.286543369293213) (1249,3.1844332218170166) (3543,3.157996892929077)* (3435,3.1499996185302734) (1263,3.147608757019043) (1267,3.146655559539795) (3471,3.1461880207061768) (2019,3.145183563232422)
1269: (3793,1.6006560325622559) (2683,1.3346976041793823) (913,1.254381537437439)* (2355,1.2277196645736694)* (2716,1.2135260105133057)* (223,0.9513083100318909) (588,0.9313238859176636) (2997,0.8981384038925171)* (2770,0.8728777170181274)* (2700,0.8712658882141113) (2605,0.8672159314155579) (3175,0.8415616154670715) (2761,0.8168518543243408) (1248,0.8066532611846924) (785,0.8049464225769043)* (3114,0.8044294118881226)* (968,0.7957594394683838) (2706,0.7955143451690674) (2394,0.7812131643295288) (2694,0.7679831981658936)
1271: (1265,4.792139053344727) (2355,4.707000732421875)* (587,3.8074896335601807) (11,3.6851606369018555)* (597,3.4739460945129395) (1148,3.211738109588623) (3408,3.1584954261779785) (2321,3.1284778118133545)* (586,3.1217477321624756) (39,3.071533679962158) (2791,3.059361457824707)* (2997,2.9884085655212402) (2987,2.957345724105835) (1641,2.9471895694732666) (2324,2.8228397369384766) (2302,2.8228049278259277) (3072,2.784230947494507) (3897,2.719008207321167) (1079,2.714937686920166) (2716,2.7072973251342773)*
1272: (2997,5.909780502319336) (3793,5.319670677185059) (589,4.23439884185791) (2355,3.772538185119629)* (3175,3.634399890899658) (2396,3.598228693008423)* (1196,3.4428980350494385)* (223,3.3340795040130615) (260,3.2683053016662598)* (1210,3.0687570571899414) (2700,3.0519158840179443) (1617,2.995055675506592)* (593,2.9598214626312256) (2599,2.9104537963867188) (750,2.9100115299224854)* (2028,2.8921828269958496)* (608,2.8718605041503906) (2762,2.8176684379577637) (3253,2.814473867416382) (3052,2.7939958572387695)
1273: (1248,6.639896392822266) (1230,5.417203903198242)* (1,4.748976707458496) (913,4.618821144104004) (3789,4.590724945068359) (898,4.431814193725586)* (1284,4.368677616119385)* (3435,4.311488151550293) (2858,4.248866081237793)* (1244,4.130184650421143)* (922,4.102616310119629)* (1294,4.052894115447998)* (2396,4.013448715209961)* (2064,3.96925687789917) (905,3.9108147621154785) (1269,3.8335511684417725) (2186,3.816075325012207)* (903,3.799952983856201) (1288,3.7144525051116943) (1247,3.7005457878112793)*
