userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (1,10.13360595703125)* (318,6.722059726715088) (593,6.650649070739746) (364,6.433259963989258) (2987,5.854920387268066) (34,5.6027021408081055) (2081,5.18256139755249) (1196,5.156299114227295) (1198,5.007812976837158) (1704,4.844308853149414) (589,4.806772232055664) (1022,4.715783596038818)* (1225,4.708525657653809) (2085,4.582291126251221) (2761,4.458794116973877) (2078,4.419451713562012) (3751,4.4058332443237305) (2687,4.384688854217529) (110,4.307456016540527) (2096,4.302864074707031)
253: (2858,6.166959285736084) (318,6.071920394897461) (527,5.603300094604492) (2028,5.193634033203125) (2762,5.160005569458008) (2692,4.869017601013184) (1213,4.714832305908203) (2396,4.603850841522217)* (2336,4.589684963226318)* (3176,4.498173713684082) (50,4.281759262084961) (246,4.148902416229248)* (1704,4.089974403381348) (2686,3.91550612449646) (858,3.828211784362793) (36,3.8157148361206055) (2333,3.7454490661621094) (3160,3.717825174331665) (1358,3.686727523803711) (3578,3.6189687252044678)
254: (260,4.70744514465332) (1258,4.305434226989746) (1196,4.191380500793457) (1200,4.108026504516602) (1240,4.102217674255371) (1210,3.8762683868408203) (968,3.7676239013671875) (1997,3.7489070892333984)* (1982,3.739973783493042) (1198,3.614412307739258) (1219,3.4927291870117188)* (2664,3.49113392829895) (858,3.479706287384033) (2455,3.3910276889801025) (589,3.3868744373321533) (1278,3.3019464015960693) (2160,3.295772075653076) (480,3.2768149375915527) (1097,3.24086594581604) (2454,3.1620888710021973)
255: (3793,2.7118680477142334)* (3897,2.6196727752685547) (3948,2.307893991470337) (3535,1.996736764907837) (3481,1.9606788158416748) (3798,1.8401267528533936) (3952,1.8306589126586914) (3949,1.8093273639678955) (3785,1.8022946119308472) (3510,1.786559820175171) (3408,1.759955644607544) (3893,1.7190628051757812) (3911,1.683401107788086) (3317,1.6735550165176392) (3578,1.672757863998413)* (3755,1.6125184297561646) (3300,1.5899608135223389) (3624,1.5694093704223633) (3617,1.5363450050354004) (3555,1.4635322093963623)
256: (858,6.7592949867248535)* (457,6.407222747802734) (1036,6.316498756408691) (1200,5.934719085693359) (110,5.923290252685547)* (1610,5.902559280395508) (260,5.894066333770752) (2916,5.817532062530518) (480,5.616480827331543) (1214,5.429062366485596) (1291,5.394973278045654) (2194,5.082257270812988) (6,4.957342147827148) (3527,4.942299842834473) (1387,4.760045051574707) (3702,4.739455223083496) (3256,4.731974124908447) (2944,4.673571586608887) (1374,4.66562032699585) (377,4.598858833312988)
257: (2571,6.940974712371826)* (318,6.483020305633545) (50,6.203067779541016) (356,5.971337795257568)* (1,5.8782148361206055) (1617,5.710196495056152) (296,5.535793304443359) (1704,5.267739295959473) (2997,5.144387245178223) (3147,5.080923080444336)* (1610,4.884735107421875) (1580,4.586842060089111) (32,4.576686859130859)* (1265,4.536407470703125) (1213,4.5319013595581055) (1089,4.498356819152832) (2916,4.386314868927002) (587,4.3513689041137695) (1584,4.256646633148193) (1721,4.168927192687988)
258: (2571,3.5266995429992676)* (480,3.1932172775268555)* (1240,2.8242740631103516)* (110,2.813821315765381)* (1580,2.7130777835845947)* (2916,2.518798828125) (457,2.4716715812683105)* (260,2.39141583442688)* (1249,2.337674379348755) (1214,2.335676670074463) (1200,2.276747941970825) (2028,2.2709600925445557)* (1196,2.2049052715301514)* (593,2.158268690109253)* (1210,2.127882480621338)* (1610,2.0853631496429443)* (1,1.9259932041168213)* (1259,1.8423283100128174) (1036,1.8344557285308838)* (2858,1.8255908489227295)*
259: (2997,8.598548889160156)* (608,7.069632530212402)* (1617,7.014861583709717)* (527,6.90113639831543) (2028,6.790764808654785)* (50,6.408246040344238)* (2762,5.737237930297852) (589,5.492410659790039) (1358,5.457880020141602) (1,5.277995586395264) (1094,5.277993202209473) (3006,5.226949691772461) (356,5.041923522949219) (457,4.898715019226074) (1193,4.882854461669922)* (36,4.874692916870117) (34,4.868809700012207) (1923,4.820119857788086) (1249,4.778945446014404) (150,4.767282009124756)
260: (733,6.713265419006348)* (589,6.692322254180908) (648,6.2556376457214355) (2571,5.883893966674805)* (1198,5.684922218322754)* (1036,5.676088809967041)* (480,5.435542106628418) (2916,5.30330753326416) (2000,5.286320686340332) (1573,5.262044906616211) (1370,5.248752593994141) (1275,5.198869705200195)* (1210,5.167309284210205)* (780,5.164772033691406) (10,5.133109092712402) (457,5.074252128601074) (2058,5.037095069885254) (1610,4.829291343688965)* (1917,4.80243444442749)* (260,4.800332069396973)
261: (2716,2.6314079761505127) (913,2.232048749923706) (2355,2.0622799396514893) (2683,2.0214803218841553) (3175,1.7350726127624512) (3114,1.669668197631836) (1127,1.637028694152832)* (588,1.5608396530151367)* (223,1.5588617324829102)* (2700,1.552394151687622) (2770,1.5453753471374512) (1291,1.426155686378479)* (2997,1.3993110656738281) (2761,1.3894652128219604) (1196,1.380807638168335)* (1198,1.3488619327545166)* (785,1.3337419033050537) (2706,1.3145015239715576) (2396,1.3061978816986084) (2394,1.3029656410217285)
262: (1374,6.296529769897461) (1356,6.078792572021484)* (2140,6.058704376220703) (1210,5.860342025756836)* (2021,5.7921295166015625) (2105,5.7311577796936035)* (2054,5.701544761657715)* (2987,5.413520336151123) (2193,5.28706169128418)* (329,5.169087886810303) (1375,5.097262382507324) (2571,5.067829132080078)* (589,4.950721263885498) (2161,4.93561315536499) (2005,4.684717655181885) (1371,4.568794250488281) (2,4.5264410972595215) (541,4.436494827270508) (1291,4.411820888519287) (2046,4.314979553222656)
263: (2791,2.721245288848877) (2858,2.6171998977661133)* (589,2.604814291000366)* (480,2.347031593322754)* (110,2.2914977073669434) (908,2.2335376739501953) (1197,2.0955958366394043)* (1968,2.085099697113037) (2804,2.066044330596924) (2918,1.9172801971435547) (1961,1.9010252952575684) (1249,1.860557198524475) (608,1.8093557357788086) (1198,1.7693740129470825)* (593,1.7591595649719238)* (1196,1.7480902671813965)* (1394,1.7370277643203735) (1580,1.7271254062652588)* (1307,1.7097673416137695)* (2291,1.6685307025909424)
264: (1270,8.128030776977539) (1259,7.169953346252441) (1197,7.0693769454956055) (318,6.544476509094238) (1240,6.091706275939941)* (1961,5.984021186828613) (1291,5.969038963317871)* (527,5.943441390991211) (1036,5.73017692565918) (150,5.6266021728515625) (2804,5.616970539093018) (3471,5.588300704956055) (593,5.490329742431641) (1374,5.448450088500977)* (1231,5.378900527954102)* (1250,5.317489147186279) (589,5.301148414611816) (1079,5.289102077484131)* (1704,5.102657318115234) (2716,5.098421573638916)*
265: (1035,6.878909111022949)* (1028,6.580029487609863) (908,6.553310394287109)* (1250,6.204753875732422) (1282,5.998150825500488)* (1193,5.91129207611084)* (1304,5.605376243591309) (260,5.595195770263672) (2080,5.515439033508301)* (1294,5.406579494476318) (1,5.394399642944336) (3545,5.357840538024902)* (1136,5.270317077636719) (2067,5.247411727905273) (1265,5.168191909790039) (2863,5.155553817749023) (2997,5.094376087188721) (1269,5.061676979064941) (1234,4.9982805252075195) (2028,4.978981971740723)
266: (593,6.607570648193359) (912,5.522039413452148) (908,5.3472771644592285)* (527,5.101712226867676)* (1617,4.782644748687744) (50,4.729623794555664) (1198,4.708311557769775)* (1250,4.691627502441406) (919,4.620648384094238) (1252,4.516744613647461) (1,4.459042072296143) (1259,4.285778999328613) (858,4.271563529968262) (260,4.079041004180908)* (2762,4.061263084411621) (923,4.019584655761719) (1219,4.011268138885498) (296,3.9193437099456787) (1196,3.897764205932617)* (1247,3.861809730529785)
267: (110,5.321627616882324) (593,5.07971715927124) (2396,5.077519416809082) (1704,4.871753215789795)* (2324,4.700066089630127) (3897,4.514204502105713) (2359,4.457397937774658) (150,4.450389862060547) (1641,4.427421569824219) (1265,4.412250518798828) (3481,4.365377426147461) (357,4.354829788208008) (3751,4.289076805114746) (1,4.139704704284668) (1094,4.113396167755127) (34,4.09533166885376) (608,4.05311918258667) (3578,4.010383605957031) (457,3.944054126739502) (1617,3.811833620071411)*
268: (2716,2.631406784057617) (913,2.2320477962493896) (2355,2.0622787475585938)* (2683,2.021479368209839) (3175,1.7350716590881348) (3114,1.6696672439575195) (1127,1.637027621269226) (588,1.5608386993408203)* (223,1.5588610172271729) (2700,1.5523934364318848) (2770,1.5453747510910034) (1291,1.4261548519134521) (2997,1.3993103504180908) (2761,1.3894646167755127) (1196,1.380806803703308)* (1198,1.3488612174987793)* (785,1.3337411880493164) (2706,1.3145008087158203)* (2396,1.306196928024292) (2394,1.3029649257659912)
269: (2997,5.904550552368164) (3006,3.8345396518707275) (2858,3.6468043327331543) (3408,3.4899587631225586) (3751,3.4620189666748047) (3897,3.387138843536377) (3160,3.1345455646514893) (2599,3.0640296936035156)* (3114,3.003586769104004) (3578,2.980508327484131) (2355,2.912614583969116) (2762,2.86493182182312) (3911,2.637566566467285) (2396,2.625624656677246) (3317,2.6182878017425537) (3952,2.581418514251709) (2686,2.5724716186523438) (608,2.5623857975006104) (2761,2.501129150390625) (3893,2.3878674507141113)
270: (2028,7.331334590911865) (912,6.790213584899902) (1221,6.7563934326171875)* (2987,6.323343276977539) (527,5.9600372314453125) (908,5.684747695922852) (608,5.646004676818848)* (3753,5.591184616088867) (1204,5.498445510864258)* (1214,5.420568943023682) (924,5.184971332550049)* (50,5.018099308013916) (2948,5.00496768951416) (904,4.866334915161133) (1240,4.859668254852295) (541,4.851158142089844) (920,4.82724666595459) (903,4.791984558105469) (1230,4.634720802307129) (2396,4.590364456176758)
271: (1197,8.002212524414062)* (3114,7.687634468078613) (1270,7.67041015625)* (2161,7.4513702392578125)* (1198,7.006464958190918)* (2140,6.490187168121338) (2804,6.034701347351074) (356,5.994194984436035)* (1907,5.939257621765137) (2085,5.859476089477539)* (1282,5.782380104064941)* (2028,5.725119590759277) (1148,5.657378196716309)* (1923,5.54743766784668) (589,5.453495025634766) (2137,5.41327428817749)* (3253,5.399306297302246) (1259,5.357684135437012) (2139,5.3353705406188965) (551,5.327669143676758)
272: (223,8.972623825073242) (2987,8.931062698364258)* (296,8.17605972290039)* (1213,8.01513957977295)* (2716,7.981468677520752)* (1968,7.731688499450684)* (1197,7.6335320472717285)* (2959,7.599710941314697)* (2000,7.523311614990234)* (1198,7.486203670501709)* (2700,7.088046073913574)* (2502,6.790600776672363)* (318,6.745553016662598) (3578,6.7111992835998535)* (2058,6.679317951202393) (858,6.619837760925293)* (1210,6.479279518127441)* (1617,6.3930816650390625)* (1258,6.3327436447143555) (3210,6.306938648223877)
273: (589,7.3985490798950195) (480,7.315115451812744) (110,7.196285724639893)* (2571,7.159962177276611)* (2706,6.850135803222656) (2987,6.453232765197754) (1291,6.4222331047058105) (3753,6.223050117492676) (457,5.984291076660156) (588,5.9560370445251465) (1270,5.283222198486328) (3623,5.199318885803223) (10,5.167547225952148) (1917,5.075000762939453) (1721,5.025591850280762) (2353,4.918869972229004) (1610,4.869945526123047) (3555,4.858075141906738) (104,4.855565547943115) (1923,4.796764373779297)
274: (2858,9.04423713684082)* (2706,7.271101474761963)* (1210,7.19489049911499) (2396,7.105976581573486) (3578,6.526525020599365)* (2716,6.507689476013184)* (527,6.412160873413086) (2571,5.881097793579102) (1198,5.8594536781311035) (2599,5.705294609069824) (1197,5.594661712646484) (1193,5.463971138000488) (1221,5.369529724121094) (2710,5.343308925628662)* (2580,5.183543682098389) (589,5.1037187576293945) (3176,5.075885772705078) (2692,5.047762870788574) (1213,5.028432369232178) (2908,5.017141342163086)
275: (1259,10.79031753540039)* (1198,7.551218032836914) (1961,7.536922931671143) (2797,6.402918815612793) (1036,6.27147102355957)* (260,6.199777603149414) (589,5.978976249694824) (1200,5.894564628601074) (3361,5.867096900939941) (3072,5.861610412597656) (1291,5.815190315246582) (541,5.47583532333374)* (1302,5.426542282104492) (2804,5.418576240539551) (3210,5.34187650680542) (1957,5.1641082763671875) (2243,5.086092948913574) (480,5.069857120513916) (1090,5.025506019592285)* (3552,4.992075443267822)
276: (1259,6.490732669830322) (589,5.385087966918945) (110,5.2443647384643555) (908,4.967656135559082) (1249,4.3485212326049805)* (2160,3.813976287841797) (1580,3.6090102195739746) (858,3.5447394847869873) (1250,3.511704444885254) (2028,3.370594024658203) (3481,3.2851696014404297) (1673,3.1481380462646484) (3753,3.1326308250427246) (3160,3.077305316925049) (2291,3.072019100189209) (1269,2.963242769241333) (3897,2.864560604095459) (260,2.7726712226867676) (1284,2.7652506828308105) (1617,2.7348790168762207)
278: (968,12.009012222290039)* (1321,11.625910758972168)* (3016,10.975946426391602)* (1261,10.531725883483887)* (1407,10.524492263793945) (2867,9.623743057250977)* (2901,9.275297164916992) (724,9.260879516601562) (1994,8.582840919494629) (2107,8.555868148803711) (366,8.549972534179688) (1339,8.413236618041992)* (1128,8.340293884277344)* (1985,8.170225143432617) (1970,8.129560470581055) (1333,8.085134506225586) (188,8.036419868469238) (3932,7.893276691436768) (2118,7.770556449890137)* (3917,7.767218589782715)*
279: (1250,6.709024429321289) (3654,4.295462608337402) (2028,4.294966697692871) (110,4.206071853637695)* (1262,3.9421749114990234) (1242,3.7730934619903564) (1408,3.712869167327881) (1090,3.6979475021362305) (1208,3.6892807483673096)* (858,3.643564224243164) (1204,3.622004985809326) (1304,3.5984456539154053) (1201,3.578634262084961) (260,3.3932807445526123) (1263,3.389050006866455) (1220,3.0751149654388428) (1200,3.0275068283081055) (1198,2.977940559387207) (750,2.9628210067749023) (2951,2.9382753372192383)
280: (2997,6.269035816192627) (1256,5.312740325927734)* (1,5.247068881988525) (1394,5.201735496520996) (2396,5.0317792892456055) (1278,5.0097808837890625) (1304,4.991403579711914) (3671,4.913748741149902)* (1079,4.898953914642334) (1270,4.851203441619873) (1259,4.8459062576293945) (2300,4.793614864349365)* (1136,4.740538597106934) (1265,4.723258972167969) (1288,4.628243446350098) (1307,4.479471683502197)* (1276,4.3819098472595215) (3504,4.3090925216674805) (1244,4.304567813873291) (3361,4.286787033081055)
281: (2997,7.503086090087891) (318,7.140878677368164) (2762,5.718086242675781) (1704,5.582220077514648) (1358,5.464021682739258) (1213,5.389971733093262) (36,4.986783981323242) (3160,4.930105686187744) (2908,4.907192230224609)* (3006,4.827658176422119)* (778,4.818426609039307)* (1089,4.753837585449219) (457,4.731949806213379) (2396,4.677150249481201) (2599,4.662160873413086) (1041,4.586408615112305) (32,4.5239787101745605)* (2959,4.491890907287598) (34,4.474893093109131)* (3418,4.368854522705078)
282: (457,5.746129035949707) (589,5.601377964019775) (50,4.684870719909668) (1617,4.481051445007324) (2571,4.2421040534973145) (608,4.229400634765625) (318,4.183671951293945) (2028,3.9735734462738037) (110,3.8095366954803467) (733,3.737475633621216) (377,3.665116786956787) (527,3.6512222290039062) (480,3.5768957138061523) (1198,3.4451730251312256) (1625,3.441117286682129)* (2353,3.4309229850769043) (2058,3.4055871963500977) (3147,3.3505048751831055) (474,3.2636852264404297) (296,3.233524799346924)
283: (589,4.881936073303223) (480,3.8708205223083496) (2571,3.5629477500915527) (780,3.121725559234619) (2028,3.0615460872650146)* (1,3.0455269813537598) (260,2.948141574859619)* (3114,2.880211114883423) (3793,2.8128392696380615) (1196,2.8115148544311523) (1356,2.7735953330993652) (1544,2.672121524810791) (1210,2.6637072563171387) (316,2.6255884170532227) (1917,2.621072769165039) (1573,2.595099925994873) (1580,2.580590009689331) (2916,2.5624802112579346) (1198,2.542210578918457) (733,2.502037286758423)
284: (1210,7.409506797790527)* (589,6.49444580078125) (3175,6.2984514236450195) (1291,6.260656356811523) (1200,6.1630659103393555) (1275,5.881600379943848)* (2628,5.508249282836914)* (1356,5.414182662963867) (1215,5.3934431076049805) (2918,5.322539329528809) (2105,5.219043731689453) (2021,5.006948471069336) (1580,4.955676078796387)* (1242,4.933687686920166)* (1222,4.883576393127441)* (2968,4.881801605224609)* (1584,4.815925121307373) (2174,4.815023422241211) (1097,4.7715229988098145) (2959,4.752017498016357)*
285: (1252,7.281799793243408) (1213,5.817881107330322)* (608,5.514251708984375) (1208,5.341662406921387)* (1263,5.305118560791016)* (593,5.206537246704102) (2064,5.130822658538818) (3543,5.020319938659668)* (1089,4.747500419616699) (3201,4.718991279602051) (1207,4.702206134796143)* (3359,4.593433380126953) (1186,4.590991020202637) (1231,4.580069065093994) (1956,4.518679141998291) (3504,4.485028266906738) (3152,4.453912734985352) (2917,4.450052738189697) (1244,4.343741416931152) (2908,4.334561347961426)
286: (318,6.647403717041016) (589,6.394680500030518) (527,6.340865612030029) (1210,5.600924491882324) (608,5.488405227661133)* (50,5.421627044677734) (296,5.359299659729004)* (110,5.355813026428223) (1270,5.289865493774414) (1,5.224713325500488) (2762,4.98967170715332) (2571,4.979144096374512) (1197,4.974185466766357) (1259,4.9550347328186035) (1265,4.913134574890137)* (1221,4.725262641906738) (2396,4.721391201019287) (480,4.6656599044799805) (1193,4.661717414855957) (1213,4.62601375579834)
287: (2997,9.454082489013672)* (1704,7.075965881347656)* (608,7.040092945098877) (110,6.222665786743164)* (2908,6.177729606628418) (2959,6.078988552093506) (3176,5.685693740844727) (265,5.599306106567383) (1617,5.51954984664917) (2324,5.5170793533325195) (1094,5.364890098571777) (2686,5.038821220397949) (2599,4.96108341217041) (3147,4.956339359283447) (2333,4.917396068572998)* (50,4.896420478820801) (2571,4.728881359100342) (1041,4.65562105178833) (34,4.631000518798828) (1193,4.507256507873535)*
288: (589,8.971699714660645) (457,8.329242706298828) (1240,7.68045711517334)* (260,7.16306209564209)* (1196,7.016970634460449)* (2916,6.798460960388184)* (3256,6.294886589050293) (110,6.0034589767456055)* (648,5.936094284057617) (2194,5.693982124328613) (1370,5.569977760314941) (592,5.522439479827881) (780,5.513622283935547) (1387,5.507773399353027) (1954,5.460818290710449) (2115,5.36635684967041) (1580,5.30177116394043)* (2028,5.268238067626953) (380,5.248212814331055)* (1214,5.234012603759766)
289: (1240,7.4881391525268555)* (1214,7.071807861328125) (1617,6.578606128692627) (457,6.395471572875977) (260,6.3029046058654785) (1252,6.106603622436523)* (2571,5.794447898864746) (1213,5.586775779724121) (2028,5.579954624176025) (1196,5.454425811767578) (6,5.21766996383667) (541,5.144832611083984) (296,5.130212306976318) (2194,4.80033016204834) (1249,4.790147304534912) (111,4.772619247436523) (2947,4.665962219238281)* (1258,4.598268508911133) (3703,4.497003078460693) (110,4.484438896179199)
290: (1265,3.89548921585083) (587,3.4994029998779297) (597,3.4413657188415527) (1,3.368107557296753) (2396,3.2463111877441406) (11,3.182784080505371) (1307,3.116302251815796) (1270,3.0752434730529785) (1784,3.0534110069274902) (1721,2.9216179847717285)* (2671,2.7709860801696777) (318,2.7616872787475586)* (357,2.717331886291504) (527,2.650698661804199)* (1393,2.618729591369629) (39,2.613840103149414) (1569,2.530622959136963) (1923,2.4750449657440186) (2797,2.4268975257873535) (339,2.4127116203308105)
291: (1247,7.121485710144043)* (17,6.399102210998535) (318,6.175276279449463) (1721,5.9374895095825195) (914,5.906454086303711)* (1307,5.6297383308410645) (1947,5.607244968414307)* (1207,5.511604309082031)* (1962,5.502531051635742) (1961,5.477148056030273)* (1246,5.373689651489258) (1393,5.333736419677734) (1704,5.3320817947387695) (3471,5.175530910491943) (902,5.16138219833374) (1250,5.160676956176758)* (1196,5.128392219543457)* (858,5.10207462310791) (2020,5.073977470397949) (1299,5.056866645812988)
292: (1196,5.53986120223999)* (593,5.345335960388184) (480,5.232651710510254) (110,5.124464988708496) (541,5.121913909912109) (2028,5.118949890136719) (1210,4.982036590576172) (924,4.696807861328125) (527,4.557186126708984) (1214,4.531247615814209) (1240,4.4687981605529785) (608,4.360982894897461) (1200,4.098608016967773) (1249,4.037999153137207) (318,3.9762215614318848) (750,3.93965482711792) (2628,3.808030605316162) (1584,3.771350383758545) (1198,3.767394542694092) (2762,3.7166857719421387)
293: (2324,7.167954444885254)* (590,6.346755027770996)* (36,6.308521270751953) (3006,6.096778869628906) (515,5.847257614135742)* (1962,5.806504726409912) (1231,5.654344081878662) (1094,5.5554046630859375) (529,5.504786491394043) (1299,5.482442855834961) (994,5.241384983062744) (2396,5.083527565002441) (1193,5.069065093994141)* (1233,5.065918922424316) (2359,5.053675174713135) (1960,5.038675308227539) (2501,4.9734907150268555) (2028,4.962512016296387) (25,4.875988006591797) (509,4.828470706939697)
294: (1,4.871458053588867) (1641,4.179431438446045) (2064,3.775758743286133) (2599,3.725828170776367) (1449,3.664259672164917) (2395,3.6455135345458984) (1148,3.3703320026397705) (2289,3.3580098152160645) (2858,3.2086215019226074) (1923,3.1135916709899902) (3253,3.096871852874756) (1747,3.0081000328063965)* (608,2.9837396144866943) (3006,2.9742114543914795) (1885,2.9689736366271973) (1784,2.9654698371887207) (1914,2.9321842193603516)* (1517,2.9275455474853516) (2321,2.9002556800842285) (1188,2.8978867530822754)
295: (2716,2.6314077377319336)* (913,2.232048511505127) (2355,2.06227970123291)* (2683,2.021480083465576)* (3175,1.7350724935531616) (3114,1.6696679592132568)* (1127,1.637028455734253)* (588,1.5608394145965576) (223,1.558861494064331) (2700,1.5523940324783325)* (2770,1.5453752279281616) (1291,1.4261554479599)* (2997,1.399310827255249)* (2761,1.389465093612671) (1196,1.3808075189590454)* (1198,1.3488616943359375)* (785,1.3337416648864746)* (2706,1.3145012855529785)* (2396,1.3061976432800293)* (2394,1.3029654026031494)
296: (1259,3.1403257846832275) (2160,2.8672547340393066)* (3932,2.711900472640991)* (908,2.5873968601226807) (2455,2.33386492729187)* (2454,2.320331573486328)* (110,2.168550968170166) (1248,2.1583733558654785) (480,2.1229724884033203)* (3936,2.0284101963043213) (2858,2.01523756980896) (2948,1.984060525894165) (2791,1.934333086013794)* (3927,1.9059808254241943) (2291,1.849331259727478) (3917,1.8078778982162476) (1284,1.7595562934875488) (1261,1.709667682647705) (3753,1.6628669500350952) (3929,1.6320956945419312)
297: (527,7.103082180023193) (1136,7.0676469802856445)* (1,6.770923137664795) (1198,6.6694560050964355) (50,6.569517135620117) (260,6.535717010498047) (1196,6.208034038543701) (1259,5.778527736663818) (1148,5.725707054138184) (912,5.668851375579834) (223,5.574443340301514) (1704,5.388002395629883) (110,5.304984092712402)* (34,5.218619346618652) (1304,5.038814544677734)* (3421,4.995414733886719) (3114,4.907413959503174) (2289,4.880347728729248) (1210,4.862272262573242) (2762,4.841400623321533)
298: (1259,6.375551223754883) (589,6.26786470413208) (3578,5.627069473266602) (3753,5.481077671051025) (110,5.372177600860596) (3897,5.331942558288574) (908,5.300933837890625) (3555,4.7505292892456055) (3160,4.646782875061035) (2791,4.576546669006348) (3510,4.529323577880859) (1580,4.146482944488525) (1035,4.107659816741943) (3948,4.005545616149902) (3408,3.999379873275757) (2291,3.9933838844299316) (2997,3.9883644580841064) (3911,3.68966007232666) (551,3.671449661254883)* (260,3.487842559814453)
299: (527,7.272836685180664) (318,7.067045211791992) (593,6.998170375823975) (2396,6.314272880554199) (908,6.011629104614258) (3006,6.0092668533325195) (1213,5.928110122680664) (1196,5.921700954437256) (1617,5.763936519622803) (1198,5.4476423263549805) (3160,5.359186172485352) (3114,5.309925556182861) (1230,5.258678436279297) (923,5.1920270919799805) (50,5.170480728149414) (3408,5.157747745513916) (2762,5.1543965339660645) (1252,5.056886196136475) (750,4.938755989074707) (2395,4.850980758666992)
300: (2028,7.517207622528076)* (527,6.618523120880127) (1196,6.406608581542969)* (260,6.277247428894043) (1221,6.153831481933594)* (592,6.091578483581543) (377,5.972560882568359)* (2947,5.955728530883789) (349,5.853998184204102) (1210,5.8482441902160645) (1674,5.775012016296387)* (1231,5.6235671043396)* (1240,5.607611179351807)* (919,5.6068291664123535) (2804,5.581845283508301)* (1961,5.511688232421875) (3361,5.328418254852295) (1304,5.322575569152832) (2987,5.317477226257324) (2268,5.282712936401367)
301: (2716,2.6314079761505127)* (913,2.232048749923706) (2355,2.0622799396514893)* (2683,2.0214803218841553)* (3175,1.7350726127624512) (3114,1.669668197631836)* (1127,1.637028694152832)* (588,1.5608396530151367)* (223,1.5588617324829102)* (2700,1.552394151687622)* (2770,1.5453753471374512) (1291,1.426155686378479)* (2997,1.3993110656738281)* (2761,1.38946533203125)* (1196,1.380807638168335)* (1198,1.3488619327545166)* (785,1.3337419033050537)* (2706,1.3145015239715576)* (2396,1.3061978816986084)* (2394,1.3029654026031494)*
302: (1136,7.844987869262695)* (2716,7.45251989364624)* (2599,7.411533355712891)* (2028,6.650081634521484)* (2959,6.586919784545898)* (356,6.565066814422607) (104,6.4920454025268555)* (32,6.448711395263672) (1784,6.4155426025390625) (1580,6.3938446044921875) (1148,6.328969955444336)* (1704,6.310789108276367) (2321,6.291472434997559)* (1213,6.262270450592041) (3052,6.160555362701416)* (1291,6.1054277420043945)* (1732,6.022460460662842)* (2324,5.950506687164307) (1610,5.90688419342041)* (480,5.89316987991333)*
303: (1704,6.463567733764648) (457,5.939021110534668) (246,5.881128311157227)* (2064,5.277726173400879) (2289,5.205656051635742) (2396,5.126553058624268) (1393,5.103628158569336)* (2324,5.0904541015625) (318,5.058505058288574) (2599,4.939713478088379) (1188,4.917510986328125) (150,4.911014556884766) (300,4.86494255065918)* (1610,4.834710121154785)* (3418,4.789948463439941) (357,4.781327247619629)* (1213,4.70119571685791) (36,4.662099838256836) (265,4.616591930389404) (1,4.581538677215576)
304: (2716,2.6314079761505127) (913,2.232048749923706)* (2355,2.0622799396514893) (2683,2.0214803218841553) (3175,1.7350726127624512) (3114,1.669668197631836) (1127,1.637028694152832) (588,1.5608396530151367) (223,1.5588617324829102) (2700,1.552394151687622) (2770,1.5453753471374512) (1291,1.426155686378479) (2997,1.3993110656738281) (2761,1.3894652128219604) (1196,1.380807638168335) (1198,1.348861813545227) (785,1.3337419033050537) (2706,1.3145015239715576) (2396,1.3061978816986084) (2394,1.3029654026031494)
305: (1982,6.588089942932129) (968,6.1476969718933105) (1258,5.6830034255981445) (594,5.681642055511475) (1407,5.539984226226807) (2987,5.4140543937683105) (1321,5.353756427764893) (1,5.135723114013672) (1350,5.119204521179199) (3793,4.94999885559082) (2160,4.910742282867432) (1347,4.753933906555176) (2657,4.732372760772705) (1022,4.714440822601318) (2080,4.601219177246094) (2459,4.598104000091553) (2288,4.55948543548584) (2078,4.549579620361328) (1333,4.526067733764648) (2455,4.514355659484863)
306: (3510,7.837424278259277)* (110,7.748961448669434) (1,7.363421440124512) (1923,6.964075088500977) (3408,6.887775421142578) (457,6.585649490356445)* (480,6.444509506225586) (2918,6.360950946807861)* (2000,6.295401573181152)* (3755,6.266279220581055) (733,6.240169525146484)* (3301,6.065021991729736) (527,5.870777130126953) (2959,5.820455551147461) (3752,5.8058929443359375) (780,5.776707649230957) (1270,5.7420830726623535)* (3114,5.5844526290893555) (1198,5.319030284881592) (588,5.268111228942871)
307: (1250,8.97133731842041) (923,7.436206340789795) (910,7.331868648529053) (593,7.2939558029174805) (1248,7.04509162902832) (904,6.968443393707275)* (913,6.849569320678711) (1221,6.502264022827148)* (527,6.415750503540039)* (922,6.342181205749512) (2186,6.284011363983154) (3095,6.271275520324707) (1213,6.215839385986328) (1276,6.211104393005371)* (318,6.169443130493164)* (1230,6.056606769561768) (3334,5.942751407623291)* (1204,5.8928680419921875) (926,5.868481636047363)* (1225,5.786250591278076)
308: (1210,6.912470817565918)* (2918,6.622885227203369)* (1258,6.554110527038574) (1259,6.533946514129639) (919,6.506670951843262)* (1136,6.38899040222168) (457,6.110840797424316)* (923,6.042943477630615)* (1036,6.013241767883301)* (1265,5.965106964111328)* (2028,5.825468063354492)* (2997,5.7804718017578125)* (1307,5.758568286895752) (1097,5.752564907073975)* (1242,5.730278015136719) (2064,5.478499412536621)* (1214,5.36643123626709)* (3897,5.36579704284668) (1610,5.362545967102051) (1060,5.3445634841918945)
