userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
0: (15,9.260698318481445)* (265,7.40818452835083) (11,7.243408203125)* (324,7.1678900718688965) (215,7.024662017822266) (48,7.00746488571167)* (170,6.78004264831543)* (53,6.7480974197387695)* (276,6.73099422454834) (300,6.5774736404418945) (674,6.513030529022217) (279,6.449097633361816) (169,6.3520097732543945)* (107,6.321380615234375)* (371,6.212302207946777) (1187,6.1766357421875) (203,6.117630958557129) (262,6.080989837646484) (632,5.9167585372924805) (440,5.913481712341309)
240: (832,7.909749507904053) (2244,7.558160305023193)* (368,7.420416831970215) (1294,7.286266803741455) (697,7.160767078399658) (459,6.934532642364502)* (183,6.281752586364746) (3662,6.274110794067383) (2428,6.08487606048584) (2956,6.0203094482421875)* (2664,6.01522159576416) (3708,6.011202812194824) (1812,5.8862786293029785) (3637,5.865980625152588) (3402,5.855840682983398) (13,5.804623603820801) (3024,5.757812023162842) (898,5.704864501953125) (2845,5.700420379638672) (1164,5.699975967407227)
241: (8,8.451791763305664) (366,7.98521614074707)* (161,7.9046525955200195) (716,7.891777038574219)* (159,7.794397354125977)* (371,7.619565963745117) (107,7.4374494552612305) (6,7.339366436004639)* (2119,7.303524971008301) (5,7.263759613037109)* (697,7.231770038604736) (205,7.16460657119751) (717,7.144099235534668) (44,7.1383562088012695) (203,7.134068012237549)* (48,7.1313300132751465)* (363,7.079930305480957) (385,7.043889045715332) (169,7.0252275466918945) (156,6.920808792114258)
242: (15,4.0489301681518555) (167,3.895792007446289) (81,3.381688117980957) (592,3.32436466217041) (707,3.254779577255249) (364,3.204561710357666) (560,3.1408796310424805) (226,3.137160301208496) (215,3.1150357723236084) (130,3.09898042678833) (669,3.097416400909424) (185,3.0431108474731445) (67,2.96005916595459) (170,2.959136962890625) (360,2.939312219619751) (721,2.938666343688965) (0,2.9332797527313232) (388,2.930450439453125) (147,2.920687198638916) (421,2.89764142036438)
243: (143,8.032308578491211)* (394,7.709377765655518)* (1195,7.392619609832764)* (1267,7.313084602355957) (102,7.306510925292969) (125,7.204129695892334) (1055,7.19216775894165) (344,7.121578216552734) (560,7.0791802406311035) (5,6.937978744506836) (1222,6.8853349685668945) (1100,6.793834209442139) (1019,6.79055118560791)* (1058,6.785820007324219)* (628,6.770090103149414) (8,6.758443832397461) (520,6.747912406921387) (981,6.710607051849365)* (501,6.7096734046936035) (530,6.704034805297852)*
244: (1190,9.664838790893555)* (3862,8.325490951538086)* (721,8.161974906921387)* (382,8.087203025817871) (226,8.029869079589844)* (459,7.997652530670166) (15,7.947868347167969)* (421,7.87921142578125) (1977,7.7510786056518555) (1370,7.750252723693848) (668,7.740522384643555) (1272,7.6914143562316895)* (3093,7.644753932952881)* (359,7.608996391296387) (444,7.520392417907715)* (168,7.48837947845459)* (142,7.464505672454834) (3548,7.459070682525635)* (1261,7.4267778396606445)* (832,7.403495788574219)
245: (50,11.267976760864258)* (15,10.915989875793457)* (54,10.53079605102539)* (13,10.03349494934082)* (1717,9.609807014465332) (342,9.445158004760742)* (298,9.153393745422363)* (129,8.982004165649414)* (167,8.941319465637207) (1192,8.873157501220703)* (14,8.832468032836914)* (366,8.82615852355957) (434,8.810544967651367) (315,8.664592742919922)* (439,8.480768203735352) (862,8.206395149230957) (952,8.204703330993652) (1831,8.199089050292969) (875,8.193868637084961) (11,8.171151161193848)
246: (15,4.470080375671387)* (131,4.124292373657227) (54,3.9035539627075195) (13,3.8408894538879395) (72,3.8104734420776367)* (167,3.7287797927856445) (11,3.688596248626709) (115,3.6414382457733154) (276,3.599858045578003) (312,3.5460073947906494) (82,3.5221285820007324) (113,3.4457240104675293) (67,3.419703960418701) (14,3.3953170776367188) (279,3.365487575531006) (265,3.328618049621582) (215,3.3231115341186523) (9,3.320225715637207) (135,3.2797794342041016) (142,3.2451534271240234)
247: (167,4.440607070922852)* (15,4.4316864013671875) (721,3.683349847793579) (215,3.431527614593506) (11,3.414332866668701) (159,3.409693956375122) (366,3.3940937519073486)* (592,3.3888072967529297) (324,3.3528552055358887) (81,3.2822999954223633) (67,3.1703367233276367) (199,3.0403289794921875) (17,3.029317855834961) (142,3.0110983848571777) (0,2.9986836910247803) (1144,2.989647626876831) (131,2.977962017059326) (48,2.9680862426757812) (168,2.9660449028015137) (722,2.9591145515441895)
248: (185,8.628171920776367)* (707,7.554362773895264)* (1278,7.364820957183838) (1144,7.096383094787598) (539,6.967482566833496)* (166,6.548266410827637) (2609,6.402042388916016) (1027,6.302988052368164) (143,6.264311790466309) (162,6.1846842765808105) (1267,6.162413120269775) (324,6.161585807800293) (915,6.077153205871582) (81,6.012031078338623) (628,5.949474334716797)* (493,5.94150447845459) (1072,5.868991851806641) (170,5.8446831703186035) (541,5.805153846740723) (889,5.792956829071045)
249: (592,6.804765224456787) (15,5.955339431762695) (1144,5.704151153564453) (136,5.529356479644775) (147,5.343631744384766) (642,5.170219421386719) (520,5.162540912628174) (941,4.880082130432129) (559,4.878774642944336)* (575,4.796802997589111) (1100,4.795901298522949) (2609,4.770578384399414) (2082,4.707391738891602) (519,4.676497459411621) (546,4.669528007507324) (130,4.593761444091797) (1278,4.459056377410889) (2114,4.390270233154297) (167,4.340141296386719) (164,4.2703857421875)
250: (81,2.272792339324951) (15,2.06504225730896) (130,2.006819725036621) (167,1.9602444171905518) (707,1.9258089065551758) (106,1.8960658311843872) (364,1.8905311822891235) (94,1.8903558254241943) (1260,1.8683247566223145) (721,1.8039871454238892) (136,1.800804853439331) (560,1.789050579071045) (520,1.7677839994430542) (875,1.7566556930541992) (85,1.7491978406906128) (1267,1.728507161140442) (0,1.7201619148254395) (4,1.647220492362976) (818,1.623640537261963) (746,1.6208605766296387)
251: (185,8.608518600463867)* (560,8.593935012817383) (136,6.967253684997559) (707,6.715669631958008) (153,6.616108417510986) (15,6.530463218688965) (493,6.2787322998046875) (2066,5.86429500579834)* (915,5.85923957824707) (130,5.779064178466797) (1062,5.673299789428711) (932,5.511075019836426)* (167,5.454984664916992) (2609,5.308658599853516) (1267,5.300432205200195) (625,5.2691426277160645) (2779,5.226119041442871) (1144,5.225683689117432) (904,5.143782615661621) (215,5.126086235046387)*
252: (11,4.008696556091309) (81,3.9192256927490234) (215,3.849717140197754) (48,3.715125322341919) (168,3.6775035858154297) (324,3.5762486457824707) (67,3.5095107555389404) (9,3.5054354667663574) (18,3.4027209281921387) (131,3.3773608207702637) (364,3.2770121097564697) (721,3.275247097015381) (1202,3.2585971355438232) (113,3.2428393363952637) (661,3.19273042678833) (674,3.1655006408691406) (142,3.096252918243408) (0,3.051004409790039) (366,3.015352725982666) (135,3.0018248558044434)
253: (5,1.6892590522766113) (2,1.6763242483139038) (6,1.661436915397644) (139,1.6551835536956787) (203,1.6154345273971558) (632,1.5900812149047852) (324,1.5887181758880615) (440,1.5691120624542236) (538,1.565122127532959) (385,1.5631003379821777) (34,1.5387580394744873) (510,1.525515079498291) (479,1.523460865020752) (444,1.514648199081421) (15,1.5141350030899048) (344,1.5100805759429932) (481,1.508710265159607) (167,1.4896554946899414) (101,1.4764467477798462) (1195,1.466954231262207)
254: (15,1.9725937843322754) (167,1.6922180652618408) (159,1.412337064743042) (592,1.3953343629837036) (135,1.3591337203979492) (324,1.3519220352172852) (185,1.3503248691558838) (170,1.3091191053390503) (265,1.2984468936920166) (67,1.2886825799942017) (81,1.288056492805481) (48,1.278491735458374) (560,1.2539443969726562) (11,1.2524652481079102) (215,1.2408307790756226) (136,1.2284438610076904) (512,1.222667932510376) (674,1.2194008827209473) (162,1.1864564418792725) (363,1.1788101196289062)
257: (368,11.239981651306152) (354,9.522649765014648)* (274,9.42800235748291) (922,9.098791122436523) (158,9.026900291442871)* (263,8.815670013427734) (15,8.790050506591797) (1192,8.558816909790039) (553,8.54101848602295) (168,8.41380500793457)* (14,8.255596160888672) (201,8.180941581726074)* (1812,8.174347877502441)* (987,8.112722396850586) (2428,8.018885612487793) (113,7.961228847503662) (82,7.918159484863281) (2244,7.890356063842773)* (115,7.759342670440674)* (210,7.712603569030762)
258: (67,10.178302764892578)* (298,9.032940864562988)* (142,8.873475074768066)* (89,8.825525283813477)* (371,8.745489120483398)* (169,8.710676193237305)* (87,8.666762351989746) (53,8.535879135131836)* (312,8.501921653747559) (51,8.381080627441406)* (13,8.364453315734863)* (161,8.158170700073242) (669,7.975414276123047)* (72,7.89762020111084)* (354,7.894585609436035)* (95,7.828965187072754) (18,7.809110164642334)* (106,7.776307106018066) (1368,7.666690826416016)* (661,7.564783573150635)
259: (707,5.500320911407471) (560,4.989016532897949) (592,4.823376178741455) (2066,4.639660835266113) (15,4.574433326721191) (1063,4.573977470397949) (520,4.514104843139648)* (130,4.505030632019043) (153,4.463827133178711) (147,4.4604291915893555) (166,4.448642730712891) (1267,4.403226852416992)* (136,4.379519939422607) (167,4.359561443328857) (1273,4.338006019592285) (1518,4.249020099639893) (185,4.230756759643555) (2609,4.213610649108887) (1790,4.020409107208252) (2120,3.998915910720825)
260: (0,8.449092864990234) (1204,8.112268447875977) (226,7.944456100463867)* (1336,7.815525054931641) (1940,7.815453052520752)* (479,7.673129081726074)* (697,7.635646820068359) (15,7.526925086975098)* (222,7.429213523864746)* (116,7.408048629760742)* (1949,7.406641006469727) (388,7.271825790405273)* (123,7.223384857177734) (990,7.217880725860596) (722,7.168031215667725) (102,7.1351823806762695)* (144,7.103246688842773)* (716,7.090939521789551) (1201,7.043103218078613) (2172,7.033992290496826)
261: (131,6.104827404022217) (67,5.980609893798828) (11,5.87301778793335) (324,5.847139835357666) (173,5.490484714508057)* (170,5.490464687347412) (674,5.485845565795898) (371,5.458876132965088) (107,5.458208084106445)* (142,5.39248514175415) (162,5.312902450561523)* (101,5.221388816833496) (276,5.214789867401123)* (4,5.1543169021606445) (115,4.982418060302734) (54,4.874640464782715) (592,4.840723514556885) (211,4.801999568939209) (1357,4.791542053222656) (364,4.783054351806641)
262: (421,10.0697021484375)* (359,9.51386833190918)* (388,8.850932121276855)* (1826,8.451430320739746) (2173,8.169936180114746)* (1281,7.987166404724121) (721,7.899555683135986)* (957,7.508572578430176)* (722,7.446418285369873) (4118,7.343672275543213) (704,7.131799221038818) (139,7.11397647857666) (2154,7.093542098999023)* (162,7.013884544372559)* (2168,6.896820545196533)* (2,6.839409351348877)* (5,6.6001505851745605)* (664,6.595353126525879) (3864,6.5654754638671875)* (203,6.523838996887207)
263: (130,7.097719669342041)* (106,6.117081642150879) (8,6.112255096435547) (95,5.934331893920898)* (147,5.868808269500732) (81,5.787724018096924) (161,5.72593879699707)* (2066,5.710136890411377) (707,5.565054893493652) (512,5.534173011779785) (324,5.412302494049072) (48,5.355807304382324) (116,5.287542819976807) (673,5.265044212341309) (818,5.2038187980651855) (1260,5.198908805847168) (2170,5.173226356506348) (366,5.133835792541504) (1267,5.116883277893066)* (373,5.110052108764648)
264: (364,9.634028434753418)* (459,8.871505737304688) (94,8.40684700012207)* (4544,8.222414016723633)* (404,8.19929313659668) (106,8.115118026733398) (183,8.013126373291016) (133,7.964527130126953)* (1027,7.884401321411133) (4799,7.858470439910889) (1235,7.856677532196045) (4557,7.650866985321045) (12578,7.612011909484863)* (4518,7.385960578918457)* (1008,7.310099124908447) (1645,7.295253276824951) (4464,7.276745319366455) (1017,7.220973968505859)* (425,7.150509357452393)* (1977,7.137875080108643)
265: (512,3.7284865379333496) (539,3.708343982696533) (136,3.596893072128296) (185,3.473113775253296) (1027,3.3107333183288574) (522,3.293379068374634) (147,3.278374671936035) (476,3.245248556137085) (907,3.2304766178131104) (575,3.171870231628418) (116,3.1537094116210938) (133,3.1495842933654785) (913,3.1342954635620117) (1276,3.1242241859436035) (1043,3.0978593826293945) (560,3.097482681274414) (559,3.0796384811401367) (2761,3.071707248687744) (908,3.065399169921875) (530,3.040363311767578)
267: (528,6.143759727478027) (560,5.930344581604004) (185,5.643227577209473) (153,5.599355697631836) (166,5.459560394287109) (512,5.185715675354004) (136,5.045805931091309)* (15,5.01179313659668) (130,4.99294376373291) (1303,4.917977333068848) (1144,4.9104132652282715) (147,4.844832420349121) (116,4.791960716247559) (3655,4.762301445007324) (1546,4.706023216247559) (913,4.694045543670654) (1276,4.660165309906006) (539,4.602542877197266) (1267,4.553201675415039) (2609,4.539024829864502)
268: (1950,11.983304977416992)* (440,11.732723236083984)* (3051,11.460554122924805)* (2173,11.281866073608398)* (5219,11.019193649291992)* (3478,10.992151260375977)* (1456,10.962645530700684)* (1847,10.881675720214844)* (11,10.78703498840332)* (3288,10.658509254455566)* (18366,10.657979965209961) (2072,10.557889938354492)* (4177,10.542583465576172)* (81,10.507328987121582)* (267,10.488907814025879)* (324,10.479923248291016) (8259,10.475418090820312)* (252,10.291528701782227) (12758,10.246367454528809)* (2085,10.206247329711914)*
269: (592,6.6442341804504395) (185,5.763039588928223) (15,5.654031753540039) (1144,5.459438323974609)* (560,5.432631492614746) (642,5.392038345336914) (2609,5.222291946411133)* (2137,4.999123573303223) (2120,4.908571243286133) (941,4.893557071685791) (1790,4.6784443855285645)* (167,4.629858016967773) (166,4.58992862701416) (147,4.430999279022217) (2114,4.28754997253418) (1091,4.286708831787109) (3266,4.247783660888672) (3655,4.22031307220459) (2116,4.1123366355896)* (2779,4.107100009918213)
270: (479,5.7597222328186035)* (404,5.236809730529785)* (173,5.031169891357422) (632,5.016364574432373) (136,5.013119697570801)* (481,5.00278377532959) (139,4.900197982788086)* (143,4.884532451629639) (105,4.880075454711914) (520,4.854689598083496) (536,4.850893974304199) (1390,4.71770715713501)* (1027,4.67503023147583)* (116,4.647618293762207) (2,4.641983509063721) (1195,4.450349807739258)* (592,4.422597408294678) (1063,4.395185470581055) (707,4.375636100769043) (364,4.316082000732422)
271: (164,8.311847686767578)* (81,7.872097969055176)* (15,7.715238571166992) (276,7.582039833068848)* (186,7.481386184692383)* (11,7.474264144897461) (163,7.254444599151611) (1207,7.102951526641846)* (669,6.744362831115723) (130,6.638289451599121) (520,6.503126621246338) (113,6.3111186027526855) (2026,6.290231227874756)* (262,6.223876953125)* (17,6.160761833190918) (217,6.101386070251465)* (5094,6.052704811096191) (870,6.013670921325684)* (167,5.982057571411133) (173,5.8892083168029785)
272: (131,8.6546630859375)* (434,8.153066635131836) (13,7.793924331665039)* (4,7.643823623657227) (312,7.612406253814697)* (158,7.20587158203125)* (82,7.165887832641602) (302,7.121016502380371) (3445,7.054533004760742) (366,7.020673751831055) (1814,6.902474403381348) (14,6.806482315063477) (113,6.802284240722656)* (844,6.766134262084961) (142,6.669450283050537) (72,6.593015670776367) (1279,6.4769206047058105) (11,6.476142883300781) (342,6.451975345611572) (298,6.401464939117432)
273: (161,7.7295002937316895) (139,6.979094505310059) (345,6.603008270263672)* (716,6.450651168823242)* (366,6.430049896240234)* (185,6.246270179748535) (298,6.131312847137451) (707,6.127492904663086) (162,6.075619220733643) (2,6.021398544311523)* (222,5.999286651611328) (51,5.997748374938965) (67,5.994134426116943) (1063,5.972494125366211) (818,5.897677898406982) (131,5.7715277671813965) (215,5.689281940460205) (5,5.664624214172363)* (539,5.650978088378906)* (207,5.631939888000488)
274: (810,8.146766662597656) (1260,7.452208042144775) (85,7.155592918395996) (17,7.026123046875) (704,6.905537128448486) (301,6.835073947906494)* (219,6.778253555297852) (18,6.762335300445557) (818,6.684787273406982) (1235,6.675046920776367) (1061,6.6722002029418945) (1949,6.432147979736328)* (142,6.400175094604492) (669,6.3801164627075195) (1322,6.17575740814209) (1202,6.150326251983643) (211,6.050999641418457) (683,5.999814987182617) (955,5.944632053375244) (9,5.884572505950928)
275: (421,8.49864387512207)* (167,7.734945297241211) (211,7.584419250488281) (986,7.497773170471191) (717,7.4266037940979) (716,7.368000507354736) (366,7.218758583068848) (8,7.203708648681641) (1243,7.041905403137207) (205,6.9309000968933105) (301,6.872734546661377)* (199,6.871427536010742) (324,6.8682451248168945) (701,6.76819372177124) (6,6.6480207443237305)* (385,6.5685529708862305) (162,6.530894756317139) (444,6.510976791381836) (207,6.510611534118652)* (201,6.478514671325684)
276: (15,9.73831558227539)* (139,8.278512954711914) (167,8.224164962768555)* (1279,8.032635688781738) (434,7.585050582885742)* (123,7.579808712005615)* (262,7.538917541503906)* (329,7.53416633605957)* (168,7.448421001434326) (899,7.310772895812988) (366,7.272970199584961) (279,7.2290849685668945)* (48,7.122967720031738) (161,7.024764060974121) (538,6.956088066101074)* (107,6.929488658905029) (344,6.87370491027832)* (80,6.823629856109619) (300,6.76488733291626) (363,6.736610412597656)
277: (11,7.382973670959473)* (661,6.770553112030029) (0,6.563318729400635) (18,6.467698097229004) (1281,6.459198474884033) (123,6.4109086990356445) (113,6.404470443725586) (9,6.372097015380859) (359,6.364889621734619) (167,6.190998077392578) (324,6.154297828674316) (439,6.072336196899414) (721,6.009726524353027) (173,6.0011677742004395)* (669,5.984762191772461)* (237,5.614323616027832) (2932,5.598158836364746)* (16,5.594032287597656) (219,5.565478324890137) (632,5.564440727233887)*
278: (167,9.350162506103516) (15,9.344539642333984)* (721,7.668000221252441)* (81,7.511546611785889) (215,7.437740325927734) (592,7.187671661376953) (159,7.1758904457092285)* (162,7.032196998596191) (67,6.960387229919434) (324,6.9177446365356445) (136,6.782509803771973) (131,6.6709513664245605) (707,6.651523590087891) (1336,6.377310752868652) (810,6.376281261444092)* (107,6.318195343017578) (722,6.283156394958496)* (312,6.227593898773193)* (207,6.223953723907471)* (210,6.164962291717529)
279: (2220,9.026142120361328) (3024,8.686594009399414) (1116,8.65856647491455)* (366,8.557096481323242) (493,8.284355163574219) (368,8.082651138305664) (3519,8.040990829467773) (6703,7.95939302444458)* (95,7.954285621643066) (875,7.927126884460449)* (158,7.833968162536621) (707,7.703006744384766)* (89,7.668708801269531)* (367,7.662970066070557) (4,7.437732696533203) (2244,7.410203456878662)* (2428,7.2865214347839355) (592,7.2106852531433105)* (862,7.193573951721191) (274,7.137624740600586)
280: (11,6.822850704193115) (142,6.647778034210205) (941,6.590181350708008) (215,6.30355167388916) (211,6.290014743804932)* (17,6.210548400878906) (167,6.148684978485107) (1802,6.062196731567383) (570,5.86856746673584) (421,5.818628311157227) (2131,5.721545696258545)* (669,5.699934959411621) (1144,5.680285453796387) (2932,5.62705135345459) (413,5.621335983276367)* (1315,5.617565155029297) (360,5.615145683288574) (4096,5.612723350524902) (1202,5.595028877258301) (185,5.565831184387207)
281: (142,9.603124618530273) (219,9.07501220703125)* (382,8.783980369567871) (421,8.618266105651855)* (1826,8.059725761413574)* (360,7.932710647583008) (388,7.561326503753662) (2123,7.47947883605957) (270,7.411838531494141) (226,7.302391529083252)* (4066,7.044057846069336) (3058,6.900494575500488) (201,6.8878655433654785)* (276,6.882482051849365) (35,6.819603443145752) (189,6.789364337921143) (4,6.716267108917236)* (54,6.649529933929443)* (213,6.564526557922363) (167,6.539091110229492)*
282: (15,5.928544998168945)* (560,5.46389102935791) (707,5.399724006652832) (512,5.32581090927124) (167,5.3193182945251465) (2956,5.294926166534424) (1116,5.160948753356934) (147,5.100594520568848) (159,5.013482093811035) (168,4.9492998123168945) (67,4.92617130279541) (906,4.8968353271484375) (915,4.874246597290039) (48,4.868249893188477) (312,4.848191261291504) (1172,4.820413589477539) (1294,4.798999309539795) (158,4.793886184692383) (1813,4.789825439453125) (2066,4.597689151763916)
283: (48,7.8179826736450195) (67,7.292229652404785) (312,7.233686447143555)* (512,7.140100479125977) (367,6.918889999389648)* (4,6.832599639892578) (1273,6.747087478637695) (142,6.518010139465332)* (211,6.387940883636475)* (95,6.37242317199707)* (493,6.368178367614746) (674,6.36686372756958) (915,6.366430759429932) (185,6.320891857147217) (17,6.223639965057373)* (669,6.206414222717285) (689,6.160961151123047) (2119,6.056696891784668) (170,6.046339988708496) (1336,5.9926652908325195)*
285: (159,4.077524662017822) (67,3.978609561920166) (168,3.948453426361084) (11,3.7948741912841797) (215,3.7003283500671387) (173,3.6167092323303223) (674,3.5024573802948) (363,3.442594528198242) (81,3.4420294761657715) (113,3.428743362426758) (366,3.4210519790649414) (371,3.4020941257476807) (135,3.3855278491973877) (169,3.383655548095703) (123,3.3350534439086914) (17,3.3086113929748535) (265,3.2894935607910156) (170,3.277188301086426) (262,3.2559919357299805) (592,3.2412400245666504)
286: (617,11.282718658447266)* (2137,11.205068588256836)* (1315,11.132227897644043)* (1098,10.8849458694458)* (2839,10.860187530517578)* (1682,10.635209083557129) (1689,10.49820327758789) (2811,10.491604804992676) (1087,10.373022079467773) (3977,10.33493423461914) (642,10.255753517150879)* (1649,10.088202476501465)* (619,9.923843383789062)* (603,9.64787483215332)* (626,9.475850105285645)* (941,9.460683822631836) (2201,9.439903259277344) (6924,9.417621612548828) (1626,9.295768737792969)* (8682,9.259575843811035)*
287: (15,6.4414381980896) (159,4.871865749359131) (48,4.547534465789795) (215,4.506486892700195) (674,4.451960563659668) (162,4.444851875305176) (67,4.397860050201416) (135,4.326662540435791) (363,4.316442012786865) (440,4.1486921310424805) (11,4.1356329917907715) (2,4.066437721252441) (4,4.051308631896973) (168,4.047654628753662) (5,4.043931484222412) (298,4.015720844268799) (385,3.991715431213379) (131,3.988922595977783) (364,3.977708101272583) (169,3.960080623626709)
288: (2170,11.589635848999023) (15,10.495826721191406)* (102,10.286237716674805) (394,10.184378623962402) (85,10.16935920715332)* (889,9.86196517944336)* (758,9.840598106384277) (1860,9.830174446105957) (34,9.708623886108398) (472,9.636276245117188)* (1260,9.55184555053711)* (2,9.442265510559082)* (849,9.197930335998535) (1238,9.127450942993164)* (124,8.88683032989502)* (632,8.874237060546875)* (1232,8.702829360961914)* (167,8.6592378616333) (51,8.622474670410156)* (498,8.595762252807617)
289: (15,8.085514068603516) (4,7.45674991607666) (366,7.4513139724731445) (345,7.329409599304199) (434,7.196966648101807) (215,6.913923740386963) (107,6.849308967590332) (48,6.5190629959106445) (324,6.4910664558410645) (17,6.457581996917725) (1279,6.362907409667969) (329,6.091085433959961) (367,6.043760299682617) (159,5.996794700622559) (342,5.956597805023193) (11,5.891099452972412) (2231,5.863025188446045) (371,5.694343566894531) (922,5.489621162414551) (157,5.473258018493652)
290: (3108,15.939448356628418)* (816,13.441486358642578)* (1395,13.296415328979492)* (3051,13.064387321472168)* (5083,12.90032958984375)* (681,12.552705764770508) (7247,12.530197143554688)* (5271,12.391410827636719)* (830,12.372780799865723) (5536,11.150108337402344)* (861,10.849295616149902) (2233,10.795692443847656)* (5400,10.561758041381836)* (8157,10.50400447845459) (1472,10.49724006652832)* (5131,10.303431510925293)* (5451,10.2664213180542)* (1030,10.16020393371582) (742,10.157207489013672) (1610,10.14217758178711)*
291: (147,8.290116310119629) (560,7.405908584594727) (2137,7.39802885055542) (2120,7.07327127456665) (3346,7.040443420410156) (575,6.881234169006348) (2997,6.84977912902832) (512,6.8476104736328125) (136,6.764785289764404) (3266,6.725747108459473)* (941,6.59952449798584) (15,6.581209659576416) (1062,6.567162036895752) (4096,6.112947463989258) (642,6.110097885131836) (2069,6.079158782958984) (1297,5.9530792236328125) (932,5.920711517333984) (48,5.856697082519531) (2143,5.757932662963867)
292: (15,5.488680839538574) (11,4.714845180511475) (81,4.558204174041748)* (215,4.373390197753906) (18,4.372530460357666) (592,4.326596260070801)* (9,4.306171417236328) (67,4.261533737182617) (48,4.213161945343018) (168,4.129236221313477) (159,4.120450019836426) (661,3.994389533996582) (123,3.9843530654907227) (131,3.9723658561706543) (130,3.9720075130462646) (707,3.952800989151001) (136,3.9155726432800293) (88,3.7226314544677734) (185,3.639789581298828) (364,3.543241500854492)
293: (167,7.941277027130127) (67,7.715721130371094) (159,7.671415328979492) (107,7.645905017852783)* (136,7.609313011169434) (215,7.112968444824219)* (262,6.94931697845459)* (54,6.886691093444824)* (371,6.661665916442871) (366,6.576379776000977) (512,6.574596405029297)* (674,6.507889747619629) (265,6.442647933959961) (135,6.410488605499268) (115,6.385366439819336)* (823,6.345273971557617)* (324,6.311840057373047) (101,6.132723331451416) (276,6.124713897705078) (2077,6.088415145874023)
296: (11,8.972283363342285) (215,8.871997833251953)* (17,8.723413467407227)* (721,8.501643180847168) (364,8.1966552734375)* (226,7.728973865509033) (48,7.689284324645996) (722,7.672857284545898) (668,7.611340522766113) (159,7.537512302398682) (81,7.412484169006348) (0,7.349785804748535) (810,7.339458465576172)* (168,7.283407688140869) (142,7.255815029144287) (1281,7.176527976989746)* (1202,7.1162109375) (131,6.8680739402771)* (360,6.864775657653809) (689,6.832242965698242)
297: (48,6.891324520111084)* (215,6.065366744995117) (210,5.911099910736084)* (312,5.884696960449219) (674,5.744298934936523)* (371,5.553723335266113) (11,5.492382049560547) (35,5.476841926574707) (173,5.406652927398682) (139,5.396523952484131) (363,5.250407695770264)* (101,5.243024826049805) (129,5.19794225692749) (113,5.134150981903076) (1814,5.065435409545898) (222,5.052297592163086)* (364,5.012970924377441) (6,4.978114604949951) (2,4.9511799812316895) (721,4.9426751136779785)
298: (270,6.875423431396484) (2328,6.557427406311035) (269,6.529298305511475)* (3445,6.246674060821533) (670,6.03870153427124)* (3499,6.027872085571289)* (230,5.977227210998535) (263,5.884703636169434) (54,5.566305637359619) (287,5.497478485107422) (762,5.481462478637695)* (1186,5.458283424377441)* (90,5.425386905670166) (92,5.343944072723389) (73,5.328061580657959)* (135,5.230810165405273)* (47,5.230055332183838) (3708,5.217073440551758) (115,5.1694231033325195) (100,5.058205604553223)
299: (4275,12.729496955871582)* (306,12.344106674194336)* (559,12.069725036621094)* (2424,11.913985252380371)* (6090,11.403278350830078)* (11371,11.387551307678223)* (3775,11.312360763549805)* (11380,11.274930000305176) (2199,11.07635498046875)* (106,10.888809204101562)* (4877,10.860194206237793)* (1049,10.626033782958984)* (5006,10.550400733947754)* (2863,10.492149353027344)* (33,10.42949104309082)* (2762,10.407814025878906) (125,10.377178192138672)* (6521,10.281091690063477) (858,10.237907409667969) (4878,10.20781421661377)*
300: (9749,3.28824520111084)* (9747,3.0795412063598633) (5344,3.049466848373413) (9481,2.9986355304718018) (9745,2.9668221473693848)* (9734,2.904052257537842)* (9748,2.8428359031677246) (3601,2.8089308738708496) (5942,2.4961442947387695) (3644,2.4660696983337402) (6773,2.2303242683410645) (9585,1.84959077835083) (8853,1.6338231563568115) (3585,1.624927282333374) (9671,1.6197283267974854) (11000,1.5791609287261963) (2746,1.5318342447280884) (7185,1.516210675239563) (1756,1.496893286705017) (16592,1.4960644245147705)
301: (48,9.861581802368164) (11,9.191898345947266)* (168,9.088983535766602)* (661,8.872413635253906)* (54,8.856820106506348) (434,8.63117790222168)* (4952,8.476938247680664)* (185,8.452930450439453)* (592,8.452244758605957)* (4,8.092424392700195)* (131,8.051908493041992) (242,7.983048915863037) (136,7.729208946228027)* (88,7.68572998046875) (248,7.605625152587891) (18,7.601551532745361) (274,7.544922828674316)* (186,7.538695335388184) (340,7.449887275695801)* (107,7.3982672691345215)*
302: (90,10.967926025390625)* (1014,9.881511688232422)* (74,9.452107429504395)* (870,9.411492347717285)* (77,9.286356925964355) (922,9.136473655700684)* (10,8.9203462600708)* (481,8.844850540161133)* (2024,8.794288635253906) (1131,8.682329177856445) (2150,8.55920696258545) (1074,8.494081497192383)* (971,8.389456748962402)* (215,8.242476463317871)* (3152,8.172295570373535)* (483,8.163518905639648) (102,8.136923789978027)* (234,8.097132682800293)* (404,8.082175254821777) (372,8.078168869018555)*
303: (15,7.3137431144714355)* (298,7.044444561004639) (161,7.023088455200195) (4,6.348649978637695) (139,6.322819232940674) (560,6.294689655303955)* (130,6.152337074279785) (1278,6.1280412673950195) (1063,6.061272621154785) (51,5.944032669067383) (215,5.9117279052734375) (373,5.82706880569458) (106,5.782571315765381) (2,5.720919609069824) (716,5.668859481811523) (5,5.62067985534668) (169,5.598228454589844) (986,5.587057113647461) (512,5.548152923583984) (73,5.540290355682373)
