userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (131,7.04287576675415) (324,6.557590007781982) (374,6.557020664215088) (67,6.540916442871094) (1202,6.380517959594727) (18,6.346956729888916) (167,6.295605659484863) (1144,6.244752407073975) (823,6.103336334228516) (265,6.073156356811523) (72,6.039628028869629) (2147,6.020696640014648) (404,6.017534255981445) (50,5.994113922119141) (302,5.976400852203369) (1063,5.97012996673584) (115,5.950150012969971)* (185,5.935733318328857) (298,5.931694507598877) (107,5.893263816833496)
690: (354,8.195384979248047) (215,8.032010078430176)* (18,7.932541370391846)* (88,7.92887020111084) (15,7.826692581176758) (185,7.774131774902344) (269,7.724971771240234) (670,7.688631057739258) (167,7.681892395019531) (823,7.661554336547852) (237,7.658995628356934) (174,7.645517349243164) (276,7.532517433166504) (374,7.500586032867432) (67,7.489312171936035) (9,7.488472938537598) (3865,7.45343017578125) (553,7.403491020202637) (87,7.371325969696045) (238,7.362694263458252)
722: (185,9.29102897644043) (67,8.65241813659668) (131,8.645628929138184) (823,8.531930923461914) (72,8.443694114685059) (4,8.423615455627441) (512,8.423439025878906) (560,8.411942481994629) (553,8.305387496948242) (129,8.194849014282227) (130,8.15725326538086) (298,8.065303802490234) (952,8.020316123962402) (269,7.9943342208862305) (136,7.971573829650879) (1186,7.960824012756348) (1717,7.9448957443237305) (374,7.885891437530518) (147,7.88542366027832) (1273,7.867156505584717)*
752: (15,7.2644362449646) (167,6.799507141113281)* (18,6.669457912445068) (185,6.573762893676758) (67,6.510873317718506) (298,6.425145626068115) (952,6.421126842498779) (72,6.276446342468262) (131,6.27260684967041) (4,6.222577095031738) (360,6.216629505157471) (17,6.1972737312316895) (237,6.178215980529785) (2328,6.092439651489258) (9,6.079082489013672) (560,6.068284034729004) (4181,6.0598907470703125) (669,6.052626609802246)* (95,6.05080509185791) (2147,6.049790859222412)
779: (72,8.699304580688477) (185,8.568207740783691) (265,7.787820339202881) (512,7.78346061706543) (354,7.747121334075928) (2423,7.742195129394531) (135,7.732223033905029) (88,7.700942516326904) (670,7.576142311096191) (14,7.534916877746582)* (932,7.521247863769531) (823,7.496554374694824) (20672,7.441473960876465) (279,7.413186550140381) (1717,7.392944812774658) (374,7.3838629722595215) (215,7.3675971031188965) (174,7.341921806335449) (15,7.331076622009277) (1210,7.330358982086182)
804: (2863,10.49113655090332)* (2175,10.437400817871094)* (285,10.264780044555664)* (1177,10.225162506103516) (6541,10.055435180664062) (2423,9.999802589416504) (2561,9.995597839355469) (945,9.774066925048828) (4471,9.609254837036133) (354,9.504085540771484) (3384,9.474327087402344) (875,9.429483413696289)* (8020,9.364574432373047) (321,9.357453346252441) (4548,9.327699661254883)* (2383,9.323737144470215) (553,9.219188690185547) (823,9.213150024414062) (2266,9.202768325805664) (895,9.190881729125977)
819: (3344,12.161298751831055) (185,12.091986656188965) (952,12.014747619628906) (147,11.918085098266602) (3346,11.816405296325684) (3808,11.64499568939209)* (2069,11.545489311218262) (2790,11.491937637329102)* (1273,11.427861213684082) (3977,11.360679626464844) (172,11.268815994262695) (2143,11.005552291870117) (862,10.693769454956055) (4415,10.47293758392334) (2956,10.406230926513672) (897,10.335612297058105) (2328,10.201363563537598) (2114,10.132661819458008)* (166,10.095519065856934) (1790,10.073363304138184)
833: (87,11.687444686889648) (88,11.633729934692383) (16,11.417590141296387)* (2423,11.187625885009766) (258,11.136924743652344) (20672,10.887426376342773)* (15,10.794593811035156) (6090,10.79061508178711)* (2237,10.729255676269531) (5622,10.602758407592773) (2261,10.492776870727539) (2803,10.409577369689941) (2199,10.344767570495605) (2069,10.25475025177002) (2898,10.229596138000488) (6541,10.157086372375488) (1717,10.152544975280762) (2447,10.11917495727539) (1062,10.032124519348145) (1553,9.964871406555176)
847: (9356,11.578039169311523) (1172,10.887401580810547)* (3312,10.666421890258789)* (802,10.483023643493652)* (190,10.2354736328125)* (131,10.156338691711426) (898,10.141664505004883) (315,9.948265075683594) (9309,9.946182250976562) (224,9.89588737487793) (367,9.890316009521484)* (2964,9.86561107635498) (9352,9.83289623260498) (1153,9.721529006958008) (862,9.637125968933105) (95,9.575817108154297) (1294,9.532262802124023) (3519,9.495084762573242) (1123,9.385306358337402) (1340,9.365543365478516)
881: (185,4.657344341278076) (15,4.6128997802734375) (48,4.426292419433594) (167,4.401599884033203) (67,4.262154579162598) (136,4.1947126388549805)* (312,4.173951625823975) (215,4.119305610656738) (823,4.075242042541504) (670,4.074435234069824) (135,4.066773891448975) (147,3.9757375717163086) (276,3.9696850776672363) (1186,3.9128594398498535) (674,3.907860279083252) (1273,3.891916275024414) (324,3.8773560523986816) (131,3.857635974884033) (89,3.8521251678466797) (174,3.8460476398468018)*
895: (2069,13.203413009643555) (1177,12.06210708618164) (1187,11.949247360229492) (802,11.607868194580078) (1767,11.222814559936523) (2383,10.99730396270752) (670,10.9697904586792) (7426,10.938462257385254) (1342,10.895624160766602) (1277,10.88135051727295) (2096,10.799692153930664) (4373,10.752737045288086) (3426,10.70366096496582) (9,10.692214965820312) (190,10.687612533569336) (1717,10.660316467285156) (2755,10.511820793151855) (4695,10.487942695617676) (6058,10.460639953613281) (932,10.394344329833984)
930: (15,8.907573699951172) (167,8.572733879089355) (48,8.52639389038086)* (312,8.203306198120117) (185,8.104663848876953) (67,8.018939971923828) (11,7.9199981689453125) (215,7.874787330627441) (952,7.871299743652344) (512,7.711182594299316) (364,7.678195476531982) (130,7.676247596740723) (115,7.60921049118042) (324,7.562807083129883) (875,7.510310173034668) (823,7.502834320068359) (136,7.49124002456665) (4,7.474138259887695) (135,7.47079610824585) (17,7.468995094299316)*
956: (15,4.56641960144043) (48,4.488565444946289) (167,4.41482400894165) (312,4.264591217041016) (67,4.235700607299805) (215,4.173198699951172) (4,4.06239652633667) (131,4.039394378662109) (11,4.019347190856934) (276,3.967524766921997) (185,3.9600307941436768) (265,3.944035291671753) (823,3.9358811378479004) (298,3.9347927570343018) (670,3.9058279991149902) (107,3.9000794887542725) (130,3.8970563411712646) (324,3.8584489822387695) (129,3.840564250946045) (279,3.8089444637298584)
966: (3141,11.947012901306152) (4540,11.81766128540039) (209,11.640090942382812) (1277,11.20926570892334) (2779,11.069623947143555)* (3374,10.931351661682129) (11261,10.68976879119873) (1017,10.688298225402832) (3721,10.687755584716797) (247,10.631807327270508) (72,10.530460357666016) (2677,10.368825912475586) (4382,10.347408294677734) (1177,10.32030963897705) (240,10.228233337402344) (6870,10.202444076538086) (7614,10.184456825256348)* (4544,10.168657302856445) (1323,10.129916191101074)* (2656,10.121031761169434)
1018: (670,10.054450988769531) (15,9.87832260131836) (1273,9.861870765686035)* (87,9.813308715820312) (67,9.716078758239746) (167,9.592683792114258) (88,9.426947593688965)* (84,9.279327392578125) (374,9.233257293701172) (240,9.227418899536133) (632,9.147892951965332) (89,9.082843780517578) (63,9.051149368286133) (665,9.041640281677246) (48,9.014092445373535) (823,8.999469757080078) (18,8.912103652954102) (129,8.870391845703125) (72,8.868202209472656) (674,8.85341739654541)
1045: (210,8.851950645446777) (131,8.836511611938477) (329,8.786052703857422) (50,8.77267074584961) (374,8.62765121459961) (1814,8.483142852783203) (167,8.326921463012695)* (273,8.250340461730957) (129,8.16786003112793) (202,8.134721755981445) (3399,8.091743469238281) (107,8.032705307006836) (2077,8.006805419921875) (823,8.00435733795166) (1171,7.988186359405518) (15,7.9802961349487305) (312,7.941402435302734) (1875,7.9178924560546875) (34,7.908222675323486) (674,7.878167629241943)
1070: (575,9.467761993408203) (135,8.820262908935547) (72,8.54478645324707) (523,8.52781867980957) (1553,8.47944164276123) (1210,8.389609336853027) (348,8.354990005493164) (823,8.352743148803711) (265,8.295039176940918) (354,8.268379211425781) (87,8.264215469360352) (661,8.239652633666992) (88,8.182891845703125) (172,8.176568984985352) (276,8.037210464477539)* (279,7.9750142097473145)* (258,7.958452224731445) (512,7.9398040771484375) (964,7.923578262329102) (1717,7.920490264892578)
1088: (72,9.847715377807617) (48,9.689760208129883) (167,9.160209655761719) (312,9.103412628173828) (215,9.007469177246094) (18,8.93055534362793)* (189,8.870613098144531) (185,8.78262710571289) (374,8.732229232788086) (88,8.635262489318848) (269,8.599183082580566) (131,8.545212745666504) (274,8.468698501586914) (11,8.450111389160156) (258,8.447856903076172) (17,8.418600082397461) (14,8.375274658203125)* (952,8.261821746826172) (107,8.25319766998291) (237,8.237266540527344)
1125: (136,9.218498229980469) (87,9.115904808044434) (88,8.842447280883789)* (2713,8.696666717529297)* (539,8.636100769042969) (20672,8.526671409606934) (3336,8.468576431274414) (910,8.465189933776855)* (520,8.422088623046875) (164,8.416451454162598) (897,8.391148567199707) (147,8.363834381103516) (1063,8.31940746307373)* (3344,8.215219497680664) (2082,8.199701309204102) (913,8.193583488464355) (404,8.163119316101074)* (1269,8.092369079589844) (1553,8.075371742248535) (559,8.05672836303711)
1146: (240,9.734939575195312) (2119,9.282751083374023) (922,8.965187072753906) (1357,8.808727264404297)* (2925,8.52512264251709) (2910,8.478803634643555) (2628,8.39940071105957) (2732,8.34187126159668) (317,8.335859298706055) (1390,8.307645797729492)* (686,8.289024353027344) (632,8.212475776672363) (385,8.202357292175293) (440,8.138428688049316) (692,8.131032943725586) (1187,8.123064041137695) (189,8.060094833374023) (273,8.032033920288086)* (549,8.010668754577637) (706,8.008889198303223)
1151: (147,11.374784469604492) (258,11.06748104095459) (649,10.895781517028809) (274,10.847951889038086)* (802,10.781961441040039) (1224,10.650272369384766) (1259,10.611174583435059) (6067,10.604860305786133) (1683,10.57257080078125) (1100,10.510845184326172) (3274,10.475831985473633) (1102,10.461658477783203) (3370,10.414785385131836) (774,10.40119457244873) (650,10.390888214111328) (10408,10.377647399902344) (9287,10.349573135375977) (1435,10.27072811126709)* (1099,10.26951789855957) (3430,10.265050888061523)
1158: (72,7.69619607925415) (237,7.314570426940918) (258,7.093897342681885) (2423,6.96385383605957) (189,6.872773170471191) (895,6.806766986846924) (2561,6.804962158203125) (16,6.748348236083984) (3750,6.7061448097229)* (5823,6.6711344718933105) (274,6.632185935974121) (6624,6.607585430145264) (248,6.525599956512451) (6254,6.510421276092529) (661,6.490936279296875) (3709,6.467505931854248) (4471,6.425980091094971) (6090,6.3979291915893555) (340,6.356490135192871)* (7258,6.3324666023254395)
1160: (185,12.162233352661133) (15,12.004450798034668)* (312,11.274393081665039)* (2069,10.778143882751465) (512,10.774911880493164) (166,10.648242950439453)* (215,10.622411727905273)* (67,10.610279083251953) (2779,10.573814392089844) (131,10.247386932373047) (1144,10.159663200378418) (72,10.13444995880127) (164,10.114407539367676)* (298,10.051004409790039)* (3346,9.988948822021484) (875,9.904427528381348)* (2328,9.847566604614258) (823,9.804000854492188) (520,9.755720138549805) (95,9.72768783569336)*
1179: (1273,10.774003982543945)* (88,10.639305114746094) (185,10.113676071166992) (374,9.981023788452148) (575,9.777671813964844)* (842,9.738065719604492)* (895,9.608129501342773) (16,9.593823432922363) (802,9.538497924804688) (48,9.486974716186523) (258,9.456679344177246) (135,9.24873161315918) (15098,9.212799072265625) (15,9.186662673950195) (661,9.160954475402832) (1172,9.132235527038574)* (862,9.093751907348633) (2199,9.041463851928711) (276,8.948155403137207) (1187,8.893562316894531)*
1206: (1838,9.398256301879883) (48,9.168172836303711)* (172,8.747781753540039) (72,8.711374282836914) (136,8.704651832580566) (312,8.584335327148438) (2328,8.555657386779785)* (147,8.45367431640625) (6186,8.438071250915527) (1034,8.405181884765625) (1987,8.397754669189453) (15,8.357199668884277) (185,8.334781646728516) (3543,8.305975914001465) (560,8.304328918457031) (1180,8.248201370239258)* (974,8.208135604858398) (242,8.175817489624023)* (777,8.129663467407227)* (51,8.109869956970215)
1225: (189,13.226469993591309)* (2423,13.21434497833252) (14,12.790407180786133)* (269,12.255075454711914) (987,12.084074974060059) (842,11.870147705078125)* (2328,11.842794418334961) (237,11.619043350219727) (3736,11.457939147949219) (895,11.445738792419434) (368,11.366476058959961) (3402,11.15507698059082) (4589,10.816246032714844) (4952,10.756132125854492) (315,10.673311233520508) (553,10.67011547088623) (2284,10.59037971496582) (802,10.493839263916016) (875,10.453180313110352) (1180,10.437604904174805)
1238: (185,9.768919944763184) (312,8.835773468017578) (48,8.638683319091797) (15,8.560253143310547) (560,8.549553871154785) (136,8.534452438354492) (265,8.532574653625488) (2096,8.380491256713867) (130,8.369943618774414) (2790,8.34373950958252) (4,8.164518356323242) (523,8.032095909118652) (95,8.009313583374023)* (512,8.004999160766602) (625,7.993042469024658) (1224,7.954381942749023) (167,7.939608573913574) (1186,7.91618013381958) (298,7.909914016723633) (941,7.859185218811035)
1239: (312,9.911360740661621) (131,9.726478576660156)* (215,9.604291915893555) (185,9.602415084838867) (67,9.57087516784668) (922,9.242828369140625) (823,9.17222785949707) (560,9.10727596282959) (374,9.096742630004883) (512,8.918851852416992) (670,8.893550872802734) (354,8.880435943603516) (130,8.825212478637695) (4,8.806204795837402) (72,8.707040786743164) (129,8.694343566894531) (95,8.587773323059082) (18,8.528621673583984) (1273,8.522900581359863) (371,8.489356994628906)
1264: (4,9.343725204467773) (15,9.32294750213623) (48,9.245492935180664) (185,9.161748886108398) (167,8.739490509033203) (95,8.512768745422363) (67,8.49720287322998) (265,8.370861053466797)* (129,8.32272720336914) (51,8.253572463989258) (215,8.191256523132324) (512,8.191059112548828) (2077,8.104974746704102) (2069,8.064701080322266) (89,8.053622245788574)* (844,8.006586074829102)* (3499,7.963361740112305) (134,7.853641510009766) (1063,7.838966369628906) (269,7.818153381347656)
1267: (15,9.645902633666992) (48,9.199286460876465)* (130,9.182282447814941)* (512,9.060702323913574) (167,8.936593055725098) (312,8.890323638916016) (952,8.864972114562988) (136,8.746158599853516) (1063,8.717793464660645) (72,8.609189987182617) (164,8.566057205200195) (215,8.509889602661133)* (1273,8.492772102355957) (2069,8.490453720092773) (2779,8.35313606262207) (2609,8.351750373840332) (520,8.349761009216309)* (18,8.248720169067383) (11,8.12425422668457) (131,8.072423934936523)
1314: (374,4.208847999572754) (48,4.147998809814453) (15,4.069260597229004) (823,4.068161964416504) (67,4.027257442474365) (167,3.9777629375457764) (174,3.9614367485046387) (324,3.934950828552246) (189,3.9257452487945557) (354,3.9225735664367676) (922,3.9166879653930664) (131,3.874547004699707) (512,3.861752510070801) (107,3.8522322177886963) (670,3.7980613708496094) (173,3.7868094444274902) (215,3.784330368041992) (276,3.777500867843628) (674,3.766740322113037) (185,3.7568373680114746)
1319: (2956,12.626795768737793) (715,11.495813369750977) (896,11.47070026397705) (764,11.187061309814453) (2677,11.064314842224121) (2616,10.779560089111328) (891,10.342416763305664) (1732,10.062203407287598) (2961,10.056303024291992) (3204,9.980887413024902) (2328,9.91325855255127) (3145,9.720480918884277) (3548,9.713937759399414) (3141,9.60396957397461) (4517,9.588052749633789)* (4184,9.507152557373047) (4074,9.456462860107422) (1790,9.4189453125) (844,9.417191505432129)* (4193,9.392278671264648)*
1342: (670,7.9506425857543945) (240,7.939231872558594) (374,7.85122537612915)* (355,7.6396331787109375) (842,7.612978935241699) (14,7.528354167938232)* (922,7.376150131225586) (368,7.375337600708008) (312,7.345011234283447) (1357,7.333733558654785) (1813,7.324404716491699) (72,7.322397708892822) (553,7.291899681091309) (84,7.282166481018066) (167,7.163760185241699) (2119,7.073203086853027) (2287,7.04269552230835) (15098,6.985770225524902) (439,6.979183673858643) (1186,6.964548110961914)
1349: (695,16.027660369873047) (844,14.055103302001953) (764,13.969913482666016) (2909,13.78456974029541)* (2713,13.737167358398438) (2873,13.718019485473633) (167,13.613781929016113) (3010,13.57980728149414) (1187,13.37926197052002) (1207,13.285643577575684) (3511,13.228537559509277)* (439,13.209086418151855) (294,13.132814407348633) (865,13.08431625366211) (48,13.043508529663086) (2775,12.909738540649414) (129,12.886133193969727) (1172,12.639641761779785) (1985,12.633035659790039) (69,12.555908203125)
1362: (88,11.086505889892578) (2131,11.048852920532227) (3865,10.755149841308594) (897,10.706165313720703) (895,10.704923629760742) (2561,10.650699615478516)* (14,10.434913635253906)* (2319,10.332122802734375) (2318,10.308835983276367) (2069,9.944252014160156)* (2199,9.788654327392578)* (340,9.775632858276367)* (374,9.76817512512207) (3399,9.744287490844727)* (131,9.665447235107422)* (2466,9.663902282714844) (6987,9.617196083068848) (434,9.582893371582031) (355,9.474188804626465) (2220,9.442819595336914)
1454: (95,9.926288604736328) (147,9.775569915771484)* (823,9.730156898498535) (764,9.533977508544922)* (1626,9.507182121276855)* (932,9.409690856933594) (922,9.40084457397461) (686,9.373587608337402) (512,9.372517585754395) (312,9.313000679016113)* (3622,9.213910102844238) (697,9.14323616027832) (131,9.141631126403809) (156,9.082144737243652) (560,9.041792869567871) (166,8.961252212524414)* (158,8.928248405456543)* (941,8.919591903686523) (3231,8.895384788513184) (162,8.884986877441406)
1460: (2423,9.079748153686523)* (2266,8.27320671081543) (334,8.060079574584961) (14,7.898642539978027)* (3736,7.839157581329346) (6090,7.829864501953125) (279,7.535190582275391) (321,7.524044036865234) (72,7.48331356048584) (661,7.2290802001953125) (340,7.209470748901367) (15098,7.1974921226501465) (69,7.169105052947998) (16,7.106283187866211) (10,7.01478385925293) (348,6.965684413909912) (6541,6.946088790893555) (895,6.929612159729004) (2318,6.870110988616943) (2883,6.846706867218018)
1493: (185,11.635784149169922) (2096,10.331008911132812)* (1144,10.2020845413208) (2779,10.117362976074219) (560,10.068605422973633) (559,9.933748245239258) (512,9.588659286499023) (1100,9.581792831420898) (555,9.388853073120117) (4589,9.383190155029297) (952,9.365447998046875) (523,9.163046836853027) (3346,9.104368209838867) (802,9.043604850769043)* (3344,9.041118621826172)* (2143,9.010109901428223) (200,8.919617652893066)* (167,8.902349472045898) (15,8.899202346801758) (265,8.894756317138672)
1596: (15,6.607606887817383) (167,6.332010746002197) (215,6.048544883728027) (312,5.996402263641357) (4,5.839661598205566) (67,5.817470550537109) (324,5.815474510192871) (823,5.625516891479492) (185,5.61317777633667) (674,5.604193687438965) (107,5.576728343963623) (265,5.565436840057373) (298,5.540392875671387) (210,5.516301155090332) (129,5.504016876220703) (35,5.472156524658203) (169,5.462653160095215) (17,5.418454170227051) (162,5.398703098297119) (371,5.396448135375977)
1624: (107,7.381939888000488) (374,7.31881856918335) (4,7.14893913269043) (130,7.052058696746826) (15,6.894080638885498) (324,6.865201950073242) (131,6.834100723266602) (265,6.744265556335449) (674,6.723068714141846) (129,6.690774917602539) (50,6.640224933624268) (48,6.573590278625488) (329,6.553322792053223) (215,6.537631034851074) (17,6.5039286613464355) (169,6.477913856506348) (136,6.442313194274902) (141,6.415477275848389) (276,6.415467739105225) (167,6.385199546813965)*
1649: (185,9.257030487060547) (67,9.021913528442383) (922,9.015385627746582) (131,8.937967300415039) (823,8.724977493286133) (87,8.669572830200195) (72,8.667545318603516) (107,8.66554069519043) (215,8.656585693359375) (158,8.64634895324707) (324,8.632694244384766) (189,8.617426872253418) (265,8.596565246582031) (276,8.59028148651123) (1186,8.498644828796387) (129,8.48036003112793) (115,8.474897384643555) (18,8.47392463684082) (512,8.467853546142578) (14,8.44946575164795)
1678: (15,6.3407464027404785) (48,6.229173183441162) (72,6.180251121520996) (167,6.156886577606201) (67,6.139930725097656) (312,6.100172996520996) (823,5.90036678314209) (18,5.831786155700684) (553,5.80100154876709) (670,5.78389835357666) (922,5.749963760375977) (374,5.742703437805176) (131,5.687100410461426) (298,5.575106620788574) (952,5.551421165466309) (276,5.526209831237793) (258,5.519864082336426) (439,5.508201599121094) (9,5.506108283996582) (674,5.502620697021484)
1718: (2328,9.729312896728516) (269,8.918395042419434) (3445,8.708047866821289) (312,8.325082778930664) (670,8.292678833007812)* (230,8.246156692504883) (189,8.006957054138184) (72,7.915694713592529)* (3708,7.772125244140625) (48,7.722248077392578) (3499,7.716899871826172) (2790,7.654323577880859) (15098,7.597175598144531) (2270,7.583544731140137) (276,7.541195869445801) (237,7.522149562835693) (1180,7.487423419952393) (952,7.485010623931885) (2156,7.469048976898193) (4181,7.440450668334961)
1724: (215,11.137359619140625) (167,10.816442489624023)* (367,10.568470001220703) (823,10.37056827545166)* (72,9.881776809692383) (50,9.817211151123047)* (185,9.716582298278809) (158,9.57942008972168)* (147,9.45240592956543) (130,9.418642044067383) (129,9.397241592407227) (298,9.37879753112793) (2220,9.343595504760742) (1281,9.266188621520996) (162,9.206086158752441) (382,9.204094886779785)* (136,9.12569808959961) (670,9.08383560180664) (1357,9.079122543334961) (95,9.050783157348633)
1791: (2423,7.658980369567871) (258,7.626190185546875) (2319,7.396876335144043)* (4471,7.321738243103027) (185,7.1292219161987305) (661,7.016615867614746) (6090,7.002129554748535) (897,6.983220100402832) (354,6.981522560119629) (274,6.81920051574707) (3736,6.781539440155029) (14,6.778511047363281)* (334,6.768035411834717) (2561,6.765485763549805)* (2199,6.709290027618408) (2266,6.698061466217041) (88,6.687155723571777) (875,6.683807373046875) (560,6.648095607757568)* (2069,6.641824245452881)
1866: (2328,9.261835098266602) (269,8.373581886291504)* (952,8.160266876220703) (312,8.026704788208008) (2069,8.020563125610352) (2779,8.018475532531738) (3499,7.940774917602539) (1180,7.936711311340332) (1780,7.929070472717285) (72,7.849743843078613) (167,7.791799068450928) (3141,7.704442024230957) (2147,7.669519424438477) (15,7.652561187744141) (2755,7.543144702911377) (242,7.404507637023926) (18,7.364312171936035) (3585,7.307351589202881) (48,7.194458961486816) (8676,7.176718711853027)
1902: (512,8.043244361877441)* (72,7.759251594543457) (135,7.45885705947876) (67,7.4374895095825195) (136,7.334501266479492) (1187,7.315542697906494) (130,7.262294769287109) (922,7.244184494018555) (354,7.216869354248047) (2423,7.211783409118652) (16,7.1903557777404785) (258,7.1673054695129395) (674,7.142080307006836) (174,7.108049392700195) (166,7.078814506530762) (324,7.055431365966797) (167,7.053630828857422) (215,7.045096397399902) (245,7.04489803314209) (312,7.024449348449707)
2152: (20678,11.608650207519531)* (3856,11.44618034362793) (740,11.432439804077148)* (675,11.316049575805664)* (1875,10.953298568725586) (3478,10.639577865600586) (5207,10.501520156860352)* (5071,9.946402549743652) (5485,9.865333557128906) (5159,9.75998592376709) (5294,9.754419326782227)* (3280,9.727899551391602)* (2196,9.664125442504883) (3346,9.661670684814453) (1838,9.636606216430664) (791,9.532224655151367)* (8148,9.516401290893555) (5487,9.507637023925781) (12101,9.463584899902344) (3100,9.435301780700684)
2172: (848,14.555628776550293) (24315,14.370526313781738) (3708,14.006179809570312) (2561,13.931816101074219) (263,13.677157402038574) (1717,13.520195007324219) (3402,13.111785888671875) (172,13.0) (150,12.992853164672852) (1004,12.928531646728516) (6562,12.598193168640137) (987,12.52248764038086) (1086,12.388666152954102) (925,12.299659729003906) (4224,12.291576385498047) (315,12.239789009094238)* (348,12.213614463806152)* (6790,12.177460670471191) (777,12.17372989654541) (286,12.060819625854492)*
2191: (48,2.0951123237609863) (312,2.08329176902771) (15,2.074381113052368) (167,2.023742198944092) (215,1.916792869567871) (67,1.8917570114135742) (185,1.8735206127166748) (131,1.8664443492889404) (298,1.838374137878418) (72,1.8053662776947021) (952,1.7776331901550293) (823,1.7766129970550537) (434,1.7665537595748901) (360,1.7569812536239624) (269,1.7567899227142334) (553,1.7566475868225098) (147,1.7531503438949585) (129,1.7520442008972168) (674,1.7460219860076904) (670,1.744880199432373)
2209: (15,3.391395092010498) (167,3.138510227203369) (185,3.0982723236083984) (67,2.9949114322662354) (130,2.901735544204712) (560,2.890826940536499) (324,2.8886280059814453) (215,2.8781676292419434) (674,2.812286853790283) (265,2.803921937942505) (823,2.7984259128570557) (312,2.796265125274658) (512,2.7852706909179688) (131,2.78523588180542) (136,2.7799816131591797) (4,2.7341675758361816) (129,2.7146832942962646) (17,2.7027604579925537) (107,2.6906654834747314) (11,2.6847267150878906)
2210: (48,6.693205833435059) (15,6.672923564910889) (167,6.507258415222168) (215,6.464476108551025) (185,6.242727279663086) (823,6.180307388305664) (67,6.080748558044434) (354,6.073373794555664) (374,6.046182632446289) (670,6.029784202575684) (131,6.00031852722168) (129,5.9947004318237305)* (269,5.955262660980225)* (279,5.896149635314941) (1186,5.870336055755615) (922,5.870021820068359) (674,5.8679914474487305) (276,5.841265678405762)* (560,5.835574150085449) (130,5.82961893081665)
2226: (48,8.417364120483398) (354,8.284594535827637) (374,8.122481346130371) (823,7.964366912841797)* (17,7.814424514770508) (167,7.756028175354004) (3865,7.720056533813477) (312,7.698030471801758) (67,7.676807403564453) (274,7.64364767074585) (189,7.60271692276001) (18,7.592716693878174) (50,7.5818328857421875) (158,7.566298961639404) (661,7.518350601196289) (258,7.4231109619140625)* (922,7.366105556488037) (9,7.349630832672119) (665,7.326671600341797) (185,7.297116279602051)
2239: (3543,11.244811058044434) (561,11.205921173095703) (773,10.616170883178711) (329,10.540117263793945) (8829,10.499628067016602) (47,9.608297348022461) (3731,9.458328247070312) (3873,9.34228515625) (8853,9.167059898376465) (1772,9.107114791870117) (4131,9.009571075439453) (147,8.991844177246094) (185,8.921594619750977) (8815,8.918048858642578) (3495,8.898468971252441) (172,8.854961395263672) (4601,8.835578918457031) (2014,8.710375785827637) (14660,8.68970012664795) (508,8.66809368133545)
2282: (15,7.601691722869873) (48,7.401307106018066) (167,6.935150623321533) (67,6.825778007507324) (312,6.822011947631836) (72,6.801776885986328) (18,6.700824737548828) (512,6.691867828369141) (147,6.643170356750488) (136,6.642035961151123) (215,6.637503623962402) (823,6.455870628356934) (4,6.414402008056641) (1144,6.410773754119873) (88,6.408937454223633) (952,6.3636698722839355) (1273,6.345473289489746) (130,6.330745220184326) (354,6.3231611251831055) (9,6.239231586456299)
2313: (15,5.572007179260254)* (185,5.251900672912598) (48,5.059261322021484) (130,5.05634880065918) (560,4.950131893157959) (312,4.823216915130615) (136,4.820197105407715)* (147,4.78266716003418)* (512,4.729837417602539) (4,4.679181098937988) (215,4.641036033630371) (1063,4.639350891113281) (674,4.552887916564941) (95,4.508608341217041) (164,4.477582931518555) (2069,4.462716102600098) (11,4.455234527587891) (87,4.452688217163086) (324,4.451910495758057) (1144,4.445885181427002)
2323: (1689,9.893251419067383) (2790,9.688884735107422) (3008,9.229174613952637)* (1626,9.144050598144531) (1102,9.065250396728516) (150,8.799336433410645) (660,8.708832740783691) (6541,8.69033432006836) (258,8.564909934997559) (842,8.399250030517578) (2755,8.334386825561523) (575,8.320911407470703) (1314,8.251852035522461) (2813,8.23344612121582) (987,8.20718002319336) (459,8.173626899719238) (3214,8.082854270935059) (15098,8.061193466186523) (561,8.047338485717773) (625,7.879077911376953)
2343: (15,11.021390914916992) (2137,10.407626152038574) (560,10.176271438598633) (896,9.896123886108398) (95,9.857747077941895) (167,9.724515914916992) (1063,9.673650741577148) (512,9.657729148864746)* (1790,9.501791000366211) (419,9.429359436035156)* (136,9.371975898742676) (941,9.238057136535645) (166,9.160417556762695) (1273,9.160372734069824) (2956,8.958271980285645) (312,8.958171844482422)* (4,8.946972846984863) (215,8.868000984191895) (298,8.862241744995117) (674,8.81820011138916)*
2353: (2790,12.884847640991211)* (941,11.530471801757812) (1689,11.254098892211914) (459,11.245933532714844) (932,11.160778045654297) (1935,10.818480491638184)* (368,10.726296424865723) (4589,10.601922035217285)* (6670,10.577398300170898) (4540,10.53913688659668) (147,10.451791763305664) (764,10.138479232788086) (2069,10.107964515686035)* (3214,10.102879524230957) (2328,10.083670616149902) (896,10.042302131652832) (3310,10.017050743103027)* (1717,9.968338966369629) (1232,9.906095504760742) (3723,9.883443832397461)
